Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Вожегодская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229					
1	"Число избирателей, внесенных в списки"	13826	2008	1662	1239	475	155	73	315	105	113	131	1711	210	164	77	272	193	448	148	246	227	568	140	183	158	344	157	518	648	67	536	535					
2	"Число бюллетеней, полученных участковыми комиссиями"	13451	1900	1600	1200	450	150	70	300	100	110	130	1700	215	170	80	250	190	450	150	240	220	550	150	171	160	350	155	510	630	70	510	520					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7224	1029	920	578	242	64	46	162	30	73	86	944	93	100	39	184	102	205	72	93	114	202	100	64	76	174	99	274	451	58	253	297					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1651	71	28	52	81	41	20	30	41	6	18	85	19	34	29	4	54	100	42	79	20	228	18	87	51	88	35	92	32	0	79	87					
6	Число погашенных бюллетеней	4576	800	652	570	127	45	4	108	29	31	26	671	103	36	12	62	34	145	36	68	86	120	32	20	33	88	21	144	147	12	178	136					
7	Число бюллетеней в переносных ящиках для голосования	1651	71	28	52	81	41	20	30	41	6	18	85	19	34	29	4	54	100	42	79	20	228	18	87	51	88	35	92	32	0	79	87					
8	Число бюллетеней в стационарных ящиках для голосования	7224	1029	920	578	242	64	46	162	30	73	86	944	93	100	39	184	102	205	72	93	114	202	100	64	76	174	99	274	451	58	253	297					
9	Число недействительных бюллетеней	157	8	3	31	3	0	0	0	0	5	5	13	1	3	0	6	11	6	1	6	5	2	3	3	0	2	0	7	17	0	1	15					
10	Число действительных бюллетеней	8718	1092	945	599	320	105	66	192	71	74	99	1016	111	131	68	182	145	299	113	166	129	428	115	148	127	260	134	359	466	58	331	369					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	190	10	10	10	5	5	5	5	5	5	5	10	5	5	5	5	5	5	5	5	5	10	5	5	10	5	5	10	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	34	4	3	1	0	0	0	0	0	0	0	6	0	1	1	0	3	1	0	0	0	1	0	0	0	4	0	0	3	0	1	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	18	0	1	1	1	0	0	0	1	0	0	2	0	0	0	3	0	0	0	0	0	0	1	0	1	0	1	0	0	0	5	1					
14	Число погашенных открепительных удостоверений	156	6	7	9	5	5	5	5	5	5	5	4	5	4	4	5	2	4	5	5	5	9	5	5	10	1	5	10	2	5	4	0					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	77	8	6	1	3	1	0	4	0	0	2	17	3	2	0	2	2	1	1	2	1	1	1	2	1	0	0	3	5	1	4	3					
		0.86%	0.72%	0.63%	0.15%	0.92%	0.95%	0.0%	2.08%	0.0%	0.0%	1.92%	1.65%	2.67%	1.49%	0.0%	1.06%	1.28%	0.32%	0.87%	1.16%	0.74%	0.23%	0.84%	1.32%	0.78%	0.0%	0.0%	0.81%	1.03%	1.72%	1.20%	0.78%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	128	32	27	9	5	0	0	3	3	0	1	9	0	2	1	2	0	3	2	0	0	5	0	0	0	1	0	7	4	1	7	4					
		1.44%	2.90%	2.84%	1.42%	1.54%	0.0%	0.0%	1.56%	4.22%	0.0%	0.96%	0.87%	0.0%	1.49%	1.47%	1.06%	0.0%	0.98%	1.75%	0.0%	0.0%	1.16%	0.0%	0.0%	0.0%	0.38%	0.0%	1.91%	0.82%	1.72%	2.10%	1.04%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	264	22	22	26	7	3	1	5	3	2	1	35	1	1	2	5	4	10	3	8	7	19	1	9	1	4	5	6	19	0	20	12					
		2.97%	2.0%	2.32%	4.12%	2.16%	2.85%	1.51%	2.60%	4.22%	2.53%	0.96%	3.40%	0.89%	0.74%	2.94%	2.65%	2.56%	3.27%	2.63%	4.65%	5.22%	4.41%	0.84%	5.96%	0.78%	1.52%	3.73%	1.63%	3.93%	0.0%	6.02%	3.12%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	82	8	13	4	5	0	0	1	0	0	0	7	0	3	0	0	0	0	1	1	6	8	0	1	2	4	0	5	6	0	5	2					
		0.92%	0.72%	1.37%	0.63%	1.54%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.68%	0.0%	2.23%	0.0%	0.0%	0.0%	0.0%	0.87%	0.58%	4.47%	1.86%	0.0%	0.66%	1.57%	1.52%	0.0%	1.36%	1.24%	0.0%	1.50%	0.52%					
22	"5. ""За Русь Святую"""	47	2	5	4	5	1	0	0	2	0	0	5	0	1	1	1	0	1	2	1	0	5	3	3	0	1	1	1	0	2	0	0					
		0.52%	0.18%	0.52%	0.63%	1.54%	0.95%	0.0%	0.0%	2.81%	0.0%	0.0%	0.48%	0.0%	0.74%	1.47%	0.53%	0.0%	0.32%	1.75%	0.58%	0.0%	1.16%	2.54%	1.98%	0.0%	0.38%	0.74%	0.27%	0.0%	3.44%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	21	4	2	1	0	0	0	1	1	0	1	2	0	0	0	0	2	1	0	0	0	2	0	0	0	1	0	1	0	0	0	2					
		0.23%	0.36%	0.21%	0.15%	0.0%	0.0%	0.0%	0.52%	1.40%	0.0%	0.96%	0.19%	0.0%	0.0%	0.0%	0.0%	1.28%	0.32%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.38%	0.0%	0.27%	0.0%	0.0%	0.0%	0.52%					
24	"7. ""Новый курс - Автомобильная Россия"""	46	7	5	5	0	0	0	2	0	1	0	8	0	1	0	0	0	0	0	0	1	1	0	0	0	0	2	0	9	0	2	2					
		0.51%	0.63%	0.52%	0.79%	0.0%	0.0%	0.0%	1.04%	0.0%	1.26%	0.0%	0.77%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.23%	0.0%	0.0%	0.0%	0.0%	1.49%	0.0%	1.86%	0.0%	0.60%	0.52%					
25	"8. ""Народно-республиканская партия России"""	8	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0					
		0.09%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	1.40%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.84%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	18	1	3	2	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	1	0	1	0	2	1	0	1	1	0	0					
