Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Павловская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750					
1	"Число избирателей, внесенных в списки избирателей"	45363	1455	1561	1260	901	1094	2096	1511	1403	2306	371	1385	2343	1405	1312	539	330	1128	1090	901	1023	1072	767	351	1435	804	500	1123	335	137	598	520	915	954	861	895	435	316	601	285	1380	453	301	710	315	1107	406	505	925	303	640					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	43650	1300	1500	1200	800	1000	2000	1300	1400	2000	400	1300	2000	1300	1300	550	350	1100	1000	900	1000	1000	750	350	1400	800	500	1100	350	150	650	550	950	950	900	900	450	300	600	300	1400	450	300	700	350	1100	400	450	900	300	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	29384	1070	1201	970	538	704	1427	850	1001	1628	301	954	1613	936	860	340	183	620	606	463	582	527	416	278	864	416	346	679	237	86	446	291	569	601	580	607	272	192	401	170	813	242	211	442	217	783	328	331	614	190	388					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	5443	84	93	129	92	65	102	238	23	44	11	36	34	51	137	69	63	161	144	150	135	184	182	18	262	228	90	196	62	49	49	148	214	109	115	74	91	51	176	87	225	109	72	196	74	197	55	55	44	29	141					
6	Число погашенных избирательных бюллетеней	8823	146	206	101	170	231	471	212	376	328	88	310	353	313	303	141	104	319	250	287	283	289	152	54	274	156	64	225	51	15	155	111	167	240	205	219	87	57	23	43	362	99	17	62	59	120	17	64	242	81	121					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5442	84	93	129	92	65	102	238	23	44	11	36	34	51	137	69	63	161	144	150	135	184	182	18	262	228	90	196	62	49	49	148	214	109	114	74	91	51	176	87	225	109	72	196	74	197	55	55	44	29	141					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29378	1070	1201	970	538	704	1427	850	1001	1628	301	954	1613	936	860	340	183	620	606	463	582	527	416	278	862	416	346	679	237	86	446	291	569	601	580	607	272	192	401	170	813	242	211	442	217	780	328	331	614	190	387					
9	Число недействительных избирательных бюллетеней	301	6	9	3	5	2	4	10	21	20	11	7	20	10	15	6	1	8	4	6	1	4	7	3	9	4	6	5	3	3	7	3	6	8	3	9	6	1	0	3	2	4	2	4	7	0	3	3	10	5	2					
10	Число действительных избирательных бюллетеней	34519	1148	1285	1096	625	767	1525	1078	1003	1652	301	983	1627	977	982	403	245	773	746	607	716	707	591	293	1115	640	430	870	296	132	488	436	777	702	691	672	357	242	577	254	1036	347	281	634	284	977	380	383	648	214	526					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	532	5	18	10	10	10	33	10	12	21	7	20	27	21	18	13	9	9	9	8	10	6	13	3	14	11	8	17	8	3	13	8	16	10	6	6	3	3	5	3	33	12	3	0	3	8	8	8	10	3	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	490	4	17	10	5	10	33	10	12	21	7	20	27	21	18	13	9	8	5	5	10	6	10	3	14	11	6	17	6	3	13	8	16	10	3	3	2	0	5	1	33	11	0	0	2	8	7	8	8	3	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	361	6	16	15	8	9	11	14	14	16	0	12	71	11	8	3	2	6	3	1	6	3	6	2	5	4	4	4	5	3	3	2	8	0	3	7	1	1	2	1	7	11	2	6	4	4	5	8	14	0	4					
14	Число погашенных неиспользованных открепительных удостоверений	42	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0	0	3	0	0	0	2	0	2	0	0	0	0	0	3	3	1	3	0	2	0	1	3	0	1	0	1	0	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	1	0	2	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
