Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Ленинск-Кузнецкая																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172					
1	"Число избирателей, внесенных в списки избирателей"	19047	761	473	435	285	987	320	119	556	182	575	997	271	297	1251	1122	601	204	222	653	245	240	161	538	187	501	125	255	587	296	233	935	101	1116	470	1127	202	539	169	454	103	152					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19000	750	470	420	300	960	320	125	530	200	590	950	295	300	1240	1100	600	205	240	620	255	250	165	525	200	530	130	255	580	300	245	930	110	1150	460	1080	205	520	175	450	105	165					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16901	678	418	373	272	885	261	82	466	165	429	899	215	277	1084	1010	529	152	183	575	228	224	154	518	176	435	102	214	571	268	215	842	100	964	424	1030	199	469	158	431	94	132					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1483	32	32	42	11	61	40	37	50	12	120	51	51	19	111	55	57	51	35	45	13	11	4	7	9	64	23	41	9	17	16	82	0	98	34	42	3	51	6	17	8	16					
6	Число погашенных избирательных бюллетеней	616	40	20	5	17	14	19	6	14	23	41	0	29	4	45	35	14	2	22	0	14	15	7	0	15	31	5	0	0	15	14	6	10	88	2	8	3	0	11	2	3	17					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1483	32	32	42	11	61	40	37	50	12	120	51	51	19	111	55	57	51	35	45	13	11	4	7	9	64	23	41	9	17	16	82	0	98	34	42	3	51	6	17	8	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16900	678	418	373	272	884	261	82	466	165	429	899	215	277	1084	1010	529	152	183	575	228	224	154	518	176	435	102	214	571	268	215	842	100	964	424	1030	199	469	158	431	94	132					
9	Число недействительных избирательных бюллетеней	211	7	18	8	0	5	2	0	3	8	1	14	4	11	6	20	5	7	1	1	12	2	0	0	0	4	9	0	0	10	3	7	6	16	0	12	2	3	0	3	0	1					
10	Число действительных избирательных бюллетеней	18172	703	432	407	283	940	299	119	513	169	548	936	262	285	1189	1045	581	196	217	619	229	233	158	525	185	495	116	255	580	275	228	917	94	1046	458	1060	200	517	164	445	102	147					
