Выборы Президента Российской Федерации																																												
																																												
Наименование Избирательной комиссии:    Самойловская																																												
																																												
Итоги голосования 																																												
																																												
		Сумма	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151					
1	"Число избирателей, внесенных в список"	18520	1871	1772	1867	1248	532	140	158	500	598	584	120	837	236	69	549	212	124	93	492	470	288	204	354	583	634	175	1775	119	136	207	169	107	146	578	79	390	104					
2	Число полученных избирательных бюллетеней	18538	1870	1740	1830	1220	540	143	160	520	600	600	127	840	240	71	540	211	128	91	497	469	288	230	356	580	630	184	1770	121	139	205	167	108	150	590	82	398	103					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13574	1263	1449	1337	991	379	124	127	407	354	419	101	580	217	59	474	153	101	80	324	376	234	176	232	490	414	175	994	112	133	177	133	93	129	347	70	266	84					
5	"Число избирательных бюллетеней, выданных вне помещения"	1578	110	65	84	13	55	16	18	44	96	57	16	120	10	8	16	15	4	5	78	19	26	28	86	58	116	0	178	0	0	20	16	10	14	119	0	45	13					
6	Число погашенных избирательных бюллетеней	3386	497	226	409	216	106	3	15	69	150	124	10	140	13	4	50	43	23	6	95	74	28	26	38	32	100	9	598	9	6	8	18	5	7	124	12	87	6					
7	Число избирательных бюллетеней в переносных ящиках	1578	110	65	84	13	55	16	18	44	96	57	16	120	10	8	16	15	4	5	78	19	26	28	86	58	116	0	178	0	0	20	16	10	14	119	0	45	13					
8	Число бюллетеней в стационарных ящиках для голосования	13573	1263	1449	1337	991	379	124	127	407	354	419	101	580	217	59	474	153	101	80	324	376	234	176	232	490	414	175	994	112	133	177	133	93	128	347	70	266	84					
9	Число недействительных избирательных бюллетеней	228	12	10	7	1	3	2	2	2	13	2	0	6	2	0	0	0	0	0	9	2	0	0	18	93	14	0	8	0	0	1	1	0	1	9	2	8	0					
10	Число действительных избирательных бюллетеней	14923	1361	1504	1414	1003	431	138	143	449	437	474	117	694	225	67	490	168	105	85	393	393	260	204	300	455	516	175	1164	112	133	196	148	103	141	457	68	303	97					
11	Число полученных открепительных  удостоверений	267	16	15	40	15	5	2	2	20	5	2	2	8	5	2	10	3	3	3	5	10	5	3	0	13	10	2	20	2	2	2	2	2	2	16	2	9	2					
12	Число выданных открепительных удостоверений	201	16	13	31	12	3	1	0	20	5	0	0	6	5	2	2	0	2	1	4	7	5	0	0	8	7	0	20	0	1	0	1	1	2	16	2	8	0					
