Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Чарышская 																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813					
1	"Число избирателей, внесенных в списки"	11112	84	681	41	119	135	576	79	710	158	290	1227	2561	188	55	807	52	69	196	147	104	509	117	452	71	163	110	891	118	267	79	56					
2	"Число бюллетеней, полученных участковыми комиссиями"	10236	87	620	42	117	130	520	79	640	158	260	1110	2310	192	58	730	54	69	195	144	103	460	120	400	72	163	107	800	117	240	80	59					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7218	68	453	36	96	112	373	61	484	126	222	696	1472	130	40	480	47	56	121	124	88	338	83	334	64	137	97	483	106	180	63	48					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	373	0	19	0	5	7	25	3	11	0	0	33	123	6	0	24	0	0	10	4	0	9	9	28	0	0	0	29	3	21	3	1					
6	Число погашенных бюллетеней	2645	19	148	6	16	11	122	15	145	32	38	381	715	56	18	226	7	13	64	16	15	113	28	38	8	26	10	288	8	39	14	10					
7	Число бюллетеней в переносных ящиках для голосования	373	0	19	0	5	7	25	3	11	0	0	33	123	6	0	24	0	0	10	4	0	9	9	28	0	0	0	29	3	21	3	1					
8	Число бюллетеней в стационарных ящиках для голосования	7216	68	453	36	96	112	373	61	484	126	222	696	1470	130	40	480	47	56	121	124	88	338	83	334	64	137	97	483	106	180	63	48					
9	Число недействительных бюллетеней	119	0	7	0	1	3	8	0	7	1	9	9	14	1	1	19	0	4	1	0	6	8	3	7	1	1	0	6	2	0	0	0					
10	Число действительных бюллетеней	7470	68	465	36	100	116	390	64	488	125	213	720	1579	135	39	485	47	52	130	128	82	339	89	355	63	136	97	506	107	201	66	49					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	93	0	7	0	0	0	5	0	3	0	0	13	45	1	0	5	0	0	0	0	0	3	0	2	0	0	2	6	1	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	65	0	0	0	0	0	5	0	3	0	0	9	39	0	0	2	0	0	0	0	0	2	0	2	0	0	0	3	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	49	2	1	2	1	2	4	3	1	1	2	4	4	0	3	1	0	2	2	2	0	1	1	4	1	0	0	2	2	0	1	0					
14	Число погашенных открепительных удостоверений	28	0	7	0	0	0	0	0	0	0	0	4	6	1	0	3	0	0	0	0	0	1	0	0	0	0	2	3	1	0	0	0					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	112	0	5	2	3	0	10	2	4	1	3	16	20	1	2	8	0	0	4	0	0	5	0	3	2	2	1	7	0	8	2	1					
		1.47%	0.0%	1.05%	5.55%	2.97%	0.0%	2.51%	3.12%	0.80%	0.79%	1.35%	2.19%	1.25%	0.73%	5.0%	1.58%	0.0%	0.0%	3.05%	0.0%	0.0%	1.44%	0.0%	0.82%	3.12%	1.45%	1.03%	1.36%	0.0%	3.98%	3.03%	2.04%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	133	6	5	2	3	8	12	5	3	1	0	16	29	0	0	10	1	0	4	1	0	11	1	2	1	0	1	5	2	4	0	0					
		1.75%	8.82%	1.05%	5.55%	2.97%	6.72%	3.01%	7.81%	0.60%	0.79%	0.0%	2.19%	1.82%	0.0%	0.0%	1.98%	2.12%	0.0%	3.05%	0.78%	0.0%	3.17%	1.08%	0.55%	1.56%	0.0%	1.03%	0.97%	1.83%	1.99%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	128	1	10	0	2	2	4	0	5	1	8	12	20	2	1	9	0	0	1	0	1	13	4	7	2	2	1	11	1	4	4	0					
		1.68%	1.47%	2.11%	0.0%	1.98%	1.68%	1.00%	0.0%	1.01%	0.79%	3.60%	1.64%	1.25%	1.47%	2.5%	1.78%	0.0%	0.0%	0.76%	0.0%	1.13%	3.74%	4.34%	1.93%	3.12%	1.45%	1.03%	2.14%	0.91%	1.99%	6.06%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	49	0	0	0	3	0	0	1	5	1	0	2	14	0	0	6	1	0	2	1	1	0	1	3	0	0	0	4	2	1	1	0					
		0.64%	0.0%	0.0%	0.0%	2.97%	0.0%	0.0%	1.56%	1.01%	0.79%	0.0%	0.27%	0.87%	0.0%	0.0%	1.19%	2.12%	0.0%	1.52%	0.78%	1.13%	0.0%	1.08%	0.82%	0.0%	0.0%	0.0%	0.78%	1.83%	0.49%	1.51%	0.0%					
22	"5. ""За Русь Святую"""	19	0	1	0	0	0	2	0	2	0	0	2	7	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0					
		0.25%	0.0%	0.21%	0.0%	0.0%	0.0%	0.50%	0.0%	0.40%	0.0%	0.0%	0.27%	0.43%	0.0%	0.0%	0.19%	0.0%	1.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.03%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	16	0	1	0	0	1	1	1	0	0	1	3	1	0	0	2	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	1					
		0.21%	0.0%	0.21%	0.0%	0.0%	0.84%	0.25%	1.56%	0.0%	0.0%	0.45%	0.41%	0.06%	0.0%	0.0%	0.39%	0.0%	0.0%	0.76%	0.0%	0.0%	0.57%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.04%					
24	"7. ""Новый курс - Автомобильная Россия"""	24	0	6	0	0	3	1	0	2	0	2	0	3	1	0	1	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0					
		0.31%	0.0%	1.27%	0.0%	0.0%	2.52%	0.25%	0.0%	0.40%	0.0%	0.90%	0.0%	0.18%	0.73%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	1.56%	0.72%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	13	0	2	0	0	3	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0					
		0.17%	0.0%	0.42%	0.0%	0.0%	2.52%	0.0%	0.0%	0.0%	0.0%	0.45%	0.13%	0.06%	0.0%	0.0%	0.0%	0.0%	1.78%	0.0%	0.0%	0.0%	0.0%	1.08%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.49%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	15	0	0	0	0	0	2	0	2	1	0	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0					
		0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.40%	0.79%	0.0%	0.13%	0.25%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.91%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1170	12	49	0	13	12	56	6	135	62	46	84	133	11	3	51	2	5	10	43	26	96	12	72	8	35	12	72	25	74	4	1					
		15.41%	17.64%	10.38%	0.0%	12.87%	10.08%	14.07%	9.37%	27.27%	49.20%	20.72%	11.52%	8.34%	8.08%	7.5%	10.11%	4.25%	8.92%	7.63%	33.59%	29.54%	27.66%	13.04%	19.88%	12.5%	25.54%	12.37%	14.06%	22.93%	36.81%	6.06%	2.04%					
28	"11. ""Истинные патриоты России"""	12	0	0	0	1	0	1	0	0	0	0	1	1	1	0	5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.15%	0.0%	0.0%	0.0%	0.99%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.13%	0.06%	0.73%	0.0%	0.99%	0.0%	1.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	130	0	8	3	3	1	7	0	5	7	3	11	30	4	0	6	0	0	4	3	5	11	0	4	1	0	0	9	2	2	1	0					
		1.71%	0.0%	1.69%	8.33%	2.97%	0.84%	1.75%	0.0%	1.01%	5.55%	1.35%	1.50%	1.88%	2.94%	0.0%	1.19%	0.0%	0.0%	3.05%	2.34%	5.68%	3.17%	0.0%	1.10%	1.56%	0.0%	0.0%	1.75%	1.83%	0.99%	1.51%	0.0%					
30	"13. ""Демократическая партия России"""	20	0	1	1	1	0	2	0	1	0	0	1	6	1	0	3	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0					
		0.26%	0.0%	0.21%	2.77%	0.99%	0.0%	0.50%	0.0%	0.20%	0.0%	0.0%	0.13%	0.37%	0.73%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.56%	0.0%	1.03%	0.19%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	1	0	0	0	0	1	0	0	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0					
