8	Число бюллетеней в стационарных ящиках для голосования	50979	799	455	246	360	62	187	64	346	752	458	610	1089	172	315	335	406	884	617	835	574	213	153	188	146	1406	751	956	862	61	116	165	947	529	175	165	204	1879	1195	928	1076	317	126	257	794	1193	1375	1452	1328	896	382	481	157	76	1025	294	1543	511	393	593	2297	70	431	167	590	179	1036	1149	626	673	226	704	512	1186	1032	901	1391	617	430	718	1042	128									
9	Число недействительных избирательных бюллетеней	418	6	4	0	4	0	0	0	13	10	14	5	0	0	0	5	5	8	6	0	5	6	0	4	0	18	0	10	12	0	0	1	0	0	0	11	2	0	9	2	11	0	0	1	4	20	1	25	11	41	1	2	0	0	0	1	14	0	0	5	24	0	0	0	0	0	4	23	5	5	2	2	4	8	14	8	15	2	3	0	2	0									
10	Число действительных избирательных бюллетеней	53591	912	519	265	414	72	250	79	377	843	464	634	1211	183	344	353	401	910	647	863	600	213	153	207	152	1427	789	993	903	73	125	164	959	578	185	154	202	1989	1267	991	1117	338	132	263	843	1186	1394	1458	1357	868	382	537	180	82	1082	323	1566	529	429	625	2330	96	446	175	647	191	1093	1190	710	738	236	768	575	1214	1071	943	1451	652	456	784	1127	142									
11	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																												
13	Бабурин Сергей Николаевич	220	7	4	2	0	0	0	0	3	10	0	3	1	1	0	2	4	5	1	3	1	2	0	0	1	5	3	4	2	0	0	0	1	1	0	2	0	10	8	6	3	1	0	0	5	4	2	9	10	4	0	2	0	2	3	0	6	2	0	1	13	0	0	0	0	0	9	4	4	2	1	2	8	7	9	5	4	2	1	0	2	1									
		0.41%	0.76%	0.76%	0.75%	0.00%	0.00%	0.00%	0.00%	0.77%	1.17%	0.00%	0.47%	0.08%	0.55%	0.00%	0.56%	0.99%	0.54%	0.15%	0.35%	0.17%	0.91%	0.00%	0.00%	0.66%	0.35%	0.38%	0.40%	0.22%	0.00%	0.00%	0.00%	0.10%	0.17%	0.00%	1.21%	0.00%	0.50%	0.63%	0.60%	0.27%	0.30%	0.00%	0.00%	0.59%	0.33%	0.14%	0.61%	0.73%	0.44%	0.00%	0.37%	0.00%	2.44%	0.28%	0.00%	0.38%	0.38%	0.00%	0.16%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.33%	0.56%	0.27%	0.42%	0.26%	1.38%	0.57%	0.83%	0.53%	0.27%	0.31%	0.22%	0.00%	0.18%	0.70%									
14	Грудинин Павел Николаевич	4315	108	68	11	27	1	8	7	4	88	21	53	43	10	10	22	22	83	55	82	60	9	11	14	12	139	78	97	94	3	6	3	5	5	2	9	2	137	130	84	94	14	7	6	36	167	152	129	200	72	24	41	20	6	61	13	127	22	13	44	230	4	30	14	3	7	126	52	58	76	9	29	82	100	185	123	114	45	24	71	53	9									
		7.99%	11.76%	13.00%	4.15%	6.46%	1.39%	3.20%	8.86%	1.03%	10.32%	4.39%	8.29%	3.55%	5.46%	2.91%	6.15%	5.42%	9.04%	8.42%	9.50%	9.92%	4.11%	7.19%	6.64%	7.89%	9.62%	9.89%	9.67%	10.27%	4.11%	4.80%	1.82%	0.52%	0.87%	1.08%	5.45%	0.98%	6.89%	10.19%	8.46%	8.33%	4.14%	5.30%	2.27%	4.25%	13.85%	10.90%	8.70%	14.62%	7.92%	6.27%	7.61%	11.11%	7.32%	5.64%	4.01%	8.04%	4.16%	3.03%	6.98%	9.77%	4.17%	6.73%	8.00%	0.46%	3.66%	11.49%	4.29%	8.11%	10.23%	3.78%	3.77%	14.16%	8.18%	17.05%	12.93%	7.78%	6.88%	5.23%	9.06%	4.69%	6.34%									
15	Жириновский Владимир Вольфович	2200	37	36	2	18	0	2	1	7	36	14	34	61	4	10	12	15	24	25	40	38	5	5	13	7	54	52	57	45	10	5	5	7	2	1	4	1	67	48	26	29	5	1	3	21	60	76	66	76	60	25	26	13	10	58	11	66	18	10	24	103	9	18	4	8	4	54	54	34	35	7	21	28	44	60	43	58	20	31	30	38	9									
		4.07%	4.03%	6.88%	0.75%	4.31%	0.00%	0.80%	1.27%	1.79%	4.22%	2.93%	5.32%	5.04%	2.19%	2.91%	3.35%	3.69%	2.61%	3.83%	4.63%	6.28%	2.28%	3.27%	6.16%	4.61%	3.74%	6.59%	5.68%	4.92%	13.70%	4.00%	3.03%	0.73%	0.35%	0.54%	2.42%	0.49%	3.37%	3.76%	2.62%	2.57%	1.48%	0.76%	1.14%	2.48%	4.98%	5.45%	4.45%	5.56%	6.60%	6.53%	4.82%	7.22%	12.20%	5.36%	3.40%	4.18%	3.40%	2.33%	3.81%	4.38%	9.38%	4.04%	2.29%	1.24%	2.09%	4.92%	4.45%	4.76%	4.71%	2.94%	2.73%	4.84%	3.60%	5.53%	4.52%	3.96%	3.06%	6.75%	3.83%	3.37%	6.34%									
16	Путин Владимир Владимирович	45942	751	407	249	366	71	239	71	353	695	420	531	1102	165	321	312	352	783	555	727	490	193	137	177	132	1198	640	814	742	56	114	152	942	567	182	139	199	1740	1057	865	985	315	122	251	775	927	1131	1217	1044	703	323	461	144	62	947	294	1341	477	403	548	1908	80	386	157	633	180	889	1044	595	611	217	711	444	1044	798	748	1240	579	389	667	1023	123									
		85.06%	81.81%	77.82%	93.96%	87.56%	98.61%	95.60%	89.87%	90.51%	81.48%	87.87%	83.10%	90.99%	90.16%	93.31%	87.15%	86.70%	85.29%	84.99%	84.24%	80.99%	88.13%	89.54%	83.89%	86.84%	82.91%	81.12%	81.16%	81.09%	76.71%	91.20%	92.12%	98.23%	98.10%	98.38%	84.24%	97.55%	87.48%	82.84%	87.11%	87.32%	93.20%	92.42%	95.08%	91.50%	76.87%	81.08%	82.06%	76.32%	77.34%	84.33%	85.53%	80.00%	75.61%	87.52%	90.74%	84.87%	90.17%	93.94%	86.98%	81.05%	83.33%	86.55%	89.71%	97.84%	94.24%	81.04%	86.07%	83.22%	82.23%	91.18%	92.34%	76.68%	85.43%	73.55%	78.65%	84.58%	88.53%	84.75%	85.08%	90.61%	86.62%									
17	Собчак Ксения Анатольевна	339	2	3	0	3	0	0	0	3	8	5	5	2	1	1	2	1	8	5	5	4	1	0	0	0	11	8	9	9	3	0	1	2	1	0	0	0	17	11	3	2	3	0	2	1	10	3	13	11	11	4	3	0	0	4	1	13	3	0	0	30	2	2	0	0	0	3	10	8	3	2	5	3	8	10	8	12	2	5	5	3	0									
		0.63%	0.22%	0.57%	0.00%	0.72%	0.00%	0.00%	0.00%	0.77%	0.94%	1.05%	0.78%	0.17%	0.55%	0.29%	0.56%	0.25%	0.87%	0.77%	0.58%	0.66%	0.46%	0.00%	0.00%	0.00%	0.76%	1.01%	0.90%	0.98%	4.11%	0.00%	0.61%	0.21%	0.17%	0.00%	0.00%	0.00%	0.85%	0.86%	0.30%	0.18%	0.89%	0.00%	0.76%	0.12%	0.83%	0.22%	0.88%	0.80%	1.21%	1.04%	0.56%	0.00%	0.00%	0.37%	0.31%	0.82%	0.57%	0.00%	0.00%	1.27%	2.08%	0.45%	0.00%	0.00%	0.00%	0.27%	0.82%	1.12%	0.40%	0.84%	0.65%	0.52%	0.65%	0.92%	0.84%	0.82%	0.31%	1.09%	0.64%	0.27%	0.00%									
18	Сурайкин Максим Александрович	249	6	1	1	0	0	1	0	1	2	0	4	1	0	2	2	4	0	3	2	3	2	0	0	0	6	5	6	6	1	0	1	1	1	0	0	0	4	5	3	2	0	2	1	4	6	0	9	9	9	4	4	3	2	3	1	5	5	3	3	18	0	7	0	0	0	3	10	4	9	0	0	5	9	3	7	10	3	3	6	3	0									
		0.46%	0.65%	0.19%	0.38%	0.00%	0.00%	0.40%	0.00%	0.26%	0.23%	0.00%	0.63%	0.08%	0.00%	0.58%	0.56%	0.99%	0.00%	0.46%	0.23%	0.50%	0.91%	0.00%	0.00%	0.00%	0.42%	0.63%	0.60%	0.66%	1.37%	0.00%	0.61%	0.10%	0.17%	0.00%	0.00%	0.00%	0.20%	0.39%	0.30%	0.18%	0.00%	1.52%	0.38%	0.47%	0.50%	0.00%	0.61%	0.66%	0.99%	1.04%	0.74%	1.67%	2.44%	0.28%	0.31%	0.32%	0.95%	0.70%	0.48%	0.76%	0.00%	1.57%	0.00%	0.00%	0.00%	0.27%	0.82%	0.56%	1.21%	0.00%	0.00%	0.86%	0.74%	0.28%	0.74%	0.68%	0.46%	0.65%	0.77%	0.27%	0.00%									
19	Титов Борис Юрьевич	167	0	0	0	0	0	0	0	5	4	4	3	1	1	0	0	1	3	0	1	3	1	0	2	0	8	1	2	4	0	0	1	0	0	0	0	0	12	3	2	0	0	0	0	1	8	4	6	2	4	1	0	0	0	3	1	4	1	0	5	16	0	3	0	0	0	6	9	5	1	0	0	3	2	3	6	7	1	1	1	1	0									
		0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	0.47%	0.84%	0.47%	0.08%	0.55%	0.00%	0.00%	0.25%	0.33%	0.00%	0.12%	0.50%	0.46%	0.00%	0.95%	0.00%	0.55%	0.13%	0.20%	0.44%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.24%	0.20%	0.00%	0.00%	0.00%	0.00%	0.12%	0.66%	0.29%	0.40%	0.15%	0.44%	0.26%	0.00%	0.00%	0.00%	0.28%	0.31%	0.25%	0.19%	0.00%	0.79%	0.68%	0.00%	0.67%	0.00%	0.00%	0.00%	0.55%	0.74%	0.70%	0.13%	0.00%	0.00%	0.52%	0.16%	0.28%	0.63%	0.48%	0.15%	0.22%	0.13%	0.09%	0.00%									
20	Явлинский Григорий Алексеевич	159	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	2	4	3	3	1	0	0	1	0	6	2	4	1	0	0	1	1	1	0	0	0	2	5	2	2	0	0	0	0	4	26	9	5	5	1	0	0	0	3	2	4	1	0	0	12	1	0	0	3	0	3	7	2	1	0	0	2	0	3	3	6	0	2	4	4	0									
		0.29%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.16%	0.00%	0.55%	0.00%	0.28%	0.49%	0.44%	0.46%	0.35%	0.17%	0.00%	0.00%	0.47%	0.00%	0.42%	0.25%	0.40%	0.11%	0.00%	0.00%	0.61%	0.10%	0.17%	0.00%	0.00%	0.00%	0.10%	0.39%	0.20%	0.18%	0.00%	0.00%	0.00%	0.00%	0.33%	1.86%	0.61%	0.37%	0.55%	0.26%	0.00%	0.00%	0.00%	0.28%	0.62%	0.25%	0.19%	0.00%	0.00%	0.51%	1.04%	0.00%	0.00%	0.46%	0.00%	0.27%	0.58%	0.28%	0.13%	0.00%	0.00%	0.35%	0.00%	0.28%	0.32%	0.41%	0.00%	0.44%	0.51%	0.35%	0.00%									
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
