Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Грачевская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454					
1	"Число избирателей, внесенных в список"	12148	533	94	102	601	1446	1615	2081	64	436	467	114	319	92	197	332	591	103	526	122	529	177	720	156	289	442					
2	Число полученных избирательных бюллетеней	12180	550	100	100	610	1380	1630	2072	61	430	480	115	330	93	200	330	600	103	530	121	530	180	730	160	295	450					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8047	476	94	92	382	748	941	1211	46	274	371	81	260	86	170	276	468	92	299	85	389	152	414	129	220	291					
5	"Число избирательных бюллетеней, выданных вне помещения"	611	0	0	0	41	85	50	52	10	66	26	7	18	0	0	5	0	0	63	23	0	0	102	0	27	36					
6	Число погашенных избирательных бюллетеней	3522	74	6	8	187	547	639	809	5	90	83	27	52	7	30	49	132	11	168	13	141	28	214	31	48	123					
7	Число избирательных бюллетеней в переносных ящиках	611	0	0	0	41	85	50	52	10	66	26	7	18	0	0	5	0	0	63	23	0	0	102	0	27	36					
8	Число бюллетеней в стационарных ящиках для голосования	8047	476	94	92	382	748	941	1211	46	274	371	81	260	86	170	276	468	92	299	85	389	152	414	129	220	291					
9	Число недействительных избирательных бюллетеней	78	9	1	0	1	9	8	13	0	2	4	1	1	2	5	0	6	0	5	0	0	0	8	3	0	0					
10	Число действительных избирательных бюллетеней	8580	467	93	92	422	824	983	1250	56	338	393	87	277	84	165	281	462	92	357	108	389	152	508	126	247	327					
11	Число полученных открепительных  удостоверений	400	20	5	5	20	40	50	68	2	15	15	5	10	5	6	10	20	4	20	4	20	6	20	5	10	15					
12	Число выданных открепительных удостоверений	115	7	0	0	1	5	15	23	0	5	12	0	8	0	4	2	5	0	3	0	4	1	3	1	3	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	25	0	0	2	0	5	3	5	0	0	2	0	0	0	1	1	2	0	0	0	0	0	3	0	0	1					
14	Число неиспользованных открепительных удостоверений	285	13	5	5	19	35	35	45	2	10	3	5	2	5	2	8	15	4	17	4	16	5	17	4	7	2					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	310	21	2	0	14	35	48	62	0	24	19	1	9	0	2	7	19	0	11	2	7	1	16	4	5	1					
		3.58%	4.41%	2.13%	0.00%	3.31%	4.20%	4.84%	4.91%	0.00%	7.06%	4.79%	1.14%	3.24%	0.00%	1.18%	2.49%	4.06%	0.00%	3.04%	1.85%	1.80%	0.66%	3.10%	3.10%	2.02%	0.31%					
19	. Малышкин Олег Александрович	347	19	3	12	6	31	40	44	5	26	18	4	9	2	20	6	26	16	6	6	4	2	24	5	10	3					
		4.01%	3.99%	3.19%	13.04%	1.42%	3.72%	4.04%	3.48%	8.93%	7.65%	4.53%	4.55%	3.24%	2.33%	11.76%	2.14%	5.56%	17.39%	1.66%	5.56%	1.03%	1.32%	4.65%	3.88%	4.05%	0.92%					
20	. Миронов Сергей Михайлович	79	3	0	0	5	7	10	7	1	3	6	0	1	1	3	0	4	0	10	0	3	0	4	3	5	3					
		0.91%	0.63%	0.00%	0.00%	1.18%	0.84%	1.01%	0.55%	1.79%	0.88%	1.51%	0.00%	0.36%	1.16%	1.76%	0.00%	0.85%	0.00%	2.76%	0.00%	0.77%	0.00%	0.78%	2.33%	2.02%	0.92%					
21	. Путин Владимир Владимирович	4314	150	47	70	215	358	485	580	40	153	250	63	176	61	101	133	240	58	203	77	199	60	241	63	96	195					
		49.83%	31.51%	50.00%	76.09%	50.83%	42.98%	48.94%	45.92%	71.43%	45.00%	62.97%	71.59%	63.31%	70.93%	59.41%	47.33%	51.28%	63.04%	56.08%	71.30%	51.16%	39.47%	46.71%	48.84%	38.87%	59.63%					
22	. Хакамада Ирина Муцуовна	163	7	0	1	7	23	17	27	0	3	9	4	11	2	2	4	16	0	6	2	3	3	8	1	1	6					
		1.88%	1.47%	0.00%	1.09%	1.65%	2.76%	1.72%	2.14%	0.00%	0.88%	2.27%	4.55%	3.96%	2.33%	1.18%	1.42%	3.42%	0.00%	1.66%	1.85%	0.77%	1.97%	1.55%	0.78%	0.40%	1.83%					
23	. Харитонов Николай Михайлович	3182	264	41	7	172	350	347	483	10	121	83	15	63	18	36	126	143	15	115	21	170	84	212	46	127	113					
		36.75%	55.46%	43.62%	7.61%	40.66%	42.02%	35.02%	38.24%	17.86%	35.59%	20.91%	17.05%	22.66%	20.93%	21.18%	44.84%	30.56%	16.30%	31.77%	19.44%	43.70%	55.26%	41.09%	35.66%	51.42%	34.56%					
																																
24	Против всех	185	3	0	2	3	20	36	47	0	8	8	0	8	0	1	5	14	3	6	0	3	2	3	4	3	6					
		2.14%	0.63%	0.00%	2.17%	0.71%	2.40%	3.63%	3.72%	0.00%	2.35%	2.02%	0.00%	2.88%	0.00%	0.59%	1.78%	2.99%	3.26%	1.66%	0.00%	0.77%	1.32%	0.58%	3.10%	1.21%	1.83%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
