Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Верховажская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190					
1	"Число избирателей, внесенных в список избирателей"	11726	1621	1266	1158	450	548	189	98	254	165	189	441	392	256	137	441	103	108	697	230	110	116	237	319	935	123	444	323	376					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12150	1600	1300	1180	450	570	200	100	330	180	200	440	420	270	130	440	110	150	720	230	120	120	260	330	980	130	460	340	390					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6318	890	658	597	214	275	110	65	203	98	103	228	228	136	90	210	69	66	350	109	70	74	151	165	484	50	233	194	198					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1419	116	77	72	26	97	16	12	51	21	25	88	58	39	18	75	11	42	113	50	11	10	23	70	82	34	52	39	91					
6	Число погашенных избирательных бюллетеней	4413	594	565	511	210	198	74	23	76	61	72	124	134	95	22	155	30	42	257	71	39	36	86	95	414	46	175	107	101					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1419	116	77	72	26	97	16	12	51	21	25	88	58	39	18	75	11	42	113	50	11	10	23	70	82	34	52	39	91					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6318	890	658	597	214	275	110	65	203	98	103	228	228	136	90	210	69	66	350	109	70	74	151	165	484	50	233	194	198					
9	Число недействительных избирательных бюллетеней	109	20	7	17	2	3	2	1	6	3	0	4	5	1	1	5	1	0	9	1	0	6	1	1	1	0	4	3	5					
10	Число действительных избирательных бюллетеней	7628	986	728	652	238	369	124	76	248	116	128	312	281	174	107	280	79	108	454	158	81	78	173	234	565	84	281	230	284					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	625	60	60	19	15	38	16	12	15	14	20	25	40	15	10	15	12	8	30	17	15	10	21	26	32	10	20	20	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	540	60	52	19	15	38	16	12	15	14	20	18	27	7	3	15	12	4	21	17	10	10	21	26	32	7	16	15	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	199	31	11	17	13	4	3	6	7	3	4	6	8	8	2	19	5	3	8	3	3	1	3	5	9	1	6	4	6					
14	Число погашенных неиспользованных открепительных удостоверений	85	0	8	0	0	0	0	0	0	0	0	7	13	8	7	0	0	4	9	0	5	0	0	0	0	3	4	5	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	7	0	4	1	0	0	0	1	0	0	0	2	5	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1508	282	192	216	44	45	24	6	33	18	17	43	32	25	11	55	5	9	58	21	7	16	25	33	133	17	43	52	46					
		19.49%	28.03%	26.12%	32.29%	18.33%	12.10%	19.05%	7.79%	12.99%	15.13%	13.28%	13.61%	11.19%	14.29%	10.19%	19.30%	6.25%	8.33%	12.53%	13.21%	8.64%	19.05%	14.37%	14.04%	23.50%	20.24%	15.09%	22.32%	15.92%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1063	124	94	66	23	41	12	9	48	22	15	63	40	22	11	46	26	17	47	16	11	9	15	41	88	15	52	51	39					
		13.74%	12.33%	12.79%	9.87%	9.58%	11.02%	9.52%	11.69%	18.90%	18.49%	11.72%	19.94%	13.99%	12.57%	10.19%	16.14%	32.50%	15.74%	10.15%	10.06%	13.58%	10.71%	8.62%	17.45%	15.55%	17.86%	18.25%	21.89%	13.49%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	90	17	8	7	2	2	0	2	5	1	0	2	8	1	1	4	2	0	4	1	1	1	1	1	7	2	2	3	5					
		1.16%	1.69%	1.09%	1.05%	0.83%	0.54%	0.00%	2.60%	1.97%	0.84%	0.00%	0.63%	2.80%	0.57%	0.93%	1.40%	2.50%	0.00%	0.86%	0.63%	1.23%	1.19%	0.57%	0.43%	1.24%	2.38%	0.70%	1.29%	1.73%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1187	181	136	111	37	30	29	6	59	24	21	50	42	23	6	34	13	14	69	17	16	12	36	16	92	9	39	23	42					
		15.34%	17.99%	18.50%	16.59%	15.42%	8.06%	23.02%	7.79%	23.23%	20.17%	16.41%	15.82%	14.69%	13.14%	5.56%	11.93%	16.25%	12.96%	14.90%	10.69%	19.75%	14.29%	20.69%	6.81%	16.25%	10.71%	13.68%	9.87%	14.53%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	119	22	21	9	4	1	0	0	0	1	3	4	2	1	2	3	2	4	6	5	0	2	5	3	15	0	1	2	1					
		1.54%	2.19%	2.86%	1.35%	1.67%	0.27%	0.00%	0.00%	0.00%	0.84%	2.34%	1.27%	0.70%	0.57%	1.85%	1.05%	2.50%	3.70%	1.30%	3.14%	0.00%	2.38%	2.87%	1.28%	2.65%	0.00%	0.35%	0.86%	0.35%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3605	344	269	239	127	249	58	52	102	46	72	147	156	101	75	137	31	62	267	98	46	38	91	138	226	41	143	99	151					
