Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Александровская городская																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127					
1	"Число избирателей, внесенных в список"	27561	632	723	528	493	2140	1647	2104	2122	2128	682	2017	1854	2345	1636	199	1605	869	264	1572	222	177	524	361	75	146	412	84					
2	Число полученных избирательных бюллетеней	28125	650	750	550	450	2100	1600	2100	2200	2200	700	2000	1800	2400	1700	200	1750	850	280	1650	240	170	550	380	75	160	500	120					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15417	317	355	229	231	1320	916	1310	1263	1257	288	1148	1074	1254	641	112	825	419	176	878	148	145	362	239	71	109	264	66					
5	"Число избирательных бюллетеней, выданных вне помещения"	1840	98	83	102	33	61	180	56	50	102	54	52	102	141	136	30	203	80	13	73	28	0	75	35	0	21	18	14					
6	Число погашенных избирательных бюллетеней	10866	235	312	219	186	719	504	734	887	841	358	800	624	1003	923	58	722	351	91	699	64	25	113	106	4	30	218	40					
7	Число избирательных бюллетеней в переносных ящиках	1839	98	83	102	33	61	179	56	50	102	54	52	102	141	136	30	203	80	13	73	28	0	75	35	0	21	18	14					
8	Число бюллетеней в стационарных ящиках для голосования	15416	317	355	229	231	1320	916	1310	1263	1257	288	1148	1073	1254	641	112	825	419	176	878	148	145	362	239	71	109	264	66					
9	Число недействительных избирательных бюллетеней	153	5	8	4	3	15	8	7	14	21	4	10	19	8	5	1	7	0	3	2	1	0	5	1	0	0	1	1					
10	Число действительных избирательных бюллетеней	17102	410	430	327	261	1366	1087	1359	1299	1338	338	1190	1156	1387	772	141	1021	499	186	949	175	145	432	273	71	130	281	79					
11	Число полученных открепительных  удостоверений	710	20	20	60	30	50	50	30	50	30	50	50	50	30	20	20	30	20	10	20	10	5	10	10	5	10	10	10					
12	Число выданных открепительных удостоверений	314	2	7	29	5	28	13	20	33	30	1	16	10	20	5	1	21	16	5	19	2	1	8	2	0	9	7	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	185	1	2	3	3	10	26	5	10	7	4	11	8	9	8	2	16	10	2	11	4	4	14	2	1	7	4	1					
14	Число неиспользованных открепительных удостоверений	396	18	13	31	25	22	37	10	17	0	49	34	40	10	15	19	9	4	5	1	8	4	2	8	5	1	3	6					
15	"Число открепительных удостоверений, выданных в ТИК"	13	0	0	2	0	1	1	4	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																		
18	. Глазьев Сергей Юрьевич	617	8	13	8	7	37	32	60	42	31	12	72	51	69	28	4	35	28	9	37	1	3	10	3	2	2	10	3					
		3.58%	1.93%	2.97%	2.42%	2.65%	2.68%	2.92%	4.39%	3.20%	2.28%	3.51%	6.00%	4.34%	4.95%	3.60%	2.82%	3.40%	5.61%	4.76%	3.89%	0.57%	2.07%	2.29%	1.09%	2.82%	1.54%	3.55%	3.75%					
19	. Малышкин Олег Александрович	804	20	16	19	11	70	45	57	71	66	28	57	54	93	39	8	19	13	5	38	18	2	28	7	6	4	9	1					
		4.66%	4.82%	3.65%	5.74%	4.17%	5.07%	4.11%	4.17%	5.41%	4.86%	8.19%	4.75%	4.60%	6.67%	5.02%	5.63%	1.85%	2.61%	2.65%	4.00%	10.23%	1.38%	6.41%	2.55%	8.45%	3.08%	3.19%	1.25%					
20	. Миронов Сергей Михайлович	193	7	5	7	1	17	14	20	29	17	3	15	8	9	0	0	8	7	0	10	3	0	4	5	0	2	2	0					
		1.12%	1.69%	1.14%	2.11%	0.38%	1.23%	1.28%	1.46%	2.21%	1.25%	0.88%	1.25%	0.68%	0.65%	0.00%	0.00%	0.78%	1.40%	0.00%	1.05%	1.70%	0.00%	0.92%	1.82%	0.00%	1.54%	0.71%	0.00%					
21	. Путин Владимир Владимирович	11790	270	311	222	192	862	685	897	833	923	240	803	830	950	578	107	719	312	147	693	118	122	308	216	49	113	225	65					
		68.33%	65.06%	71.00%	67.07%	72.73%	62.42%	62.56%	65.67%	63.44%	67.92%	70.18%	66.92%	70.64%	68.10%	74.39%	75.35%	69.94%	62.53%	77.78%	72.87%	67.05%	84.14%	70.48%	78.83%	69.01%	86.92%	79.79%	81.25%					
22	. Хакамада Ирина Муцуовна	591	9	12	7	14	59	43	49	48	47	8	56	46	49	25	2	24	10	11	31	5	5	9	6	2	2	11	1					
		3.43%	2.17%	2.74%	2.11%	5.30%	4.27%	3.93%	3.59%	3.66%	3.46%	2.34%	4.67%	3.91%	3.51%	3.22%	1.41%	2.33%	2.00%	5.82%	3.26%	2.84%	3.45%	2.06%	2.19%	2.82%	1.54%	3.90%	1.25%					
23	. Харитонов Николай Михайлович	2366	78	60	54	27	250	207	216	202	198	37	116	117	142	79	16	174	108	12	103	23	8	66	31	11	5	22	4					
		13.71%	18.80%	13.70%	16.31%	10.23%	18.10%	18.90%	15.81%	15.38%	14.57%	10.82%	9.67%	9.96%	10.18%	10.17%	11.27%	16.93%	21.64%	6.35%	10.83%	13.07%	5.52%	15.10%	11.31%	15.49%	3.85%	7.80%	5.00%					
																																		
24	Против всех	741	18	13	10	9	71	61	60	74	56	10	71	50	75	23	4	42	21	2	37	7	5	7	5	1	2	2	5					
		4.29%	4.34%	2.97%	3.02%	3.41%	5.14%	5.57%	4.39%	5.64%	4.12%	2.92%	5.92%	4.26%	5.38%	2.96%	2.82%	4.09%	4.21%	1.06%	3.89%	3.98%	3.45%	1.60%	1.82%	1.41%	1.54%	0.71%	6.25%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
