Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Балтачевская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191					
1	"Число избирателей, внесенных в списки избирателей"	16621	356	280	212	240	287	145	155	223	406	121	82	544	163	409	196	160	198	363	337	166	439	249	251	125	342	127	139	1171	1326	1351	417	242	179	293	124	741	125	130	465	336	282	192	302	344	245	139	120	131	501	315	198	237					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17225	371	305	212	248	286	145	156	233	411	128	94	544	168	433	212	183	208	376	364	170	456	268	261	126	365	130	147	1160	1344	1384	422	251	182	312	127	743	123	150	495	351	287	208	335	360	264	154	128	134	515	327	212	257					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15582	328	261	190	214	272	142	143	211	386	114	77	508	123	379	182	153	187	330	317	145	398	237	241	123	321	125	136	1118	1232	1286	397	214	163	274	118	683	123	130	412	313	281	173	284	331	223	128	108	128	486	303	197	234					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	680	10	13	11	19	12	0	10	3	18	7	5	30	25	29	8	4	2	24	18	18	33	4	4	0	11	0	3	42	43	23	8	21	8	15	4	51	0	0	50	15	0	11	10	9	16	8	7	0	11	7	0	0					
6	Число погашенных избирательных бюллетеней	963	33	31	11	15	2	3	3	19	7	7	12	6	20	25	22	26	19	22	29	7	25	27	16	3	33	5	8	0	69	75	17	16	11	23	5	9	0	20	33	23	6	24	41	20	25	18	13	6	18	17	15	23					
7	Число избирательных бюллетеней в переносных ящиках для голосования	680	10	13	11	19	12	0	10	3	18	7	5	30	25	29	8	4	2	24	18	18	33	4	4	0	11	0	3	42	43	23	8	21	8	15	4	51	0	0	50	15	0	11	10	9	16	8	7	0	11	7	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15582	328	261	190	214	272	142	143	211	386	114	77	508	123	379	182	153	187	330	317	145	398	237	241	123	321	125	136	1118	1232	1286	397	214	163	274	118	683	123	130	412	313	281	173	284	331	223	128	108	128	486	303	197	234					
9	Число недействительных избирательных бюллетеней	314	0	1	3	0	3	0	0	2	26	4	2	2	0	0	0	1	3	27	9	3	0	0	0	0	0	0	0	5	1	183	2	1	1	0	0	10	4	3	0	2	0	0	1	0	5	10	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	15948	338	273	198	233	281	142	153	212	378	117	80	536	148	408	190	156	186	327	326	160	431	241	245	123	332	125	139	1155	1274	1126	403	234	170	289	122	724	119	127	462	326	281	184	293	340	234	126	115	128	497	310	197	234					
