Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Похвистневская городская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110					
1	"Число избирателей, внесенных в списки избирателей"	21347	1684	2384	1333	2294	1703	2485	1786	1771	1639	1534	1239	684	811					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21800	1650	2400	1400	2300	1750	2600	1800	1800	1700	1600	1300	700	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13253	867	1537	835	1431	1020	1642	1065	1095	1050	936	686	491	598					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1298	168	127	62	54	106	95	124	76	105	86	122	114	59					
6	Число погашенных избирательных бюллетеней	7249	615	736	503	815	624	863	611	629	545	578	492	95	143					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1298	168	127	62	54	106	95	124	76	105	86	122	114	59					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13250	867	1537	835	1431	1018	1642	1065	1095	1050	935	686	491	598					
9	Число недействительных избирательных бюллетеней	152	18	26	11	8	9	21	13	12	8	6	8	0	12					
10	Число действительных избирательных бюллетеней	14396	1017	1638	886	1477	1115	1716	1176	1159	1147	1015	800	605	645					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	695	45	80	60	90	60	70	55	55	55	40	35	30	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	680	42	80	60	83	55	70	55	55	55	40	35	30	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	208	10	29	17	29	12	21	19	10	11	13	9	14	14					
14	Число погашенных неиспользованных открепительных удостоверений	15	3	0	0	7	5	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	1	0	2	1	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	321	20	31	27	41	25	29	25	20	23	28	20	21	11					
		2.21%	1.93%	1.86%	3.01%	2.76%	2.22%	1.67%	2.10%	1.71%	1.99%	2.74%	2.48%	3.47%	1.67%					
19	2.Всероссийская политическая партия «Гражданская Сила»	120	8	12	7	12	11	18	8	11	8	13	4	6	2					
		0.82%	0.77%	0.72%	0.78%	0.81%	0.98%	1.04%	0.67%	0.94%	0.69%	1.27%	0.50%	0.99%	0.30%					
20	3.Политическая партия «Демократическая партия России»	19	1	4	1	2	1	1	0	2	3	0	3	0	1					
		0.13%	0.10%	0.24%	0.11%	0.13%	0.09%	0.06%	0.00%	0.17%	0.26%	0.00%	0.37%	0.00%	0.15%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2131	174	286	150	205	156	228	160	175	161	153	122	43	118					
		14.65%	16.81%	17.19%	16.72%	13.80%	13.88%	13.13%	13.46%	14.94%	13.94%	14.99%	15.10%	7.11%	17.96%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	132	7	16	12	17	16	7	14	8	16	4	9	5	1					
		0.91%	0.68%	0.96%	1.34%	1.14%	1.42%	0.40%	1.18%	0.68%	1.39%	0.39%	1.11%	0.83%	0.15%					
23	6.Политическая партия «Партия социальной справедливости»	33	2	3	2	5	3	7	3	1	3	1	2	1	0					
		0.23%	0.19%	0.18%	0.22%	0.34%	0.27%	0.40%	0.25%	0.09%	0.26%	0.10%	0.25%	0.17%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1438	108	121	96	141	110	231	123	108	105	90	86	77	42					
		9.88%	10.43%	7.27%	10.70%	9.49%	9.79%	13.30%	10.34%	9.22%	9.09%	8.81%	10.64%	12.73%	6.39%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1248	71	176	80	140	98	125	106	108	92	93	58	48	53					
		8.58%	6.86%	10.58%	8.92%	9.43%	8.72%	7.20%	8.92%	9.22%	7.97%	9.11%	7.18%	7.93%	8.07%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	123	10	18	9	13	10	9	11	10	6	5	10	6	6					
		0.85%	0.97%	1.08%	1.00%	0.88%	0.89%	0.52%	0.93%	0.85%	0.52%	0.49%	1.24%	0.99%	0.91%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8773	613	965	493	891	680	1053	722	715	725	626	484	396	410					
		60.30%	59.23%	57.99%	54.96%	60.00%	60.50%	60.62%	60.72%	61.06%	62.77%	61.31%	59.90%	65.45%	62.40%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	58	3	6	9	10	5	8	4	1	5	2	2	2	1					
		0.40%	0.29%	0.36%	1.00%	0.67%	0.44%	0.46%	0.34%	0.09%	0.43%	0.20%	0.25%	0.33%	0.15%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
