Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Чертковская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №2453	УИК №2454					
1	"Число избирателей, внесенных в списки"	30356	950	849	984	911	782	1054	375	1330	955	960	1136	405	230	523	260	272	575	120	797	677	991	804	321	869	728	775	701	1218	656	586	343	1256	600	807	546	815	961	532	698	490	166	699	649					
2	"Число бюллетеней, полученных участковыми комиссиями"	29825	900	800	950	900	750	1000	370	1300	900	950	1100	400	220	520	260	270	550	120	800	680	980	800	320	860	700	790	700	1200	650	580	338	1270	610	800	530	800	960	530	690	497	160	700	620					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17893	499	435	468	425	428	542	232	612	500	459	559	239	187	345	173	174	344	98	606	480	793	531	248	588	466	400	381	810	423	441	326	644	296	541	292	537	578	328	388	255	121	375	326					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2637	36	13	40	53	30	40	21	92	25	43	177	63	13	61	37	20	67	2	29	4	17	41	0	72	63	71	119	141	54	11	5	76	136	76	100	68	107	97	175	154	19	55	114					
6	Число погашенных бюллетеней	9295	365	352	442	422	292	418	117	596	375	448	364	98	20	114	50	76	139	20	165	196	170	228	72	200	171	319	200	249	173	128	7	550	178	183	138	195	275	105	127	88	20	270	180					
7	Число бюллетеней в переносных ящиках для голосования	2637	36	13	40	53	30	40	21	92	25	43	177	63	13	61	37	20	67	2	29	4	17	41	0	72	63	71	119	141	54	11	5	76	136	76	100	68	107	97	175	154	19	55	114					
8	Число бюллетеней в стационарных ящиках для голосования	17889	499	435	468	425	428	542	232	612	500	459	558	239	187	345	173	174	344	98	606	480	793	531	248	588	466	400	381	810	423	441	326	644	296	541	292	537	578	328	388	255	121	372	326					
9	Число недействительных бюллетеней	342	8	3	7	9	7	4	3	16	0	2	1	4	2	2	0	0	12	0	6	11	79	78	0	4	0	14	2	5	4	9	6	9	8	1	1	2	8	2	1	3	0	0	9					
10	Число действительных бюллетеней	20184	527	445	501	469	451	578	250	688	525	500	734	298	198	404	210	194	399	100	629	473	731	494	248	656	529	457	498	946	473	443	325	711	424	616	391	603	677	423	562	406	140	427	431					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	415	15	15	15	15	10	15	5	20	12	12	10	9	4	5	5	5	7	2	10	8	10	10	5	10	10	10	10	15	10	8	5	15	10	10	10	10	12	5	10	8	3	10	10					
