Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
"Наименование Избирательной комиссии:    Киров, Нововятская"																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421					
1	"Число избирателей, внесенных в списки"	37048	1024	826	112	1746	2458	1756	2844	2248	2606	2292	1865	2231	2126	2536	2429	1952	1940	1897	2160					
2	"Число бюллетеней, полученных участковыми комиссиями"	35110	1000	800	110	1700	2400	1600	2700	2100	2500	2100	1700	2300	2000	2400	2300	1800	1800	1800	2000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	21061	399	398	89	1045	1427	876	1670	1461	1580	1373	845	1445	1086	1479	1446	1088	1044	1095	1215					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	437	83	49	5	9	29	26	11	15	18	23	38	19	39	14	24	7	9	10	9					
6	Число погашенных бюллетеней	13612	518	353	16	646	944	698	1019	624	902	704	817	836	875	907	830	705	747	695	776					
7	Число бюллетеней в переносных ящиках для голосования	437	83	49	5	9	29	26	11	15	18	23	38	19	39	14	24	7	9	10	9					
8	Число бюллетеней в стационарных ящиках для голосования	20980	396	398	89	1045	1426	876	1667	1460	1580	1320	845	1440	1081	1478	1443	1088	1044	1089	1215					
9	Число недействительных бюллетеней	331	13	4	0	14	28	23	31	27	12	25	20	24	12	23	21	7	19	3	25					
10	Число действительных бюллетеней	21086	466	443	94	1040	1427	879	1647	1448	1586	1318	863	1435	1108	1469	1446	1088	1034	1096	1199					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	270	15	15	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	172	1	5	0	15	15	5	5	15	11	13	7	12	11	12	8	9	11	7	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	115	2	5	6	4	5	4	11	7	11	3	3	9	7	5	11	4	5	3	10					
14	Число погашенных открепительных удостоверений	98	14	10	0	0	0	10	10	0	4	2	8	3	4	3	7	6	4	8	5					
15	Число открепительных удостоверений выданных ТИК	15	0	0	0	0	2	1	2	0	1	2	0	0	1	1	2	0	0	0	3					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	268	7	6	2	12	20	12	21	14	16	12	7	17	7	20	11	18	29	16	21					
		1.25%	1.46%	1.34%	2.12%	1.13%	1.37%	1.33%	1.25%	0.94%	1.00%	0.89%	0.79%	1.16%	0.62%	1.34%	0.74%	1.64%	2.75%	1.45%	1.71%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	969	18	14	6	30	54	35	88	60	74	72	28	86	45	68	57	65	61	52	56					
		4.52%	3.75%	3.13%	6.38%	2.84%	3.71%	3.88%	5.24%	4.06%	4.63%	5.36%	3.17%	5.89%	4.01%	4.55%	3.88%	5.93%	5.79%	4.73%	4.57%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	890	35	29	9	42	70	39	61	77	47	64	36	43	47	58	42	36	55	53	47					
		4.15%	7.30%	6.48%	9.57%	3.98%	4.81%	4.32%	3.63%	5.22%	2.94%	4.76%	4.07%	2.94%	4.19%	3.88%	2.86%	3.28%	5.22%	4.82%	3.83%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	853	10	14	3	41	58	40	60	55	66	51	18	67	34	53	66	53	54	39	71					
		3.98%	2.08%	3.13%	3.19%	3.88%	3.98%	4.43%	3.57%	3.72%	4.13%	3.79%	2.03%	4.59%	3.03%	3.55%	4.49%	4.84%	5.12%	3.54%	5.80%					
22	"5. ""За Русь Святую"""	137	3	0	0	10	7	4	4	19	12	5	4	5	5	13	13	6	12	6	9					
		0.63%	0.62%	0.0%	0.0%	0.94%	0.48%	0.44%	0.23%	1.28%	0.75%	0.37%	0.45%	0.34%	0.44%	0.87%	0.88%	0.54%	1.13%	0.54%	0.73%					
23	"6. ""Объединенная Российская партия ""Русь"""	51	2	3	0	2	2	4	0	3	4	5	6	2	2	2	6	4	1	2	1					
		0.23%	0.41%	0.67%	0.0%	0.18%	0.13%	0.44%	0.0%	0.20%	0.25%	0.37%	0.67%	0.13%	0.17%	0.13%	0.40%	0.36%	0.09%	0.18%	0.08%					
24	"7. ""Новый курс - Автомобильная Россия"""	247	5	7	5	14	24	7	24	16	17	9	7	15	9	20	14	15	17	7	15					
		1.15%	1.04%	1.56%	5.31%	1.32%	1.64%	0.77%	1.43%	1.08%	1.06%	0.67%	0.79%	1.02%	0.80%	1.34%	0.95%	1.36%	1.61%	0.63%	1.22%					
25	"8. ""Народно-республиканская партия России"""	28	4	1	0	3	3	1	0	0	1	1	0	3	1	1	1	0	1	5	2					
		0.13%	0.83%	0.22%	0.0%	0.28%	0.20%	0.11%	0.0%	0.0%	0.06%	0.07%	0.0%	0.20%	0.08%	0.06%	0.06%	0.0%	0.09%	0.45%	0.16%					
26	"9. ""Российская экологическая партия ""Зеленые"""	124	4	2	0	10	6	6	6	10	5	10	7	6	1	11	10	7	7	9	7					
		0.57%	0.83%	0.44%	0.0%	0.94%	0.41%	0.66%	0.35%	0.67%	0.31%	0.74%	0.79%	0.41%	0.08%	0.73%	0.68%	0.63%	0.66%	0.81%	0.57%					
27	"10. ""Аграрная партия России"""	720	17	11	4	35	60	28	52	54	44	48	33	69	31	50	38	39	35	30	42					
		3.36%	3.54%	2.46%	4.25%	3.32%	4.12%	3.10%	3.09%	3.66%	2.75%	3.57%	3.73%	4.72%	2.76%	3.35%	2.59%	3.56%	3.32%	2.72%	3.43%					
28	"11. ""Истинные патриоты России"""	14	0	0	0	1	0	0	2	0	0	0	1	2	0	1	0	5	0	1	1					
		0.06%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.11%	0.13%	0.0%	0.06%	0.0%	0.45%	0.0%	0.09%	0.08%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	275	3	9	3	15	26	6	27	17	18	24	16	4	25	10	10	18	16	12	16					
		1.28%	0.62%	2.01%	3.19%	1.42%	1.78%	0.66%	1.60%	1.15%	1.12%	1.78%	1.81%	0.27%	2.23%	0.67%	0.68%	1.64%	1.51%	1.09%	1.30%					
30	"13. ""Демократическая партия России"""	64	0	2	0	3	3	0	4	5	8	6	4	0	6	5	4	4	5	2	3					
		0.29%	0.0%	0.44%	0.0%	0.28%	0.20%	0.0%	0.23%	0.33%	0.50%	0.44%	0.45%	0.0%	0.53%	0.33%	0.27%	0.36%	0.47%	0.18%	0.24%					
31	"14. ""Великая Россия - Евразийский Союз"""	45	2	2	0	2	6	4	3	4	1	8	1	1	1	3	1	3	1	2	0					
		0.21%	0.41%	0.44%	0.0%	0.18%	0.41%	0.44%	0.17%	0.27%	0.06%	0.59%	0.11%	0.06%	0.08%	0.20%	0.06%	0.27%	0.09%	0.18%	0.0%					
32	"15. ""Партия СЛОН"""	32	0	1	0	0	4	3	1	0	2	6	2	0	0	4	6	1	1	1	0					
		0.14%	0.0%	0.22%	0.0%	0.0%	0.27%	0.33%	0.05%	0.0%	0.12%	0.44%	0.22%	0.0%	0.0%	0.26%	0.40%	0.09%	0.09%	0.09%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1763	35	37	6	98	106	63	130	130	114	141	51	110	80	120	125	110	92	103	112					
		8.23%	7.30%	8.27%	6.38%	9.29%	7.28%	6.98%	7.74%	8.81%	7.13%	10.49%	5.77%	7.53%	7.14%	8.04%	8.52%	10.04%	8.73%	9.37%	9.15%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	45	1	0	0	3	6	1	5	3	4	1	1	0	1	6	5	2	2	0	4					
		0.21%	0.20%	0.0%	0.0%	0.28%	0.41%	0.11%	0.29%	0.20%	0.25%	0.07%	0.11%	0.0%	0.08%	0.40%	0.34%	0.18%	0.18%	0.0%	0.32%					
35	"18. ""ЛДПР"""	3747	95	69	11	146	212	170	307	201	276	169	166	302	196	275	308	209	174	213	248					
		17.49%	19.83%	15.43%	11.70%	13.85%	14.57%	18.84%	18.29%	13.62%	17.27%	12.58%	18.79%	20.69%	17.5%	18.43%	20.99%	19.08%	16.52%	19.38%	20.26%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	663	11	21	2	30	34	24	46	46	59	48	33	55	42	50	56	23	24	28	31					
		3.09%	2.29%	4.69%	2.12%	2.84%	2.33%	2.66%	2.74%	3.11%	3.69%	3.57%	3.73%	3.76%	3.74%	3.35%	3.81%	2.10%	2.27%	2.54%	2.53%					
37	"20. ""Политическая партия ""Единая Россия"""	6713	138	144	18	331	472	291	518	453	546	390	306	414	379	479	476	314	304	366	374					
		31.34%	28.81%	32.21%	19.14%	31.40%	32.43%	32.26%	30.87%	30.71%	34.16%	29.03%	34.65%	28.37%	33.83%	32.10%	32.44%	28.67%	28.86%	33.30%	30.55%					
38	"21. ""Российская Конституционно-демократическая партия"""	34	5	1	0	2	2	1	4	0	4	2	1	0	4	2	2	0	0	2	2					
