Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Нейская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440					
1	"Число избирателей, внесенных в списки избирателей"	13631	708	205	80	224	365	578	62	133	395	180	253	704	210	223	613	162	1506	1446	1294	1513	1200	441	327	809					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12171	600	212	83	215	380	590	53	131	388	178	249	721	224	228	609	166	1250	1230	1100	1240	1008	376	260	680					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7697	516	154	50	137	191	380	42	83	281	113	143	414	140	152	398	103	750	727	689	821	591	231	194	397					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	725	11	9	10	19	58	39	3	9	12	21	35	78	27	13	41	12	48	52	29	52	51	23	21	52					
6	Число погашенных избирательных бюллетеней	3749	73	49	23	59	131	171	8	39	95	44	71	229	57	63	170	51	452	451	382	367	366	122	45	231					
7	Число избирательных бюллетеней в переносных ящиках для голосования	725	11	9	10	19	58	39	3	9	12	21	35	78	27	13	41	12	48	52	29	52	51	23	21	52					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7697	516	154	50	137	191	380	42	83	281	113	143	414	140	152	398	103	750	727	689	821	591	231	194	397					
9	Число недействительных избирательных бюллетеней	58	3	1	0	2	1	8	0	2	5	1	0	2	2	1	2	1	6	2	6	4	5	1	2	1					
10	Число действительных избирательных бюллетеней	8364	524	162	60	154	248	411	45	90	288	133	178	490	165	164	437	114	792	777	712	869	637	253	213	448					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	146	9	4	3	4	7	10	3	4	4	3	4	19	5	6	5	3	8	8	8	10	6	4	4	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	101	9	0	2	1	6	10	0	0	0	0	2	19	5	6	1	0	8	8	8	8	4	1	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	63	2	0	0	2	1	1	0	0	0	0	0	6	2	1	0	0	9	10	15	4	6	2	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	45	0	4	1	3	1	0	3	4	4	3	2	0	0	0	4	3	0	0	0	2	2	3	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	392	20	8	5	9	23	7	1	2	34	2	27	23	21	16	10	4	34	28	35	39	19	6	5	14					
		4.65%	3.80%	4.91%	8.33%	5.77%	9.24%	1.67%	2.22%	2.17%	11.60%	1.49%	15.17%	4.67%	12.57%	9.70%	2.28%	3.48%	4.26%	3.59%	4.87%	4.47%	2.96%	2.36%	2.33%	3.12%					
19	2.Всероссийская политическая партия «Гражданская Сила»	52	6	0	0	0	0	1	0	0	1	0	0	2	1	1	3	0	3	6	4	14	4	2	3	1					
		0.62%	1.14%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.34%	0.00%	0.00%	0.41%	0.60%	0.61%	0.68%	0.00%	0.38%	0.77%	0.56%	1.60%	0.62%	0.79%	1.40%	0.22%					
20	3.Политическая партия «Демократическая партия России»	8	1	0	0	1	0	0	0	0	1	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0					
		0.09%	0.19%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.41%	0.00%	0.00%	0.23%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	941	31	14	5	17	11	34	6	5	28	4	19	75	11	9	20	10	126	104	93	137	100	25	17	40					
		11.17%	5.88%	8.59%	8.33%	10.90%	4.42%	8.11%	13.33%	5.43%	9.56%	2.99%	10.67%	15.24%	6.59%	5.45%	4.56%	8.70%	15.79%	13.35%	12.95%	15.69%	15.58%	9.84%	7.91%	8.91%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	56	0	6	1	0	0	3	1	0	3	0	4	1	3	2	0	0	5	7	8	1	7	0	3	1					
