Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Нейская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437					
1	"Число избирателей, внесенных в список избирателей"	12904	70	408	275	205	188	346	562	553	131	535	173	243	656	196	707	311	764	1423	1365	1281	1333	1179					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10680	60	350	250	200	160	300	450	450	120	450	140	200	550	170	560	260	620	1160	1120	1040	1090	980					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6444	32	157	132	95	91	203	326	328	66	232	109	142	331	103	429	122	314	676	675	668	720	493					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	980	11	41	52	11	32	20	57	47	20	135	22	34	57	30	15	22	58	90	48	59	45	74					
6	Число погашенных избирательных бюллетеней	3256	17	152	66	94	37	77	67	75	34	83	9	24	162	37	116	116	248	394	397	313	325	413					
7	Число избирательных бюллетеней в переносных ящиках для голосования	980	11	41	52	11	32	20	57	47	20	135	22	34	57	30	15	22	58	90	48	59	45	74					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6444	32	157	132	95	91	203	326	328	66	232	109	142	331	103	429	122	314	676	675	668	720	493					
9	Число недействительных избирательных бюллетеней	77	0	0	2	0	3	6	4	1	1	2	1	2	2	1	8	2	1	9	6	9	4	13					
10	Число действительных избирательных бюллетеней	7347	43	198	182	106	120	217	379	374	85	365	130	174	386	132	436	142	371	757	717	718	761	554					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	203	0	8	5	4	5	4	13	20	2	4	5	6	18	4	8	5	7	21	11	17	18	18					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	196	0	8	5	2	5	4	13	18	2	4	5	6	17	4	8	5	7	21	10	16	18	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	100	0	6	1	2	1	1	0	2	1	0	0	2	4	0	5	1	10	6	5	19	15	19					
14	Число погашенных неиспользованных открепительных удостоверений	7	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	1	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	2	1	0	4	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1209	5	23	18	46	21	27	59	53	27	44	15	12	100	24	77	26	60	103	101	111	146	111					
		16.29%	11.63%	11.62%	9.78%	43.40%	17.07%	12.11%	15.40%	14.13%	31.40%	11.99%	11.45%	6.82%	25.77%	18.05%	17.34%	18.06%	16.13%	13.45%	13.97%	15.27%	19.08%	19.58%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1238	7	29	21	20	13	35	67	86	10	54	24	47	80	22	109	12	66	107	126	111	90	102					
		16.68%	16.28%	14.65%	11.41%	18.87%	10.57%	15.70%	17.49%	22.93%	11.63%	14.71%	18.32%	26.70%	20.62%	16.54%	24.55%	8.33%	17.74%	13.97%	17.43%	15.27%	11.76%	17.99%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	66	0	0	1	1	1	0	3	3	0	3	0	2	3	2	9	3	5	5	9	5	10	1					
		0.89%	0.00%	0.00%	0.54%	0.94%	0.81%	0.00%	0.78%	0.80%	0.00%	0.82%	0.00%	1.14%	0.77%	1.50%	2.03%	2.08%	1.34%	0.65%	1.24%	0.69%	1.31%	0.18%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2402	17	73	71	9	54	45	75	81	21	92	18	64	86	38	110	35	113	338	300	273	329	160					
		32.35%	39.53%	36.87%	38.59%	8.49%	43.90%	20.18%	19.58%	21.60%	24.42%	25.07%	13.74%	36.36%	22.16%	28.57%	24.77%	24.31%	30.38%	44.13%	41.49%	37.55%	43.01%	28.22%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	131	2	3	0	0	1	3	8	11	1	2	2	2	4	0	8	1	4	19	19	9	15	17					
