Выборы Президента Российской Федерации																																		
																																		
"Наименование Избирательной комиссии:    Владимир, Октябрьская"																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418					
1	"Число избирателей, внесенных в список"	64111	2667	2831	2671	2768	2277	2124	1691	2323	2628	2692	2299	2032	2837	2572	2642	2152	2616	2279	2625	2437	2640	1303	2195	2094	2517	2433	1766					
2	Число полученных избирательных бюллетеней	60750	2600	2700	2550	2650	2200	2000	1600	2200	2500	2600	2200	1950	2700	2300	2500	2050	2450	2050	2500	2300	2500	1200	2100	2000	2450	2300	1600					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	34119	1446	1530	1377	1557	1144	1186	891	1036	1605	1203	1314	1099	1506	1485	1422	1275	1407	1065	1431	1193	1454	755	1322	1137	1277	1188	814					
5	"Число избирательных бюллетеней, выданных вне помещения"	1917	96	39	80	89	65	37	37	36	50	21	52	70	90	178	66	46	45	306	43	52	75	26	78	52	65	36	87					
6	Число погашенных избирательных бюллетеней	24714	1058	1131	1093	1004	991	777	672	1128	845	1376	834	781	1104	637	1012	729	998	679	1026	1055	971	419	700	811	1108	1076	699					
7	Число избирательных бюллетеней в переносных ящиках	1917	96	39	80	89	65	37	37	36	50	21	52	70	90	178	66	46	45	306	43	52	75	26	78	52	65	36	87					
8	Число бюллетеней в стационарных ящиках для голосования	34101	1446	1526	1377	1554	1143	1186	891	1036	1605	1203	1310	1099	1506	1485	1422	1275	1407	1065	1428	1193	1453	755	1320	1137	1277	1188	814					
9	Число недействительных избирательных бюллетеней	271	4	12	17	18	15	7	11	9	8	19	9	11	10	12	18	12	6	3	9	10	10	7	10	3	4	11	6					
10	Число действительных избирательных бюллетеней	35747	1538	1553	1440	1625	1193	1216	917	1063	1647	1205	1353	1158	1586	1651	1470	1309	1446	1368	1462	1235	1518	774	1388	1186	1338	1213	895					
11	Число полученных открепительных  удостоверений	560	20	30	20	20	20	20	20	20	30	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	Число выданных открепительных удостоверений	404	16	23	10	13	8	19	13	10	28	18	14	15	17	20	17	13	18	12	11	12	16	9	18	15	16	12	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	439	13	11	13	15	19	16	8	12	20	19	9	18	19	23	28	18	15	9	26	19	30	16	16	6	9	18	14					
14	Число неиспользованных открепительных удостоверений	156	4	7	10	7	12	1	7	10	2	2	6	5	3	0	3	7	2	8	9	8	4	11	2	5	4	8	9					
15	"Число открепительных удостоверений, выданных в ТИК"	25	0	0	3	1	1	1	1	1	1	1	2	1	1	0	0	1	0	3	0	1	0	0	1	2	2	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																		
18	. Глазьев Сергей Юрьевич	2270	141	98	103	96	76	45	45	54	125	72	85	74	75	163	81	78	96	64	103	67	89	49	86	79	94	76	56					
		6.30%	9.14%	6.26%	7.07%	5.84%	6.29%	3.68%	4.85%	5.04%	7.55%	5.88%	6.24%	6.33%	4.70%	9.80%	5.44%	5.90%	6.61%	4.67%	7.00%	5.38%	5.82%	6.27%	6.15%	6.64%	7.00%	6.21%	6.22%					
19	. Малышкин Олег Александрович	699	27	29	37	26	34	27	24	19	31	30	26	16	28	29	26	20	28	21	26	24	30	12	25	31	37	17	19					
		1.94%	1.75%	1.85%	2.54%	1.58%	2.81%	2.21%	2.59%	1.77%	1.87%	2.45%	1.91%	1.37%	1.75%	1.74%	1.75%	1.51%	1.93%	1.53%	1.77%	1.93%	1.96%	1.54%	1.79%	2.61%	2.76%	1.39%	2.11%					
20	. Миронов Сергей Михайлович	333	12	18	20	17	11	15	10	7	15	19	17	14	15	6	14	13	15	19	3	8	8	4	15	8	15	5	10					
		0.92%	0.78%	1.15%	1.37%	1.03%	0.91%	1.23%	1.08%	0.65%	0.91%	1.55%	1.25%	1.20%	0.94%	0.36%	0.94%	0.98%	1.03%	1.39%	0.20%	0.64%	0.52%	0.51%	1.07%	0.67%	1.12%	0.41%	1.11%					
21	. Путин Владимир Владимирович	23491	986	1054	932	1113	833	809	612	719	1034	825	857	770	1048	990	973	815	961	856	990	830	1047	493	901	740	837	867	599					
		65.22%	63.94%	67.35%	63.97%	67.74%	68.96%	66.15%	65.95%	67.07%	62.48%	67.40%	62.92%	65.87%	65.66%	59.53%	65.39%	61.70%	66.18%	62.44%	67.30%	66.67%	68.52%	63.12%	64.45%	62.24%	62.37%	70.83%	66.48%					
22	. Хакамада Ирина Муцуовна	1958	80	74	62	83	47	47	45	58	86	56	85	62	98	112	102	88	100	82	84	76	68	49	84	59	77	58	36					
		5.44%	5.19%	4.73%	4.26%	5.05%	3.89%	3.84%	4.85%	5.41%	5.20%	4.58%	6.24%	5.30%	6.14%	6.73%	6.85%	6.66%	6.89%	5.98%	5.71%	6.10%	4.45%	6.27%	6.01%	4.96%	5.74%	4.74%	4.00%					
23	. Харитонов Николай Михайлович	5158	239	210	210	210	147	205	141	143	265	142	221	178	231	255	204	214	147	247	162	153	209	120	194	209	216	138	148					
		14.32%	15.50%	13.42%	14.41%	12.78%	12.17%	16.76%	15.19%	13.34%	16.01%	11.60%	16.23%	15.23%	14.47%	15.33%	13.71%	16.20%	10.12%	18.02%	11.01%	12.29%	13.68%	15.36%	13.88%	17.58%	16.10%	11.27%	16.43%					
																																		
24	Против всех	1838	53	70	76	80	45	68	40	63	91	61	62	44	91	96	70	81	99	79	94	77	67	47	83	60	62	52	27					
		5.10%	3.44%	4.47%	5.22%	4.87%	3.73%	5.56%	4.31%	5.88%	5.50%	4.98%	4.55%	3.76%	5.70%	5.77%	4.70%	6.13%	6.82%	5.76%	6.39%	6.18%	4.38%	6.02%	5.94%	5.05%	4.62%	4.25%	3.00%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
