Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Усть-Ишимская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129					
1	"Число избирателей, внесенных в списки"	12026	133	271	130	904	280	297	362	298	354	286	330	470	248	290	740	274	405	149	758	713	938	1024	598	243	733	231	182	160	225					
2	"Число бюллетеней, полученных участковыми комиссиями"	11947	137	274	134	900	290	305	355	295	355	285	335	475	245	285	733	275	385	159	740	705	920	1010	580	240	738	232	184	159	217					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6129	103	165	91	453	152	120	223	150	163	152	208	259	158	133	390	174	173	73	322	320	449	462	323	155	310	133	105	96	114					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	932	4	17	1	36	44	39	34	15	87	43	33	85	23	58	52	37	84	24	21	19	20	27	27	9	18	51	6	2	16					
6	Число погашенных бюллетеней	4886	30	92	42	411	94	146	98	130	105	90	94	131	64	94	291	64	128	62	397	366	451	521	230	76	410	48	73	61	87					
7	Число бюллетеней в переносных ящиках для голосования	932	4	17	1	36	44	39	34	15	87	43	33	85	23	58	52	37	84	24	21	19	20	27	27	9	18	51	6	2	16					
8	Число бюллетеней в стационарных ящиках для голосования	6128	103	165	91	453	152	120	223	150	162	152	208	259	158	133	390	174	173	73	322	320	449	462	323	155	310	133	105	96	114					
9	Число недействительных бюллетеней	123	4	6	0	11	1	8	2	5	1	2	7	5	6	1	10	1	0	0	3	7	5	12	5	7	6	0	4	3	1					
10	Число действительных бюллетеней	6937	103	176	92	478	195	151	255	160	248	193	234	339	175	190	432	210	257	97	340	332	464	477	345	157	322	184	107	95	129					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	198	5	6	5	10	6	7	7	5	7	5	5	7	6	7	10	8	6	5	10	10	10	6	10	5	10	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	39	0	0	0	3	1	0	0	0	0	0	4	2	0	0	2	3	0	2	4	1	9	1	3	0	3	1	0	0	0					
