Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Очерская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626					
1	"Число избирателей, внесенных в список избирателей"	19265	1341	810	1578	938	1550	1309	758	791	1696	875	517	1540	1221	254	359	575	460	135	180	395	508	456	457	115	157	290					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18750	1300	750	1600	900	1500	1300	750	750	1600	850	500	1500	1200	250	350	550	450	140	160	400	500	450	450	110	150	290					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8260	579	359	753	367	689	649	307	301	756	370	173	697	508	85	106	233	208	79	91	157	196	173	182	33	83	126					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	931	60	31	15	38	62	32	17	37	97	20	71	26	47	30	53	50	17	1	9	39	27	49	50	33	12	8					
6	Число погашенных избирательных бюллетеней	9559	661	360	832	495	749	619	426	412	747	460	256	777	645	135	191	267	225	60	60	204	277	228	218	44	55	156					
7	Число избирательных бюллетеней в переносных ящиках для голосования	931	60	31	15	38	62	32	17	37	97	20	71	26	47	30	53	50	17	1	9	39	27	49	50	33	12	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8259	579	359	753	367	689	649	307	301	756	370	173	696	508	85	106	233	208	79	91	157	196	173	182	33	83	126					
9	Число недействительных избирательных бюллетеней	161	5	2	12	4	16	10	7	10	14	6	8	20	8	3	4	2	3	0	3	6	4	6	5	2	0	1					
10	Число действительных избирательных бюллетеней	9029	634	388	756	401	735	671	317	328	839	384	236	702	547	112	155	281	222	80	97	190	219	216	227	64	95	133					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	440	25	20	25	20	25	25	20	20	25	20	15	25	25	10	10	15	10	5	10	15	15	15	15	5	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	147	9	8	15	10	14	10	10	10	11	6	0	5	5	1	1	0	2	1	0	4	9	1	1	0	13	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	102	6	6	5	6	6	5	3	16	6	2	1	8	13	0	0	2	2	1	3	0	3	0	1	3	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	293	16	12	10	10	11	15	10	10	14	14	15	20	20	9	9	15	8	4	10	11	6	14	14	5	2	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1541	142	74	128	71	147	161	52	45	171	75	37	106	95	15	24	30	31	13	10	23	27	19	23	7	6	9					
		16.77%	22.22%	18.97%	16.67%	17.53%	19.57%	23.64%	16.05%	13.31%	20.05%	19.23%	15.16%	14.68%	17.12%	13.04%	15.09%	10.60%	13.78%	16.25%	10.00%	11.73%	12.11%	8.56%	9.91%	10.61%	6.32%	6.72%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1828	121	85	136	87	159	111	64	81	186	85	38	153	127	18	27	67	47	10	22	38	54	43	28	11	9	21					
