Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
"Наименование Избирательной комиссии:    Орел, Северная "																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №786	УИК №787	УИК №788	УИК №789	УИК №793	УИК №800	УИК №817					
1	"Число избирателей, внесенных в списки избирателей"	56025	2685	1330	2695	2172	2121	2747	2907	2859	2238	1984	2716	2334	2411	2212	2614	2645	2651	2525	2058	2355	687	1621	1881	1934	1191	452					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	55242	2700	1320	2700	2200	2120	2750	2700	2700	2220	2000	2720	2350	2400	2200	2600	2600	2650	2500	2000	2350	650	1500	1850	1900	1100	462					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	35115	1735	782	1808	1222	1279	1876	1753	1847	1267	1422	1589	1419	1488	1467	1629	1757	1748	1663	1293	1464	356	1029	1140	1193	626	263					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1410	145	39	53	25	40	27	43	80	66	42	44	67	51	48	42	78	32	37	71	61	29	36	43	35	41	135					
6	Число погашенных избирательных бюллетеней	18717	820	499	839	953	801	847	904	773	887	536	1087	864	861	685	929	765	870	800	636	825	265	435	667	672	433	64					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1410	145	39	53	25	40	27	43	80	66	42	44	67	51	48	42	78	32	37	71	61	29	36	43	35	41	135					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35094	1735	782	1808	1222	1274	1876	1753	1847	1267	1422	1588	1419	1479	1467	1629	1752	1748	1663	1293	1463	356	1029	1140	1193	626	263					
9	Число недействительных избирательных бюллетеней	513	11	58	13	13	18	30	34	20	9	15	17	21	22	29	9	14	25	32	37	22	7	22	12	15	3	5					
10	Число действительных избирательных бюллетеней	35991	1869	763	1848	1234	1296	1873	1762	1907	1324	1449	1615	1465	1508	1486	1662	1816	1755	1668	1327	1502	378	1043	1171	1213	664	393					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1056	50	40	50	40	40	50	50	58	40	40	50	48	40	55	50	50	50	60	40	40	6	25	33	26	25	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	833	46	16	38	25	27	36	49	56	30	22	34	39	38	47	45	42	41	50	36	27	4	23	28	26	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	562	22	16	21	9	18	16	107	22	29	15	23	8	21	28	18	29	13	13	18	15	7	17	14	7	35	21					
14	Число погашенных неиспользованных открепительных удостоверений	223	4	24	12	15	13	14	1	2	10	18	16	9	2	8	5	8	9	10	4	13	2	2	5	0	17	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	79	5	3	4	1	6	3	4	2	6	6	2	2	4	3	2	3	5	3	7	3	0	1	4	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	621	17	6	38	4	3	40	28	36	24	28	43	31	18	25	24	37	35	30	19	31	10	24	34	26	5	5					
		1.70%	0.90%	0.73%	2.04%	0.32%	0.23%	2.10%	1.56%	1.87%	1.80%	1.91%	2.63%	2.09%	1.18%	1.65%	1.44%	2.02%	1.97%	1.76%	1.39%	2.03%	2.60%	2.25%	2.87%	2.12%	0.75%	1.26%					
19	2.Всероссийская политическая партия «Гражданская Сила»	582	15	15	51	0	3	28	43	51	20	26	19	20	31	24	28	26	46	31	14	23	4	13	14	23	9	5					
		1.59%	0.80%	1.83%	2.74%	0.00%	0.23%	1.47%	2.39%	2.65%	1.50%	1.78%	1.16%	1.35%	2.03%	1.58%	1.68%	1.42%	2.58%	1.82%	1.03%	1.51%	1.04%	1.22%	1.18%	1.87%	1.35%	1.26%					
20	3.Политическая партия «Демократическая партия России»	63	0	0	3	0	2	3	5	0	0	1	0	3	2	2	2	7	5	5	4	5	1	1	2	6	3	1					
		0.17%	0.00%	0.00%	0.16%	0.00%	0.15%	0.16%	0.28%	0.00%	0.00%	0.07%	0.00%	0.20%	0.13%	0.13%	0.12%	0.38%	0.28%	0.29%	0.29%	0.33%	0.26%	0.09%	0.17%	0.49%	0.45%	0.25%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8346	258	99	400	330	276	275	512	216	337	413	486	416	377	415	367	337	452	455	422	277	94	251	337	365	86	93					
		22.86%	13.72%	12.06%	21.49%	26.46%	21.00%	14.45%	28.51%	11.21%	25.28%	28.21%	29.78%	27.99%	24.64%	27.39%	21.96%	18.42%	25.39%	26.76%	30.94%	18.18%	24.42%	23.57%	28.49%	29.72%	12.89%	23.37%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	370	7	4	29	9	0	32	30	20	10	21	35	10	26	19	20	18	17	11	9	6	0	12	1	19	4	1					
		1.01%	0.37%	0.49%	1.56%	0.72%	0.00%	1.68%	1.67%	1.04%	0.75%	1.43%	2.14%	0.67%	1.70%	1.25%	1.20%	0.98%	0.96%	0.65%	0.66%	0.39%	0.00%	1.13%	0.08%	1.55%	0.60%	0.25%					
23	6.Политическая партия «Партия социальной справедливости»	90	4	0	4	0	3	5	5	11	1	5	1	3	10	5	2	7	4	8	2	3	1	2	3	1	0	0					
		0.25%	0.21%	0.00%	0.21%	0.00%	0.23%	0.26%	0.28%	0.57%	0.08%	0.34%	0.06%	0.20%	0.65%	0.33%	0.12%	0.38%	0.22%	0.47%	0.15%	0.20%	0.26%	0.19%	0.25%	0.08%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3194	130	66	180	45	27	167	166	157	148	125	172	145	179	137	153	53	202	174	136	146	40	93	116	115	71	51					
		8.75%	6.91%	8.04%	9.67%	3.61%	2.05%	8.78%	9.24%	8.15%	11.10%	8.54%	10.54%	9.76%	11.70%	9.04%	9.16%	2.90%	11.35%	10.24%	9.97%	9.58%	10.39%	8.73%	9.81%	9.36%	10.64%	12.81%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2508	115	51	143	40	11	135	132	139	93	97	138	121	117	100	124	121	142	141	89	86	34	76	96	83	55	29					
		6.87%	6.12%	6.21%	7.68%	3.21%	0.84%	7.09%	7.35%	7.21%	6.98%	6.63%	8.46%	8.14%	7.65%	6.60%	7.42%	6.61%	7.98%	8.29%	6.52%	5.64%	8.83%	7.14%	8.11%	6.76%	8.25%	7.29%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	492	13	6	25	10	13	33	19	27	21	18	20	30	31	21	24	25	33	23	18	23	5	12	16	15	9	2					
		1.35%	0.69%	0.73%	1.34%	0.80%	0.99%	1.73%	1.06%	1.40%	1.58%	1.23%	1.23%	2.02%	2.03%	1.39%	1.44%	1.37%	1.85%	1.35%	1.32%	1.51%	1.30%	1.13%	1.35%	1.22%	1.35%	0.50%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19254	1288	506	945	793	951	1075	799	1227	658	703	684	663	689	723	904	1162	797	763	600	895	185	546	536	549	412	201					
		52.74%	68.51%	61.63%	50.78%	63.59%	72.37%	56.49%	44.49%	63.67%	49.36%	48.02%	41.91%	44.62%	45.03%	47.72%	54.10%	63.50%	44.78%	44.88%	43.99%	58.73%	48.05%	51.27%	45.31%	44.71%	61.77%	50.50%					
