Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Верхневилюйская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103					
1	"Число избирателей, внесенных в списки"	10663	1660	1562	1290	36	302	120	164	642	180	323	270	241	364	550	263	318	35	368	41	268	439	66	252	233	573	103					
2	"Число бюллетеней, полученных участковыми комиссиями"	10600	1690	1332	1199	42	326	120	179	692	176	323	281	270	358	551	263	337	37	370	43	285	466	65	262	221	605	107					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	32	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	14	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7127	841	796	689	35	234	112	150	459	135	261	211	213	312	391	230	251	32	314	32	221	288	61	179	182	395	103					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	745	90	83	72	1	47	8	0	72	10	30	26	21	37	47	9	17	0	24	6	13	45	0	32	10	45	0					
6	Число погашенных бюллетеней	2696	759	453	438	6	39	0	29	161	31	32	44	36	9	113	24	69	5	32	5	51	133	4	45	23	151	4					
7	Число бюллетеней в переносных ящиках для голосования	776	89	83	72	1	53	8	0	72	10	30	26	21	37	47	9	17	0	24	6	13	45	0	38	16	59	0					
8	Число бюллетеней в стационарных ящиках для голосования	7127	841	796	689	35	234	112	150	459	135	261	211	213	312	391	230	251	32	314	32	221	288	61	179	182	395	103					
9	Число недействительных бюллетеней	113	17	20	8	1	4	1	2	9	1	3	6	0	5	8	0	13	0	0	1	5	1	1	1	0	5	1					
10	Число действительных бюллетеней	7790	913	859	753	35	283	119	148	522	144	288	231	234	344	430	239	255	32	338	37	229	332	60	216	198	449	102					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	585	32	59	39	8	41	7	20	58	9	20	16	34	20	30	14	23	3	21	3	25	27	4	16	18	33	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	443	27	31	39	8	36	6	17	58	9	18	13	34	9	9	12	18	0	8	2	18	20	1	13	18	15	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	180	34	54	22	1	6	4	1	7	1	4	2	4	2	1	4	5	0	6	0	6	6	2	1	4	2	1					
14	Число погашенных открепительных удостоверений	142	5	28	0	0	5	1	3	0	0	2	3	0	11	21	2	5	3	13	1	7	7	3	3	0	18	1					
15	Число открепительных удостоверений выданных ТИК	15	6	2	2	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0					
