Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Большеболдинская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277					
1	"Число избирателей, внесенных в списки избирателей"	9870	230	118	392	999	1000	976	1105	529	198	208	30	177	54	325	129	36	619	417	74	498	285	337	442	37	110	429	86	30					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9975	230	115	385	1015	1045	988	1134	523	195	210	30	170	50	335	125	35	685	415	70	500	280	310	455	35	110	420	85	25					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6701	159	97	276	629	652	656	660	357	161	131	22	129	35	208	96	24	372	320	52	377	224	283	269	28	77	331	55	21					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	494	11	0	18	47	23	7	40	42	13	13	7	15	0	31	0	5	76	43	0	51	0	18	20	4	0	0	6	4					
6	Число погашенных избирательных бюллетеней	2780	60	18	91	339	370	325	434	124	21	66	1	26	15	96	29	6	237	52	18	72	56	9	166	3	33	89	24	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	494	11	0	18	47	23	7	40	42	13	13	7	15	0	31	0	5	76	43	0	51	0	18	20	4	0	0	6	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6701	159	97	276	629	652	656	660	357	161	131	22	129	35	208	96	24	372	320	52	377	224	283	269	28	77	331	55	21					
9	Число недействительных избирательных бюллетеней	47	1	0	0	3	4	5	0	1	8	1	0	0	0	0	1	0	3	6	0	4	2	0	5	0	0	3	0	0					
10	Число действительных избирательных бюллетеней	7148	169	97	294	673	671	658	700	398	166	143	29	144	35	239	95	29	445	357	52	424	222	301	284	32	77	328	61	25					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	396	5	5	10	50	40	50	50	10	5	5	4	5	4	8	5	4	57	10	5	10	5	11	10	4	5	10	5	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	233	0	0	4	32	29	30	25	1	5	5	0	0	0	7	2	0	57	10	0	0	0	11	10	0	0	1	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	121	7	4	4	6	6	3	6	4	4	5	4	3	4	4	5	5	4	4	5	2	7	5	6	3	1	3	1	6					
14	Число погашенных неиспользованных открепительных удостоверений	163	5	5	6	18	11	20	25	9	0	0	4	5	4	1	3	4	0	0	5	10	5	0	0	4	5	9	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	183	8	3	12	8	18	12	9	8	3	3	0	0	0	17	7	0	4	9	1	18	10	4	11	0	2	11	5	0					
		2.54%	4.71%	3.09%	4.08%	1.18%	2.67%	1.81%	1.29%	2.01%	1.72%	2.08%	0.00%	0.00%	0.00%	7.11%	7.29%	0.00%	0.89%	2.48%	1.92%	4.21%	4.46%	1.33%	3.81%	0.00%	2.60%	3.32%	8.20%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	16	0	1	0	4	1	4	3	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.22%	0.00%	1.03%	0.00%	0.59%	0.15%	0.60%	0.43%	0.25%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	643	39	12	11	68	63	75	68	27	7	5	0	16	0	25	9	0	40	27	0	30	8	16	36	1	13	42	3	2					
		8.94%	22.94%	12.37%	3.74%	10.06%	9.33%	11.31%	9.71%	6.77%	4.02%	3.47%	0.00%	11.11%	0.00%	10.46%	9.38%	0.00%	8.93%	7.44%	0.00%	7.01%	3.57%	5.32%	12.46%	3.13%	16.88%	12.69%	4.92%	8.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	7	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.15%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.22%	0.28%	0.00%	0.00%	0.00%	0.33%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	11	0	0	0	1	3	2	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0					
		0.15%	0.00%	0.00%	0.00%	0.15%	0.44%	0.30%	0.00%	0.25%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	713	15	6	30	59	50	81	99	29	13	17	0	13	1	18	7	3	42	43	8	43	24	19	44	1	5	32	10	1					
		9.91%	8.82%	6.19%	10.20%	8.73%	7.41%	12.22%	14.14%	7.27%	7.47%	11.81%	0.00%	9.03%	2.86%	7.53%	7.29%	10.34%	9.38%	11.85%	15.38%	10.05%	10.71%	6.31%	15.22%	3.13%	6.49%	9.67%	16.39%	4.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	321	7	9	15	43	47	44	33	19	0	9	0	4	0	5	6	1	22	11	3	14	7	4	3	0	0	14	0	1					
		4.46%	4.12%	9.28%	5.10%	6.36%	6.96%	6.64%	4.71%	4.76%	0.00%	6.25%	0.00%	2.78%	0.00%	2.09%	6.25%	3.45%	4.91%	3.03%	5.77%	3.27%	3.13%	1.33%	1.04%	0.00%	0.00%	4.23%	0.00%	4.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	93	1	1	1	14	19	8	9	5	0	2	0	0	0	1	1	0	9	2	0	10	3	3	4	0	0	0	0	0					
		1.29%	0.59%	1.03%	0.34%	2.07%	2.81%	1.21%	1.29%	1.25%	0.00%	1.39%	0.00%	0.00%	0.00%	0.42%	1.04%	0.00%	2.01%	0.55%	0.00%	2.34%	1.34%	0.99%	1.38%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5152	99	65	225	475	468	429	478	308	143	106	29	110	34	172	65	25	324	263	40	308	169	252	185	30	57	229	43	21					
		71.61%	58.24%	67.01%	76.53%	70.27%	69.33%	64.71%	68.29%	77.19%	82.18%	73.61%	100.00%	76.39%	97.14%	71.97%	67.71%	86.21%	72.32%	72.45%	76.92%	71.96%	75.45%	83.72%	64.01%	93.75%	74.03%	69.18%	70.49%	84.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	8	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0					
		0.11%	0.00%	0.00%	0.00%	0.15%	0.15%	0.30%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.28%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
