Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Большеболдинская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №250	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №261	УИК №263	УИК №264	УИК №266	УИК №267	УИК №269	УИК №270	УИК №271	УИК №272	УИК №274	УИК №275	УИК №276					
1	"Число избирателей, внесенных в список избирателей"	9598	225	391	990	967	1050	1188	491	174	206	164	289	276	603	418	492	274	314	471	114	412	89					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10050	230	370	1020	1020	1080	1250	500	200	220	170	320	290	680	430	510	290	340	490	120	430	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6369	145	236	622	621	734	727	303	151	155	120	174	130	333	303	345	195	219	336	81	377	62					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	796	19	54	53	45	21	49	52	14	28	27	40	63	86	65	61	13	46	24	11	11	14					
6	Число погашенных избирательных бюллетеней	2885	66	80	345	354	325	474	145	35	37	23	106	97	261	62	104	82	75	130	28	42	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	796	19	54	53	45	21	49	52	14	28	27	40	63	86	65	61	13	46	24	11	11	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6369	145	236	622	621	734	727	303	151	155	120	174	130	333	303	345	195	219	336	81	377	62					
9	Число недействительных избирательных бюллетеней	71	3	0	6	4	2	5	0	2	1	5	1	1	6	5	6	1	0	0	1	22	0					
10	Число действительных избирательных бюллетеней	7094	161	290	669	662	753	771	355	163	182	142	213	192	413	363	400	207	265	360	91	366	76					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	389	5	10	45	45	45	45	5	20	20	5	15	7	60	13	10	5	10	10	2	10	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	306	2	10	34	20	29	32	1	20	20	3	15	5	60	13	10	5	5	10	0	10	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	73	6	2	7	4	6	5	4	1	2	3	5	1	7	4	2	3	1	0	4	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	83	3	0	11	25	16	13	4	0	0	2	0	2	0	0	0	0	5	0	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	303	12	10	9	57	53	30	15	6	12	11	0	10	12	8	17	14	10	5	3	9	0					
		4.23%	7.32%	3.45%	1.33%	8.56%	7.02%	3.87%	4.23%	3.64%	6.56%	7.48%	0.00%	5.18%	2.86%	2.17%	4.19%	6.73%	3.77%	1.39%	3.26%	2.32%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	606	25	17	44	99	107	68	16	7	12	10	3	12	58	25	13	30	18	8	6	22	6					
		8.46%	15.24%	5.86%	6.52%	14.86%	14.17%	8.76%	4.51%	4.24%	6.56%	6.80%	1.40%	6.22%	13.84%	6.79%	3.20%	14.42%	6.79%	2.22%	6.52%	5.67%	7.89%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	37	2	1	4	3	3	11	0	0	1	0	0	1	2	1	2	0	0	1	2	2	1					
		0.52%	1.22%	0.34%	0.59%	0.45%	0.40%	1.42%	0.00%	0.00%	0.55%	0.00%	0.00%	0.52%	0.48%	0.27%	0.49%	0.00%	0.00%	0.28%	2.17%	0.52%	1.32%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1442	44	35	193	141	240	226	56	15	14	16	60	39	85	38	53	27	17	92	19	23	9					
		20.13%	26.83%	12.07%	28.59%	21.17%	31.79%	29.12%	15.77%	9.09%	7.65%	10.88%	28.04%	20.21%	20.29%	10.33%	13.05%	12.98%	6.42%	25.56%	20.65%	5.93%	11.84%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	29	4	0	4	6	5	6	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0					
		0.40%	2.44%	0.00%	0.59%	0.90%	0.66%	0.77%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.25%	0.48%	0.38%	0.00%	0.00%	0.00%	0.00%					
