Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Суздальская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342					
1	"Число избирателей, внесенных в список избирателей"	34606	1655	1631	648	372	214	1350	1438	426	254	546	916	439	1344	142	162	624	716	486	1331	442	656	511	500	2131	10	204	864	1040	109	368	536	354	1716	134	261	129	624	489	575	1612	1096	1707	1938	1906					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34547	1600	1600	630	350	200	1350	1450	400	230	530	880	420	1260	260	150	580	700	460	1320	400	630	470	450	2007	1000	200	870	1040	105	500	510	350	1650	125	230	120	600	470	550	1500	1200	1500	1900	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15053	672	672	280	147	92	609	563	186	101	259	432	196	621	126	54	250	302	170	626	231	298	271	262	954	10	116	341	398	46	4	270	141	788	60	95	52	261	212	254	688	490	724	939	790					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2266	67	73	28	19	25	13	46	52	19	42	50	13	68	16	20	38	53	18	103	36	88	47	60	131	0	17	121	123	15	0	83	50	81	12	63	23	84	38	24	107	49	112	29	110					
6	Число погашенных избирательных бюллетеней	17228	861	855	322	184	83	728	841	162	110	229	398	211	571	118	76	292	345	272	591	133	244	152	128	922	990	67	408	519	44	496	157	159	781	53	72	45	255	220	272	705	661	664	932	900					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2266	67	73	28	19	25	13	46	52	19	42	50	13	68	16	20	38	53	18	103	36	88	47	60	131	0	17	121	123	15	0	83	50	81	12	63	23	84	38	24	107	49	112	29	110					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15051	672	672	280	147	92	609	563	186	101	259	432	196	621	126	54	250	302	170	626	231	298	271	262	953	10	116	341	398	46	4	270	141	788	60	95	52	261	212	254	688	490	723	939	790					
9	Число недействительных избирательных бюллетеней	295	16	17	6	4	6	13	8	6	2	8	8	1	10	4	0	8	4	1	18	3	2	4	3	28	0	2	2	7	0	0	1	5	14	0	1	1	4	6	5	15	13	15	11	13					
10	Число действительных избирательных бюллетеней	17022	723	728	302	162	111	609	601	232	118	293	474	208	679	138	74	280	351	187	711	264	384	314	319	1056	10	131	460	514	61	4	352	186	855	72	157	74	341	244	273	780	526	820	957	887					
