Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Головинский район																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314					
1	"Число избирателей, внесенных в список избирателей"	63782	2046	2256	2603	2405	2744	2587	2770	2713	2650	2427	2450	2542	1387	2342	2347	2347	2573	2534	2739	2537	2769	2548	2394	2478	2218	2376					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	60700	2000	2200	2500	2300	2500	2500	2500	2500	2500	2300	2300	2400	2000	2200	2300	2200	2400	2400	2500	2400	2500	2400	2300	2300	2000	2300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	34435	932	978	1689	1537	1306	1630	1392	1401	1526	1926	1614	1110	1353	976	1270	1295	1199	1056	1210	1209	1188	2280	1068	1184	1019	1087					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1054	19	15	31	51	51	39	18	35	51	42	36	39	34	40	58	69	41	46	23	14	25	120	19	26	67	45					
6	Число погашенных избирательных бюллетеней	25211	1049	1207	780	712	1143	831	1090	1064	923	332	650	1251	613	1184	972	836	1160	1298	1267	1177	1287	0	1213	1090	914	1168					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1054	19	15	31	51	51	39	18	35	51	42	36	39	34	40	58	69	41	46	23	14	25	120	19	26	67	45					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34276	932	977	1643	1535	1306	1630	1392	1397	1523	1926	1614	1110	1353	976	1221	1274	1184	1056	1205	1207	1182	2280	1063	1184	1019	1087					
9	Число недействительных избирательных бюллетеней	487	15	25	26	28	21	31	32	29	24	22	26	22	13	17	20	17	18	20	11	14	1	12	18	0	9	16					
10	Число действительных избирательных бюллетеней	34843	936	967	1648	1558	1336	1638	1378	1403	1550	1946	1624	1127	1374	999	1259	1326	1207	1082	1217	1207	1206	2388	1064	1210	1077	1116					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1455	40	50	60	60	55	60	40	60	60	60	60	40	60	50	50	55	55	60	50	80	60	60	65	50	60	55					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1455	40	50	60	60	55	60	40	60	60	60	60	40	60	50	50	55	55	60	50	80	60	60	65	50	60	55					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	946	31	14	26	57	43	27	23	50	31	36	20	57	38	40	26	31	35	23	38	28	43	44	30	20	121	14					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	45	5	2	1	0	3	2	0	3	1	0	6	0	0	3	2	3	2	3	1	0	2	3	0	1	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
