Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Головинский район																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328					
1	"Число избирателей, внесенных в списки избирателей"	67451	2307	2457	2790	2558	2819	2707	2843	2828	2881	2619	2549	2601	2181	2410	2514	2530	2563	2684	2893	2527	2744	2664	2483	2568	2223	2508					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	54700	2000	2000	2300	2000	2300	2300	2300	2300	2300	2000	2000	2000	2000	2000	2000	2000	2000	2000	2300	2000	2300	2300	2000	2000	2000	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	32421	1123	1215	1397	1281	1326	1344	1404	1414	1407	1384	1355	1201	1019	1093	1193	1268	1151	1247	1322	1304	1146	1269	1194	1134	1028	1202					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	966	25	23	37	30	69	52	32	24	48	18	30	41	28	60	37	58	42	42	36	18	30	28	24	44	59	31					
6	Число погашенных избирательных бюллетеней	21313	852	762	866	689	905	904	864	862	845	598	615	758	953	847	770	674	807	711	942	678	1124	1003	782	822	913	767					
7	Число избирательных бюллетеней в переносных ящиках для голосования	957	25	23	37	30	67	52	32	24	48	18	27	41	28	60	37	56	42	42	36	18	30	28	24	42	59	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32137	1119	1212	1395	1276	1315	1344	1404	1413	1404	1380	1345	1197	991	1024	1139	1235	1150	1247	1317	1300	1142	1241	1188	1134	1028	1197					
9	Число недействительных избирательных бюллетеней	589	14	25	23	19	24	23	16	27	20	23	17	23	13	14	37	19	19	16	18	13	21	82	24	18	27	14					
10	Число действительных избирательных бюллетеней	32505	1130	1210	1409	1287	1358	1373	1420	1410	1432	1375	1355	1215	1006	1070	1139	1272	1173	1273	1335	1305	1151	1187	1188	1158	1060	1214					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1632	60	60	60	60	60	60	60	60	60	70	60	60	60	60	60	60	60	60	60	90	60	60	60	92	60	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1129	31	48	32	38	50	34	45	42	47	64	46	38	36	21	34	31	52	52	50	75	44	41	41	66	37	34					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	943	28	43	19	35	29	47	32	58	56	51	18	29	27	40	39	31	19	63	44	84	22	27	31	23	18	30					
14	Число погашенных неиспользованных открепительных удостоверений	503	29	12	28	22	10	26	15	18	13	6	14	22	24	39	26	29	8	8	10	15	16	19	19	26	23	26					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	47	0	0	4	2	4	2	0	3	0	1	1	2	0	3	3	1	3	1	8	1	1	1	0	2	3	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	1069	37	49	39	33	56	56	53	48	30	53	43	41	27	34	35	47	41	45	37	40	46	34	36	34	46	29					
		3.23%	3.23%	3.97%	2.72%	2.53%	4.05%	4.01%	3.69%	3.34%	2.07%	3.79%	3.13%	3.31%	2.65%	3.14%	2.98%	3.64%	3.44%	3.49%	2.73%	3.03%	3.92%	2.68%	2.97%	2.89%	4.23%	2.36%					
19	2.Всероссийская политическая партия «Гражданская Сила»	915	25	31	37	29	36	46	42	35	40	38	35	42	19	27	32	38	21	31	45	45	54	31	41	35	30	30					
		2.76%	2.19%	2.51%	2.58%	2.22%	2.60%	3.30%	2.92%	2.44%	2.75%	2.72%	2.55%	3.39%	1.86%	2.49%	2.72%	2.94%	1.76%	2.40%	3.33%	3.41%	4.61%	2.44%	3.38%	2.98%	2.76%	2.44%					
20	3.Политическая партия «Демократическая партия России»	71	3	1	3	5	1	4	3	3	2	3	4	3	2	1	1	0	2	4	3	1	7	2	4	3	2	4					
		0.21%	0.26%	0.08%	0.21%	0.38%	0.07%	0.29%	0.21%	0.21%	0.14%	0.21%	0.29%	0.24%	0.20%	0.09%	0.09%	0.00%	0.17%	0.31%	0.22%	0.08%	0.60%	0.16%	0.33%	0.26%	0.18%	0.33%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5281	141	140	241	273	211	227	246	236	276	226	215	181	165	147	165	183	159	172	246	239	180	212	211	198	202	189					
		15.96%	12.33%	11.34%	16.83%	20.90%	15.27%	16.26%	17.13%	16.42%	19.01%	16.17%	15.67%	14.62%	16.19%	13.56%	14.03%	14.18%	13.34%	13.34%	18.18%	18.13%	15.36%	16.71%	17.41%	16.84%	18.58%	15.39%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	917	19	35	41	59	36	38	72	38	52	47	35	45	35	39	22	41	26	27	31	33	26	27	36	14	16	27					
		2.77%	1.66%	2.83%	2.86%	4.52%	2.60%	2.72%	5.01%	2.64%	3.58%	3.36%	2.55%	3.63%	3.43%	3.60%	1.87%	3.18%	2.18%	2.09%	2.29%	2.50%	2.22%	2.13%	2.97%	1.19%	1.47%	2.20%					
23	6.Политическая партия «Партия социальной справедливости»	119	2	3	3	6	6	2	6	1	7	1	8	8	6	5	5	1	7	8	6	2	2	4	4	9	5	2					
		0.36%	0.17%	0.24%	0.21%	0.46%	0.43%	0.14%	0.42%	0.07%	0.48%	0.07%	0.58%	0.65%	0.59%	0.46%	0.43%	0.08%	0.59%	0.62%	0.44%	0.15%	0.17%	0.32%	0.33%	0.77%	0.46%	0.16%					
24	7.Политическая партия «Либерально-демократическая партия России»	2443	102	103	84	86	86	111	74	108	113	99	87	81	75	84	74	80	82	119	116	122	93	101	90	100	79	94					
		7.38%	8.92%	8.34%	5.87%	6.58%	6.22%	7.95%	5.15%	7.52%	7.78%	7.08%	6.34%	6.54%	7.36%	7.75%	6.29%	6.20%	6.88%	9.23%	8.57%	9.26%	7.94%	7.96%	7.43%	8.50%	7.27%	7.65%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2892	81	104	107	118	116	119	138	117	146	116	137	123	97	92	107	114	97	116	120	107	100	112	108	102	92	106					
		8.74%	7.08%	8.42%	7.47%	9.04%	8.39%	8.52%	9.61%	8.14%	10.06%	8.30%	9.99%	9.94%	9.52%	8.49%	9.10%	8.83%	8.14%	8.99%	8.87%	8.12%	8.53%	8.83%	8.91%	8.67%	8.46%	8.63%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	518	12	15	15	25	30	28	19	33	22	30	32	25	14	14	27	13	17	14	14	18	21	13	14	29	9	15					
		1.57%	1.05%	1.21%	1.05%	1.91%	2.17%	2.01%	1.32%	2.30%	1.52%	2.15%	2.33%	2.02%	1.37%	1.29%	2.30%	1.01%	1.43%	1.09%	1.03%	1.37%	1.79%	1.02%	1.16%	2.47%	0.83%	1.22%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16217	648	666	732	543	708	661	634	705	633	635	643	569	515	576	613	639	657	669	638	638	554	598	581	584	530	648					
		49.00%	56.64%	53.93%	51.12%	41.58%	51.23%	47.35%	44.15%	49.06%	43.60%	45.42%	46.87%	45.96%	50.54%	53.14%	52.13%	49.50%	55.12%	51.90%	47.15%	48.41%	47.27%	47.12%	47.94%	49.66%	48.76%	52.77%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2063	60	63	107	110	72	81	133	86	111	127	116	97	51	51	58	116	64	68	79	60	68	53	63	50	49	70					
		6.23%	5.24%	5.10%	7.47%	8.42%	5.21%	5.80%	9.26%	5.98%	7.64%	9.08%	8.45%	7.84%	5.00%	4.70%	4.93%	8.99%	5.37%	5.28%	5.84%	4.55%	5.80%	4.18%	5.20%	4.25%	4.51%	5.70%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
