Выборы Президента Российской Федерации																				
																				
Наименование Избирательной комиссии:    Кировградская городская																				
																				
Итоги голосования 																				
																				
		Сумма	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986					
1	"Число избирателей, внесенных в список"	25624	2643	2606	2466	2001	2368	2211	1856	1856	1505	2169	1595	1185	1163					
2	Число полученных избирательных бюллетеней	22600	2340	2310	2170	1750	2120	1970	1650	1590	1300	1860	1420	1070	1050					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14071	1573	1536	1225	907	1373	1251	984	986	687	1251	920	672	706					
5	"Число избирательных бюллетеней, выданных вне помещения"	813	32	25	39	122	51	31	33	70	72	60	88	94	96					
6	Число погашенных избирательных бюллетеней	7716	735	749	906	721	696	688	633	534	541	549	412	304	248					
7	Число избирательных бюллетеней в переносных ящиках	813	32	25	39	122	51	31	33	70	72	60	88	94	96					
8	Число бюллетеней в стационарных ящиках для голосования	14064	1572	1536	1225	905	1373	1251	984	985	687	1251	920	669	706					
9	Число недействительных избирательных бюллетеней	235	19	21	20	16	25	10	24	14	13	19	21	16	17					
10	Число действительных избирательных бюллетеней	14642	1585	1540	1244	1011	1399	1272	993	1041	746	1292	987	747	785					
11	Число полученных открепительных  удостоверений	485	40	40	40	35	40	40	35	35	35	40	35	35	35					
12	Число выданных открепительных удостоверений	93	4	3	6	6	6	7	3	6	7	17	1	10	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	80	3	3	4	3	9	2	6	5	12	11	6	6	10					
14	Число неиспользованных открепительных удостоверений	392	36	37	34	29	34	33	32	29	28	23	34	25	18					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																				
18	. Глазьев Сергей Юрьевич	448	58	43	32	25	35	36	32	20	15	54	46	32	20					
		3.01%	3.62%	2.75%	2.53%	2.43%	2.46%	2.81%	3.15%	1.90%	1.98%	4.12%	4.56%	4.19%	2.49%					
19	. Малышкин Олег Александрович	357	37	36	31	19	24	34	20	36	24	23	24	30	19					
		2.40%	2.31%	2.31%	2.45%	1.85%	1.69%	2.65%	1.97%	3.41%	3.16%	1.75%	2.38%	3.93%	2.37%					
20	. Миронов Сергей Михайлович	89	10	10	10	1	7	5	8	3	8	14	2	6	5					
		0.60%	0.62%	0.64%	0.79%	0.10%	0.49%	0.39%	0.79%	0.28%	1.05%	1.07%	0.20%	0.79%	0.62%					
21	. Путин Владимир Владимирович	11828	1264	1274	1024	846	1154	1025	798	881	616	1066	726	542	612					
		79.51%	78.80%	81.61%	81.01%	82.38%	81.04%	79.95%	78.47%	83.51%	81.16%	81.31%	72.02%	71.04%	76.31%					
22	. Хакамада Ирина Муцуовна	473	64	64	33	32	53	56	34	22	20	34	19	22	20					
		3.18%	3.99%	4.10%	2.61%	3.12%	3.72%	4.37%	3.34%	2.09%	2.64%	2.59%	1.88%	2.88%	2.49%					
23	. Харитонов Николай Михайлович	1045	99	68	84	57	79	83	71	56	50	77	144	90	87					
		7.02%	6.17%	4.36%	6.65%	5.55%	5.55%	6.47%	6.98%	5.31%	6.59%	5.87%	14.29%	11.80%	10.85%					
																				
24	Против всех	402	53	45	30	31	47	33	30	23	13	24	26	25	22					
		2.70%	3.30%	2.88%	2.37%	3.02%	3.30%	2.57%	2.95%	2.18%	1.71%	1.83%	2.58%	3.28%	2.74%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
