Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Кировская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469					
1	"Число избирателей, внесенных в список"	19921	474	205	409	98	144	190	682	178	1112	1063	1188	1276	1054	978	1656	475	288	520	977	358	108	118	336	121	225	49	352	144	503	1487	1174	899	1080					
2	Число полученных избирательных бюллетеней	19654	489	203	418	93	141	187	698	175	1123	1064	1160	1285	1045	898	1642	477	295	515	1000	363	99	114	349	112	213	51	378	145	512	1515	1045	789	1061					
3	"Число избирательных бюллетеней, выданных  досрочно"	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11544	293	132	260	68	117	147	450	124	610	588	608	691	563	524	932	284	177	281	525	233	67	94	233	76	157	37	249	81	309	839	729	434	632					
5	"Число избирательных бюллетеней, выданных вне помещения"	910	28	15	47	10	4	13	40	9	43	36	46	38	56	54	48	24	27	25	52	26	17	4	18	13	16	6	25	16	45	34	24	25	26					
6	Число погашенных избирательных бюллетеней	7134	168	56	111	15	20	27	208	42	470	440	506	556	426	320	662	169	91	209	357	104	15	16	98	23	40	8	104	48	158	642	292	330	403					
7	Число избирательных бюллетеней в переносных ящиках	976	28	15	47	10	4	13	40	9	43	36	46	38	56	54	48	24	27	25	118	26	17	4	18	13	16	6	25	16	45	34	24	25	26					
8	Число бюллетеней в стационарных ящиках для голосования	11540	293	132	258	68	117	147	450	124	610	588	608	691	563	524	932	284	177	281	525	233	67	94	233	76	157	37	249	81	307	839	729	434	632					
9	Число недействительных избирательных бюллетеней	125	6	1	4	0	0	3	2	0	7	3	9	3	8	5	11	2	2	3	5	2	0	0	5	0	2	0	0	0	7	10	13	4	8					
10	Число действительных избирательных бюллетеней	12391	315	146	301	78	121	157	488	133	646	621	645	726	611	573	969	306	202	303	638	257	84	98	246	89	171	43	274	97	345	863	740	455	650					
11	Число полученных открепительных  удостоверений	388	8	4	21	1	4	10	27	5	14	13	12	33	12	14	31	12	5	5	11	20	2	6	8	6	7	3	12	2	26	19	15	8	12					
12	Число выданных открепительных удостоверений	325	6	4	19	1	4	10	25	3	10	13	11	25	11	10	23	11	5	3	11	20	1	2	8	5	1	2	11	0	26	15	11	8	10					
