Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
Наименование Избирательной комиссии:    Яковлевская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253					
1	"Число избирателей, внесенных в список избирателей"	45709	1507	1920	2089	2204	1797	1863	2412	1765	2011	1740	1332	1090	598	1536	1301	559	1489	1355	857	261	907	331	1241	802	143	678	1373	824	533	199	516	316	510	227	135	132	246	109	951	1340	395	93	435	283	495	254	610	222	1150	573					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	46903	1500	1850	2300	2150	1900	2050	2500	1800	2000	1800	1300	1100	620	1550	1300	570	1500	1500	1050	260	900	330	1290	830	150	680	1360	910	550	204	520	320	510	225	139	138	239	105	980	1350	410	106	460	283	500	254	610	230	1150	570					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	35885	1215	1477	2036	1283	1498	1380	1673	1297	1172	1129	1102	882	513	1268	1034	455	1200	1278	639	210	798	290	1133	733	124	631	1204	676	397	172	431	242	458	204	127	96	187	79	848	1220	350	70	368	197	351	219	483	158	564	334					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3619	37	85	53	75	79	18	17	30	30	112	71	77	54	108	109	33	109	77	39	19	60	37	87	62	19	44	152	102	124	25	55	62	45	19	6	35	52	15	64	44	34	21	55	84	124	32	127	44	533	224					
6	Число погашенных избирательных бюллетеней	7399	248	288	211	792	323	652	810	473	798	559	127	141	53	174	157	82	191	145	372	31	42	3	70	35	7	5	4	132	29	7	34	16	7	2	6	7	0	11	68	86	26	15	37	2	25	3	0	28	53	12					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3619	37	85	53	75	79	18	17	30	30	112	71	77	54	108	109	33	109	77	39	19	60	37	87	62	19	44	152	102	124	25	55	62	45	19	6	35	52	15	64	44	34	21	55	84	124	32	127	44	533	224					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35885	1215	1477	2036	1283	1498	1380	1673	1297	1172	1129	1102	882	513	1268	1034	455	1200	1278	639	210	798	290	1133	733	124	631	1204	676	397	172	431	242	458	204	127	96	187	79	848	1220	350	70	368	197	351	219	483	158	564	334					
9	Число недействительных избирательных бюллетеней	611	24	86	23	11	20	39	26	14	21	21	21	9	4	31	17	15	19	16	16	3	11	2	33	10	0	7	18	9	11	6	4	0	5	3	0	1	0	1	14	7	2	0	5	3	5	2	7	3	0	6					
10	Число действительных избирательных бюллетеней	38893	1228	1476	2066	1347	1557	1359	1664	1313	1181	1220	1152	950	563	1345	1126	473	1290	1339	662	226	847	325	1187	785	143	668	1338	769	510	191	482	304	498	220	133	130	239	93	898	1257	382	91	418	278	470	249	603	199	1097	552					
