Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Камышинская городская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142					
1	"Число избирателей, внесенных в списки"	95264	2262	2927	2478	1749	2980	2983	2903	3000	2767	1378	2628	2605	2730	2283	2589	2007	2057	2074	2136	1965	2152	2347	1662	1005	2000	2307	3676	2065	2606	2758	2250	1794	2837	2582	2111	2740	2372	2618	2150	2731					
2	"Число бюллетеней, полученных участковыми комиссиями"	94000	2100	2800	2400	1900	2900	2900	2800	2900	2700	2900	2500	2600	2600	2100	2500	1900	2100	2000	2100	1900	2200	2300	1600	1800	1900	2200	2900	2000	2500	2700	2200	1700	2800	2500	2000	2600	2400	2600	1900	2600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	47985	1097	1202	1183	659	1352	1455	1309	1295	1127	1373	1188	1367	1405	1260	1339	1031	915	1043	852	1038	1300	1185	813	987	951	1168	1950	1085	1312	1373	1022	832	1339	1243	1647	1379	1197	1298	1071	1343					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2024	47	67	50	210	28	37	10	15	19	5	29	23	23	38	40	20	24	38	23	45	31	29	23	18	50	36	378	30	43	40	28	50	48	17	190	38	79	42	28	35					
6	Число погашенных бюллетеней	43983	956	1530	1167	1031	1520	1407	1481	1590	1552	1522	1283	1210	1172	802	1121	849	1161	919	1224	817	869	1086	764	795	899	996	572	885	1145	1287	1150	818	1410	1240	163	1183	1124	1260	801	1222					
7	Число бюллетеней в переносных ящиках для голосования	2024	47	67	50	210	28	37	10	15	19	5	29	23	23	38	40	20	24	38	23	45	31	29	23	18	50	36	378	30	43	40	28	50	48	17	190	38	79	42	28	35					
8	Число бюллетеней в стационарных ящиках для голосования	47937	1097	1201	1183	659	1352	1455	1299	1295	1127	1373	1188	1365	1403	1260	1334	1031	913	1043	852	1036	1300	1181	813	987	951	1168	1950	1085	1312	1373	1022	832	1336	1232	1647	1379	1192	1298	1071	1342					
9	Число недействительных бюллетеней	1057	16	24	42	25	12	12	13	17	15	22	17	6	28	16	40	11	33	21	26	45	74	54	18	44	31	21	51	30	32	14	25	18	27	14	81	9	20	21	14	18					
10	Число действительных бюллетеней	48904	1128	1244	1191	844	1368	1480	1296	1293	1131	1356	1200	1382	1398	1282	1334	1040	904	1060	849	1036	1257	1156	818	961	970	1183	2277	1085	1323	1399	1025	864	1357	1235	1756	1408	1251	1319	1085	1359					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	800	20	20	20	20	20	20	20	20	20	20	20	30	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	10	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	314	2	6	6	7	9	7	10	7	6	6	15	19	14	12	6	10	4	10	3	9	14	9	2	7	4	14	5	1	5	6	6	4	8	6	9	10	9	8	11	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	203	5	3	4	1	5	6	4	5	3	2	4	11	1	7	14	10	3	21	7	0	9	10	2	7	0	2	3	3	1	2	3	3	2	6	10	4	6	3	8	3					
14	Число погашенных открепительных удостоверений	472	18	14	14	13	11	13	10	13	14	14	5	11	6	8	0	10	16	10	17	11	6	11	18	13	16	6	15	19	15	14	14	16	12	14	1	10	11	12	9	12					
15	Число открепительных удостоверений выданных ТИК	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных бюллетеней	8	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	"1. ""ЕДИНЕНИЕ"""	346	11	3	4	5	6	5	6	8	13	9	6	6	7	10	15	4	9	8	6	8	9	10	6	7	4	6	38	8	5	7	15	0	2	12	29	3	6	10	11	9					
		0.69%	0.96%	0.23%	0.32%	0.57%	0.43%	0.33%	0.45%	0.61%	1.13%	0.65%	0.49%	0.43%	0.49%	0.77%	1.09%	0.38%	0.96%	0.74%	0.68%	0.74%	0.67%	0.82%	0.71%	0.69%	0.39%	0.49%	1.63%	0.71%	0.36%	0.49%	1.42%	0.0%	0.14%	0.96%	1.57%	0.21%	0.47%	0.74%	1.00%	0.65%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1553	31	30	53	34	73	50	70	30	34	62	34	62	33	43	39	24	24	27	21	19	27	25	18	30	24	21	58	24	26	32	28	15	51	66	96	48	37	54	37	43					
		3.10%	2.70%	2.36%	4.29%	3.91%	5.28%	3.35%	5.34%	2.29%	2.96%	4.49%	2.79%	4.46%	2.31%	3.31%	2.83%	2.28%	2.56%	2.49%	2.4%	1.75%	2.02%	2.06%	2.15%	2.98%	2.39%	1.74%	2.49%	2.15%	1.91%	2.26%	2.66%	1.70%	3.68%	5.28%	5.22%	3.38%	2.91%	4.02%	3.36%	3.12%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1842	38	41	47	33	41	55	36	45	41	30	47	42	56	53	61	52	36	47	32	34	80	52	51	45	40	60	45	49	57	50	48	21	58	32	26	63	62	52	36	48					
		3.68%	3.32%	3.23%	3.81%	3.79%	2.97%	3.68%	2.75%	3.43%	3.57%	2.17%	3.86%	3.02%	3.92%	4.08%	4.43%	4.94%	3.84%	4.34%	3.65%	3.14%	6.01%	4.29%	6.10%	4.47%	3.99%	4.98%	1.93%	4.39%	4.20%	3.53%	4.57%	2.38%	4.19%	2.56%	1.41%	4.44%	4.87%	3.88%	3.27%	3.48%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1841	56	45	52	38	67	60	56	62	47	51	39	69	52	60	28	52	23	50	19	46	39	26	37	31	32	44	50	34	43	58	27	36	68	67	25	64	61	40	48	39					
