Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Ножай-Юртовская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249					
1	"Число избирателей, внесенных в списки избирателей"	22497	2615	377	1844	556	704	319	658	504	799	712	2669	433	138	750	272	656	191	267	540	614	512	170	488	495	152	2038	331	814	657	1222					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22497	2615	377	1844	556	704	319	658	504	799	712	2669	433	138	750	272	656	191	267	540	614	512	170	488	495	152	2038	331	814	657	1222					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22347	2602	376	1832	554	700	319	652	501	790	705	2654	430	136	744	270	650	190	262	535	608	507	170	486	488	152	2026	330	807	655	1216					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	54	5	0	2	0	2	0	2	0	3	5	6	1	0	3	0	2	0	3	0	3	3	0	0	4	0	6	0	2	0	2					
6	Число погашенных избирательных бюллетеней	96	8	1	10	2	2	0	4	3	6	2	9	2	2	3	2	4	1	2	5	3	2	0	2	3	0	6	1	5	2	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	54	5	0	2	0	2	0	2	0	3	5	6	1	0	3	0	2	0	3	0	3	3	0	0	4	0	6	0	2	0	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22347	2602	376	1832	554	700	319	652	501	790	705	2654	430	136	744	270	650	190	262	535	608	507	170	486	488	152	2026	330	807	655	1216					
9	Число недействительных избирательных бюллетеней	27	3	0	0	0	3	0	1	0	4	0	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	4	0	3	0	3					
10	Число действительных избирательных бюллетеней	22374	2604	376	1834	554	699	319	653	501	789	710	2658	431	136	747	270	649	190	265	535	611	510	170	485	492	152	2028	330	806	655	1215					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	300	15	10	15	10	10	10	10	10	10	10	15	5	5	10	5	10	5	5	10	10	10	10	10	10	10	15	10	10	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	299	15	10	15	10	10	10	10	10	10	10	15	5	5	10	4	10	5	5	10	10	10	10	10	10	10	15	10	10	10	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	7	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0					
		0.03%	0.00%	0.53%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.12%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0					
