Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Заринская городская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385					
1	"Число избирателей, внесенных в списки"	41180	2888	2797	2840	2863	2341	1994	2817	2974	2591	2139	1998	1944	1457	1636	2210	1949	2817	925					
2	"Число бюллетеней, полученных участковыми комиссиями"	38500	2700	2600	2700	2700	2200	1800	2700	2800	2400	2000	1900	1900	1400	1500	2000	1800	2600	800					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	22064	1607	1537	1286	1629	1316	1177	1682	1685	1573	1221	1129	1163	658	724	1020	907	1318	432					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	797	49	66	25	34	25	31	39	36	27	22	31	21	58	98	53	42	72	68					
6	Число погашенных бюллетеней	15639	1044	997	1389	1037	859	592	979	1079	800	757	740	716	684	678	927	851	1210	300					
7	Число бюллетеней в переносных ящиках для голосования	797	49	66	25	34	25	31	39	36	27	22	31	21	58	98	53	42	72	68					
8	Число бюллетеней в стационарных ящиках для голосования	22054	1604	1537	1286	1629	1316	1177	1682	1684	1573	1221	1129	1162	658	723	1018	905	1318	432					
9	Число недействительных бюллетеней	180	17	7	6	11	11	6	14	12	8	13	16	6	3	16	12	7	12	3					
10	Число действительных бюллетеней	22671	1636	1596	1305	1652	1330	1202	1707	1708	1592	1230	1144	1177	713	805	1059	940	1378	497					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	375	25	25	25	25	25	15	25	25	25	25	15	15	15	15	25	15	25	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	187	18	11	19	17	21	6	14	12	22	8	12	7	1	2	2	4	8	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	123	13	3	12	6	4	1	12	7	9	11	10	10	2	5	5	5	6	2					
14	Число погашенных открепительных удостоверений	188	7	14	6	8	4	9	11	13	3	17	3	8	14	13	23	11	17	7					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	136	4	14	10	10	7	5	13	9	9	7	5	9	4	5	8	8	6	3					
		0.59%	0.24%	0.87%	0.76%	0.60%	0.52%	0.41%	0.75%	0.52%	0.56%	0.56%	0.43%	0.76%	0.55%	0.60%	0.74%	0.84%	0.43%	0.6%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	353	15	22	13	21	33	18	26	19	48	24	23	22	11	10	15	9	18	6					
		1.54%	0.90%	1.37%	0.99%	1.26%	2.46%	1.49%	1.51%	1.10%	3.0%	1.93%	1.98%	1.85%	1.53%	1.21%	1.40%	0.95%	1.29%	1.2%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	583	39	35	22	73	38	41	43	36	41	23	22	29	24	15	33	23	33	13					
		2.55%	2.35%	2.18%	1.67%	4.38%	2.83%	3.39%	2.49%	2.09%	2.56%	1.85%	1.89%	2.45%	3.35%	1.82%	3.08%	2.42%	2.37%	2.6%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	573	29	38	27	49	42	38	47	51	46	52	44	36	9	10	12	16	21	6					
		2.50%	1.75%	2.37%	2.05%	2.94%	3.13%	3.14%	2.73%	2.96%	2.87%	4.18%	3.79%	3.04%	1.25%	1.21%	1.12%	1.68%	1.51%	1.2%					
22	"5. ""За Русь Святую"""	96	5	8	5	5	8	1	6	14	4	2	7	5	3	6	4	5	7	1					
