Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Каргопольская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353					
1	"Число избирателей, внесенных в списки"	16316	1495	1360	1244	1431	758	1076	1242	131	70	117	200	396	86	249	135	333	435	103	73	123	155	438	165	124	167	465	130	171	760	320	276	480	505	236	698	169					
2	"Число бюллетеней, полученных участковыми комиссиями"	16058	1500	1300	1250	1350	750	1100	1200	145	75	130	200	380	85	230	130	320	435	100	70	115	145	430	155	130	160	470	130	170	750	310	266	500	500	232	685	160					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	31	0	0	0	0	0	1	0	0	0	0	21	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10249	877	813	797	908	463	727	677	64	51	99	116	268	60	157	89	240	281	67	45	71	100	311	120	83	100	301	97	134	479	216	167	287	301	147	438	98					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1115	22	49	36	117	22	13	69	67	18	18	25	40	4	45	18	9	56	11	14	10	15	12	7	0	27	18	7	6	73	13	45	66	50	25	44	44					
6	Число погашенных бюллетеней	4663	601	438	417	325	265	359	454	14	6	13	38	72	21	24	23	71	98	22	11	34	30	107	28	47	33	151	26	30	198	81	49	147	149	60	203	18					
7	Число бюллетеней в переносных ящиках для голосования	1143	22	49	36	116	22	13	68	67	18	18	46	40	4	49	18	9	56	11	14	10	15	12	7	0	27	18	7	6	73	13	50	66	50	25	44	44					
8	Число бюллетеней в стационарных ящиках для голосования	10249	877	813	796	908	463	728	677	64	51	99	116	268	60	157	89	240	281	67	45	71	100	311	120	83	100	301	97	134	479	216	167	287	301	147	438	98					
9	Число недействительных бюллетеней	190	6	10	13	15	9	5	24	1	2	1	2	4	0	1	0	6	10	3	1	4	2	5	3	4	6	2	6	1	8	4	3	5	7	9	5	3					
10	Число действительных бюллетеней	11202	893	852	819	1009	476	736	721	130	67	116	160	304	64	205	107	243	327	75	58	77	113	318	124	79	121	317	98	139	544	225	214	348	344	163	477	139					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	494	30	30	30	30	20	30	30	10	5	10	10	15	5	15	10	15	15	5	5	5	5	12	10	7	10	15	5	5	15	15	10	15	15	10	15	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	142	6	6	6	7	4	7	7	5	5	0	2	0	1	6	0	8	4	1	1	0	3	2	1	0	2	9	0	2	8	2	7	11	7	7	3	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	95	5	5	9	9	2	4	5	1	1	1	2	3	0	2	0	2	2	0	2	5	3	1	4	0	1	2	1	2	4	3	5	0	3	2	4	0					
14	Число погашенных открепительных удостоверений	348	24	24	24	23	16	23	23	5	0	10	8	15	4	9	10	7	11	4	4	5	2	10	9	7	8	6	5	3	7	13	3	4	8	3	12	3					
15	Число открепительных удостоверений выданных ТИК	6	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	212	11	16	6	17	16	12	18	2	0	2	1	8	0	3	1	9	7	0	0	2	2	7	4	2	3	2	2	0	6	9	5	5	9	1	20	4					
