Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Усть-Алданская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626					
1	"Число избирателей, внесенных в списки избирателей"	12432	1009	773	686	758	471	403	296	42	513	105	506	429	158	149	313	316	196	722	427	66	369	50	73	182	29	571	229	334	286	504	175	148	542	26	248	328					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12200	925	665	600	720	445	412	327	45	528	106	485	437	163	158	310	312	189	708	424	65	365	51	83	182	32	587	229	343	292	503	178	149	539	25	253	365					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10120	761	535	483	591	398	365	269	42	396	103	417	360	146	134	233	284	164	551	311	65	294	49	73	169	29	488	216	268	256	418	157	141	434	23	206	291					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	942	56	46	66	54	24	19	24	0	89	0	45	43	6	8	45	10	16	75	39	0	12	1	0	5	0	43	13	24	16	39	9	7	54	2	31	21					
6	Число погашенных избирательных бюллетеней	1138	108	84	51	75	23	28	34	3	43	3	23	34	11	16	32	18	9	82	74	0	59	1	10	8	3	56	0	51	20	46	12	1	51	0	16	53					
7	Число избирательных бюллетеней в переносных ящиках для голосования	942	56	46	66	54	24	19	24	0	89	0	45	43	6	8	45	10	16	75	39	0	12	1	0	5	0	43	13	24	16	39	9	7	54	2	31	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10120	761	535	483	591	398	365	269	42	396	103	417	360	146	134	233	284	164	551	311	65	294	49	73	169	29	488	216	268	256	418	157	141	434	23	206	291					
9	Число недействительных избирательных бюллетеней	83	1	3	7	5	4	3	1	0	6	0	2	2	5	2	1	2	1	4	2	4	3	1	0	0	0	5	0	2	3	3	1	2	5	0	1	2					
10	Число действительных избирательных бюллетеней	10979	816	578	542	640	418	381	292	42	479	103	460	401	147	140	277	292	179	622	348	61	303	49	73	174	29	526	229	290	269	454	165	146	483	25	236	310					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	472	30	30	20	15	15	20	10	1	20	5	20	20	15	10	15	15	10	20	10	2	10	3	5	6	4	15	10	15	15	20	15	5	20	1	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	226	22	13	14	11	6	7	7	0	3	4	8	6	7	9	12	1	6	3	4	0	3	0	3	3	2	13	1	3	8	8	11	5	17	0	0	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	102	9	7	1	4	8	3	6	0	3	3	3	3	3	1	5	0	3	5	1	0	0	0	1	1	0	1	3	3	2	3	7	2	3	1	3	4					
14	Число погашенных неиспользованных открепительных удостоверений	246	8	17	6	4	9	13	3	1	17	1	12	14	8	1	3	14	4	17	6	2	7	3	2	3	2	2	9	12	7	12	4	0	3	1	10	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	2	3	1	3	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	1.Политическая партия «Аграрная партия России»	303	18	14	5	9	9	6	1	1	13	1	9	7	0	3	10	12	4	17	13	3	13	0	1	4	0	16	0	15	25	16	2	3	14	0	35	4					
		2.74%	2.20%	2.41%	0.91%	1.40%	2.13%	1.56%	0.34%	2.38%	2.68%	0.97%	1.95%	1.74%	0.00%	2.11%	3.60%	4.08%	2.22%	2.72%	3.71%	4.62%	4.25%	0.00%	1.37%	2.30%	0.00%	3.01%	0.00%	5.14%	9.19%	3.50%	1.20%	2.03%	2.87%	0.00%	14.77%	1.28%					
19	2.Всероссийская политическая партия «Гражданская Сила»	20	1	0	1	2	0	2	0	0	3	0	1	0	0	2	0	1	0	1	2	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0					
		0.18%	0.12%	0.00%	0.18%	0.31%	0.00%	0.52%	0.00%	0.00%	0.62%	0.00%	0.22%	0.00%	0.00%	1.41%	0.00%	0.34%	0.00%	0.16%	0.57%	0.00%	0.00%	0.00%	1.37%	0.00%	0.00%	0.38%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	10	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1					
		0.09%	0.12%	0.00%	0.18%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.65%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.42%	0.32%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1240	127	90	68	89	69	68	5	6	63	9	63	51	2	4	38	21	6	71	33	2	36	1	18	23	3	54	15	35	20	46	4	6	21	0	28	45					
		11.21%	15.54%	15.49%	12.39%	13.80%	16.35%	17.71%	1.71%	14.29%	12.99%	8.74%	13.64%	12.66%	1.32%	2.82%	13.67%	7.14%	3.33%	11.34%	9.43%	3.08%	11.76%	2.00%	24.66%	13.22%	10.34%	10.17%	6.55%	11.99%	7.35%	10.07%	2.41%	4.05%	4.30%	0.00%	11.81%	14.42%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	92	10	2	10	9	3	5	1	0	4	1	4	3	2	1	3	4	0	12	2	0	2	0	0	0	1	3	0	0	0	8	0	0	0	0	0	2					
