Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Усть-Алданская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609					
1	"Число избирателей, внесенных в список избирателей"	12924	1071	883	703	846	507	433	281	33	536	120	524	474	160	142	306	346	202	694	437	67	394	49	76	198	38	598	263	333	291	465	171	133	553	21	236	340					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12650	900	800	650	800	480	450	300	35	550	130	500	440	180	145	310	340	200	700	440	60	380	55	75	200	40	600	270	350	295	470	190	145	550	20	250	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8870	620	499	390	487	384	302	228	31	369	115	347	331	136	121	204	263	145	439	247	57	286	46	66	150	37	444	226	271	250	361	134	116	374	20	148	226					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	981	70	51	41	34	52	29	30	0	78	0	49	49	9	7	47	10	23	70	42	0	13	3	0	14	1	31	17	14	23	46	11	3	56	0	33	25					
6	Число погашенных избирательных бюллетеней	2799	210	250	219	279	44	119	42	4	103	15	104	60	35	17	59	67	32	191	151	3	81	6	9	36	2	125	27	65	22	63	45	26	120	0	69	99					
7	Число избирательных бюллетеней в переносных ящиках для голосования	981	70	51	41	34	52	29	30	0	78	0	49	49	9	7	47	10	23	70	42	0	13	3	0	14	1	31	17	14	23	46	11	3	56	0	33	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8870	620	499	390	487	384	302	228	31	369	115	347	331	136	121	204	263	145	439	247	57	286	46	66	150	37	444	226	271	250	361	134	116	374	20	148	226					
9	Число недействительных избирательных бюллетеней	69	3	1	5	2	2	1	1	1	7	0	4	5	2	0	2	4	1	5	3	1	3	0	0	1	0	0	0	2	1	2	2	1	5	0	1	1					
10	Число действительных избирательных бюллетеней	9782	687	549	426	519	434	330	257	30	440	115	392	375	143	128	249	269	167	504	286	56	296	49	66	163	38	475	243	283	272	405	143	118	425	20	180	250					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	487	30	20	20	20	15	22	13	2	20	7	20	15	10	10	15	10	15	20	15	3	15	3	5	12	3	25	10	10	10	20	10	12	20	2	13	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	402	26	15	13	10	13	22	13	0	18	7	18	7	10	7	8	8	13	15	13	3	7	3	5	12	0	25	10	10	8	16	10	12	20	0	13	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	127	10	13	9	9	13	2	1	0	4	0	2	17	1	0	9	3	3	1	5	0	4	0	0	2	2	2	0	3	3	2	0	0	5	0	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	85	4	5	7	10	2	0	0	2	2	0	2	8	0	3	7	2	2	5	2	0	8	0	0	0	3	0	0	0	2	4	0	0	0	2	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	1	0	0	2	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2124	160	114	75	105	74	59	44	2	61	28	71	50	27	30	49	81	79	137	62	11	45	12	20	37	11	111	18	62	55	96	57	25	121	2	54	79					
		21.56%	23.19%	20.73%	17.40%	20.15%	16.97%	17.82%	17.05%	6.45%	13.65%	24.35%	17.93%	13.16%	18.62%	23.44%	19.52%	29.67%	47.02%	26.92%	21.45%	19.30%	15.05%	24.49%	30.30%	22.56%	28.95%	23.37%	7.41%	21.75%	20.15%	23.59%	39.31%	21.01%	28.14%	10.00%	29.83%	31.47%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	121	7	3	3	13	5	4	5	1	4	4	2	14	1	1	2	1	4	7	7	0	1	0	0	4	1	9	0	2	2	3	4	1	5	0	0	1					
		1.23%	1.01%	0.55%	0.70%	2.50%	1.15%	1.21%	1.94%	3.23%	0.89%	3.48%	0.51%	3.68%	0.69%	0.78%	0.80%	0.37%	2.38%	1.38%	2.42%	0.00%	0.33%	0.00%	0.00%	2.44%	2.63%	1.89%	0.00%	0.70%	0.73%	0.74%	2.76%	0.84%	1.16%	0.00%	0.00%	0.40%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	1	0	1	3	0	1	0	0	2	0	0	0	0	0	3	0	0	2	0	0	1	0	0	0	0	2	0	2	0	1	1	0	1	0	3	1					
