Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Еланская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762					
1	"Число избирателей, внесенных в списки"	27034	1510	1707	1612	1596	1690	2039	1611	1120	308	111	434	631	802	779	1093	468	1178	1162	231	848	1206	1329	478	687	616	223	264	245	272	187	597					
2	"Число бюллетеней, полученных участковыми комиссиями"	26837	1520	1610	1570	1540	1690	2050	1590	1120	319	102	435	630	790	775	1100	475	1200	1160	232	840	1220	1300	474	700	610	214	260	244	276	191	600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15084	845	935	834	816	875	1104	675	601	204	92	214	380	529	515	826	296	490	530	193	526	678	706	312	407	382	142	156	152	204	121	344					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1364	28	59	63	46	64	49	79	99	10	0	76	0	19	42	9	46	149	64	10	64	74	64	19	53	25	14	34	22	10	11	62					
6	Число погашенных бюллетеней	10389	647	616	673	678	751	897	836	420	105	10	145	250	242	218	265	133	561	566	29	250	468	530	143	240	203	58	70	70	62	59	194					
7	Число бюллетеней в переносных ящиках для голосования	1364	28	59	63	46	64	49	79	99	10	0	76	0	19	42	9	46	149	64	10	64	74	64	19	53	25	14	34	22	10	11	62					
8	Число бюллетеней в стационарных ящиках для голосования	15072	840	931	834	815	875	1104	675	601	204	92	214	380	527	515	826	296	490	530	193	526	678	706	312	407	382	142	156	152	204	121	344					
9	Число недействительных бюллетеней	336	10	16	35	30	18	10	18	5	2	0	8	5	45	18	16	1	4	4	0	9	9	18	10	16	4	5	1	2	3	4	10					
10	Число действительных бюллетеней	16100	858	974	862	831	921	1143	736	695	212	92	282	375	501	539	819	341	635	590	203	581	743	752	321	444	403	151	189	172	211	128	396					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	350	20	20	20	20	20	26	22	15	5	3	5	8	9	8	15	5	15	15	5	10	15	15	5	8	8	5	5	5	5	5	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	81	11	3	4	5	4	4	2	2	2	0	1	0	6	4	2	0	5	3	0	1	5	10	0	3	1	0	0	1	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	5	0	5	0	2	4	3	1	0	0	2	0	2	1	0	0	0	0	1	1	1	1	0	0	0	1	3	0	0	0	0					
14	Число погашенных открепительных удостоверений	269	9	17	16	15	16	22	20	13	3	3	4	8	3	4	13	5	10	12	5	9	10	5	5	5	7	5	5	4	5	5	6					
15	Число открепительных удостоверений выданных ТИК	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	138	6	5	6	9	10	9	6	8	6	0	1	3	3	8	4	4	4	4	2	3	5	6	0	7	6	4	3	0	0	0	6					
		0.83%	0.69%	0.50%	0.66%	1.04%	1.06%	0.78%	0.79%	1.14%	2.80%	0.0%	0.34%	0.78%	0.54%	1.43%	0.47%	1.16%	0.62%	0.67%	0.98%	0.50%	0.66%	0.77%	0.0%	1.52%	1.47%	2.56%	1.57%	0.0%	0.0%	0.0%	1.47%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	364	21	19	11	24	37	23	11	9	8	0	6	8	16	5	22	9	15	15	5	4	27	25	2	12	15	0	5	3	3	0	4					
		2.21%	2.41%	1.91%	1.22%	2.78%	3.94%	1.99%	1.45%	1.28%	3.73%	0.0%	2.06%	2.10%	2.93%	0.89%	2.63%	2.63%	2.34%	2.52%	2.46%	0.67%	3.59%	3.24%	0.60%	2.60%	3.68%	0.0%	2.63%	1.72%	1.40%	0.0%	0.98%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	234	19	16	24	10	10	8	6	7	2	0	6	3	6	6	16	6	6	8	1	4	10	9	1	11	8	4	5	4	4	7	7					
		1.42%	2.18%	1.61%	2.67%	1.16%	1.06%	0.69%	0.79%	1.0%	0.93%	0.0%	2.06%	0.78%	1.09%	1.07%	1.91%	1.75%	0.93%	1.34%	0.49%	0.67%	1.32%	1.16%	0.30%	2.39%	1.96%	2.56%	2.63%	2.29%	1.86%	5.30%	1.72%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	176	10	17	13	15	21	9	13	1	1	0	3	3	7	3	1	3	7	5	0	3	7	8	0	4	10	4	2	2	0	0	4					
		1.07%	1.15%	1.71%	1.44%	1.74%	2.23%	0.78%	1.72%	0.14%	0.46%	0.0%	1.03%	0.78%	1.28%	0.53%	0.11%	0.87%	1.09%	0.84%	0.0%	0.50%	0.93%	1.03%	0.0%	0.86%	2.45%	2.56%	1.05%	1.14%	0.0%	0.0%	0.98%					
22	"5. ""За Русь Святую"""	45	2	4	3	4	4	2	0	1	1	0	2	4	2	0	1	1	2	0	0	3	0	4	1	0	0	1	1	1	0	0	1					
		0.27%	0.23%	0.40%	0.33%	0.46%	0.42%	0.17%	0.0%	0.14%	0.46%	0.0%	0.68%	1.05%	0.36%	0.0%	0.11%	0.29%	0.31%	0.0%	0.0%	0.50%	0.0%	0.51%	0.30%	0.0%	0.0%	0.64%	0.52%	0.57%	0.0%	0.0%	0.24%					
23	"6. ""Объединенная Российская партия ""Русь"""	32	0	3	1	4	1	2	2	1	1	0	0	0	1	2	0	1	4	2	1	1	0	2	0	2	0	0	0	0	0	1	0					
		0.19%	0.0%	0.30%	0.11%	0.46%	0.10%	0.17%	0.26%	0.14%	0.46%	0.0%	0.0%	0.0%	0.18%	0.35%	0.0%	0.29%	0.62%	0.33%	0.49%	0.16%	0.0%	0.25%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	61	1	4	6	3	4	10	3	0	1	0	1	0	1	1	0	4	6	2	0	0	6	0	0	0	3	0	0	1	3	0	1					
		0.37%	0.11%	0.40%	0.66%	0.34%	0.42%	0.86%	0.39%	0.0%	0.46%	0.0%	0.34%	0.0%	0.18%	0.17%	0.0%	1.16%	0.93%	0.33%	0.0%	0.0%	0.79%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.57%	1.40%	0.0%	0.24%					
25	"8. ""Народно-республиканская партия России"""	17	0	0	0	2	1	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	1	0	1	2	2	0	0	1	0	0					
		0.10%	0.0%	0.0%	0.0%	0.23%	0.10%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.12%	0.0%	0.21%	0.49%	1.28%	0.0%	0.0%	0.46%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	14	0	0	0	2	4	1	0	1	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0					
		0.08%	0.0%	0.0%	0.0%	0.23%	0.42%	0.08%	0.0%	0.14%	0.46%	1.08%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.98%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	2231	67	110	95	64	105	127	82	58	13	18	12	65	61	80	112	88	58	69	62	164	104	234	29	116	49	12	74	22	34	24	23					
		13.57%	7.71%	11.11%	10.59%	7.43%	11.18%	11.01%	10.87%	8.28%	6.07%	19.56%	4.13%	17.10%	11.17%	14.36%	13.41%	25.73%	9.07%	11.61%	30.54%	27.79%	13.82%	30.38%	8.76%	25.21%	12.03%	7.69%	38.94%	12.64%	15.88%	18.18%	5.66%					
28	"11. ""Истинные патриоты России"""	16	1	2	0	0	0	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0	0	1	0	0	0	5	1	0	0	0	1					
		0.09%	0.11%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.29%	0.15%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	3.20%	0.52%	0.0%	0.0%	0.0%	0.24%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	151	5	17	15	16	10	16	11	5	0	0	1	8	1	3	4	3	2	2	1	0	8	8	2	6	1	0	0	0	1	0	5					
		0.91%	0.57%	1.71%	1.67%	1.85%	1.06%	1.38%	1.45%	0.71%	0.0%	0.0%	0.34%	2.10%	0.18%	0.53%	0.47%	0.87%	0.31%	0.33%	0.49%	0.0%	1.06%	1.03%	0.60%	1.30%	0.24%	0.0%	0.0%	0.0%	0.46%	0.0%	1.23%					
