Выборы Президента Российской Федерации																																																												
Дата голосования: 02.03.2008																																																												
																																																												
Наименование Избирательной комиссии:    Волгодонская городская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
	Число участковых избирательных комиссий	53																																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	53																																																										
																																																												
		Сумма	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №2456					
1	"Число избирателей, включенных в списки избирателей"	133571	2645	2389	2431	2562	2006	2362	2365	2360	2898	2336	2432	2215	2383	2291	2319	2487	2525	2348	1974	1872	1511	2948	2928	2627	2907	2686	2472	2797	2763	2832	2504	2792	2850	2633	1600	1620	2719	2893	2896	2863	3007	2961	2727	1534	2760	2829	2326	2362	2047	3003	2825	2960	3189					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	119000	2500	2000	2100	2100	1800	2000	2000	2000	2700	2000	2100	2000	2100	2000	2100	2100	2100	2000	1700	1700	1300	2500	2700	2400	2500	2300	2100	2500	2500	2600	2200	2500	2500	2400	1300	1300	2500	2600	2700	2500	2700	2700	2500	2600	2400	2600	2000	2100	1800	2700	2600	2700	2600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	73453	1480	1279	1447	1379	1129	1253	1206	1381	1552	1083	1195	1157	1399	1289	1386	1466	1200	1300	1089	960	955	1588	1528	1594	1709	1417	1300	1549	1530	1449	1399	1504	1588	1416	923	699	1600	1530	1607	1510	1651	1575	1497	1485	1441	1555	1126	1180	1222	1587	1714	1669	1726					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2834	176	141	78	229	76	57	59	57	77	86	48	27	43	34	33	52	61	42	42	91	69	37	30	48	34	35	47	27	47	183	43	23	19	18	14	9	51	46	20	65	29	22	37	49	25	23	137	21	30	20	21	25	21					
6	Число погашенных избирательных бюллетеней	42713	844	580	575	492	595	690	735	562	1071	831	857	816	658	677	681	582	839	658	569	649	276	875	1142	758	757	848	753	924	923	968	758	973	893	966	363	592	849	1024	1073	925	1020	1103	966	1066	934	1022	737	899	548	1093	865	1006	853					
