Выборы Президента Российской Федерации																																											
																																											
Наименование Избирательной комиссии:    Кошкинская																																											
																																											
Итоги голосования 																																											
																																											
		Сумма	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365					
1	"Число избирателей, внесенных в список"	16849	1391	1533	1617	1260	1172	823	261	736	287	335	282	263	437	336	355	145	356	239	229	206	344	416	535	277	487	136	118	347	201	357	354	191	158	254	197	214					
2	Число полученных избирательных бюллетеней	16686	1250	1552	1602	1277	1178	791	248	729	298	332	281	267	486	335	352	147	357	239	227	202	346	402	527	266	481	132	117	343	204	373	356	195	157	254	179	204					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12392	793	1011	1013	824	633	715	204	574	237	281	229	190	318	260	288	109	281	185	212	177	280	330	435	253	436	121	103	285	175	294	267	161	137	238	158	185					
5	"Число избирательных бюллетеней, выданных вне помещения"	1746	121	80	59	109	93	36	31	93	24	44	51	46	119	51	53	35	70	50	13	21	53	70	75	10	34	8	10	34	20	63	70	30	18	16	21	15					
6	Число погашенных избирательных бюллетеней	2548	336	461	530	344	452	40	13	62	37	7	1	31	49	24	11	3	6	4	2	4	13	2	17	3	11	3	4	24	9	16	19	4	2	0	0	4					
7	Число избирательных бюллетеней в переносных ящиках	1746	121	80	59	109	93	36	31	93	24	44	51	46	119	51	53	35	70	50	13	21	53	70	75	10	34	8	10	34	20	63	70	30	18	16	21	15					
8	Число бюллетеней в стационарных ящиках для голосования	12392	793	1011	1013	824	633	715	204	574	237	281	229	190	318	260	288	109	281	185	212	177	280	330	435	253	436	121	103	285	175	294	267	161	137	238	158	185					
9	Число недействительных избирательных бюллетеней	192	14	17	14	13	8	3	3	9	3	0	0	2	5	1	3	1	5	6	2	1	7	4	12	1	16	3	0	2	2	8	9	4	3	2	5	4					
10	Число действительных избирательных бюллетеней	13946	900	1074	1058	920	718	748	232	658	258	325	280	234	432	310	338	143	346	229	223	197	326	396	498	262	454	126	113	317	193	349	328	187	152	252	174	196					
11	Число полученных открепительных  удостоверений	356	25	25	25	25	25	10	5	10	5	5	5	5	10	5	10	5	10	5	5	5	10	10	10	5	10	5	5	14	5	8	10	10	5	9	10	5					
12	Число выданных открепительных удостоверений	157	6	25	11	21	1	9	0	0	2	0	0	5	0	5	1	0	8	5	0	2	3	0	0	0	10	0	0	12	2	8	7	9	0	5	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	63	3	1	5	3	3	2	1	1	1	0	2	0	3	4	2	0	2	1	0	3	0	0	0	4	2	0	1	1	1	2	4	4	0	4	1	2					
14	Число неиспользованных открепительных удостоверений	199	19	0	14	4	24	1	5	10	3	5	5	0	10	0	9	5	2	0	5	3	7	10	10	5	0	5	5	2	3	0	3	1	5	4	10	5					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																											
18	. Глазьев Сергей Юрьевич	225	34	17	26	13	12	11	5	5	7	7	5	6	8	1	8	1	2	2	0	5	3	12	5	3	1	1	0	1	4	7	3	3	0	3	1	3					
		1.59%	3.72%	1.56%	2.43%	1.39%	1.65%	1.46%	2.13%	0.75%	2.68%	2.15%	1.79%	2.54%	1.83%	0.32%	2.35%	0.69%	0.57%	0.85%	0.00%	2.53%	0.90%	3.00%	0.98%	1.14%	0.21%	0.78%	0.00%	0.31%	2.05%	1.96%	0.89%	1.57%	0.00%	1.18%	0.56%	1.50%					
19	. Малышкин Олег Александрович	406	18	26	30	30	15	18	13	15	7	5	24	14	29	9	20	5	7	14	1	9	10	11	24	9	5	3	3	4	0	8	0	3	2	7	7	1					
