Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Кижингинская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337					
1	"Число избирателей, внесенных в списки"	11934	186	325	1375	391	203	393	2519	1734	62	228	357	114	560	147	199	705	477	403	158	794	604					
2	"Число бюллетеней, полученных участковыми комиссиями"	11830	175	330	1370	395	205	380	2600	1665	60	215	325	110	560	150	175	700	470	420	155	770	600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7852	131	183	739	238	137	308	1825	1087	54	167	269	74	346	120	158	478	321	285	112	440	380					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	473	6	24	18	15	14	7	86	72	0	21	9	10	24	0	0	15	21	22	12	57	40					
6	Число погашенных бюллетеней	3505	38	123	613	142	54	65	689	506	6	27	47	26	190	30	17	207	128	113	31	273	180					
7	Число бюллетеней в переносных ящиках для голосования	473	6	24	18	15	14	7	86	72	0	21	9	10	24	0	0	15	21	22	12	57	40					
8	Число бюллетеней в стационарных ящиках для голосования	7852	131	183	739	238	137	308	1825	1087	54	167	269	74	346	120	158	478	321	285	112	440	380					
9	Число недействительных бюллетеней	395	6	5	11	14	6	8	58	21	4	9	17	3	35	4	15	19	18	41	9	73	19					
10	Число действительных бюллетеней	7930	131	202	746	239	145	307	1853	1138	50	179	261	81	335	116	143	474	324	266	115	424	401					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	5	10	20	15	5	10	30	20	5	5	5	5	10	5	5	10	5	5	5	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	45	0	0	1	5	0	4	4	20	0	0	2	1	0	0	0	1	0	1	2	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	41	3	0	7	0	1	0	5	2	3	1	3	2	3	2	2	1	3	3	0	0	0					
14	Число погашенных открепительных удостоверений	155	5	10	19	10	5	6	26	0	5	5	3	4	10	5	5	9	5	4	3	9	7					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	347	5	3	11	14	6	19	80	47	3	6	13	10	18	0	7	25	13	12	7	30	18					
		4.16%	3.64%	1.44%	1.45%	5.53%	3.97%	6.03%	4.18%	4.05%	5.55%	3.19%	4.67%	11.90%	4.86%	0.0%	4.43%	5.07%	3.80%	3.90%	5.64%	6.03%	4.28%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1098	18	14	24	112	5	81	338	190	0	36	27	6	32	2	31	38	29	19	28	52	16					
		13.18%	13.13%	6.76%	3.17%	44.26%	3.31%	25.71%	17.68%	16.39%	0.0%	19.14%	9.71%	7.14%	8.64%	1.66%	19.62%	7.70%	8.47%	6.18%	22.58%	10.46%	3.80%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	226	5	6	29	3	2	8	50	24	0	5	8	6	8	1	4	15	8	10	2	20	12					
		2.71%	3.64%	2.89%	3.83%	1.18%	1.32%	2.53%	2.61%	2.07%	0.0%	2.65%	2.87%	7.14%	2.16%	0.83%	2.53%	3.04%	2.33%	3.25%	1.61%	4.02%	2.85%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	115	1	2	13	1	0	2	36	14	0	3	3	1	11	1	3	10	1	4	1	3	5					
		1.38%	0.72%	0.96%	1.71%	0.39%	0.0%	0.63%	1.88%	1.20%	0.0%	1.59%	1.07%	1.19%	2.97%	0.83%	1.89%	2.02%	0.29%	1.30%	0.80%	0.60%	1.19%					
22	"5. ""За Русь Святую"""	28	1	1	9	0	0	0	2	2	0	0	0	0	2	1	0	0	2	2	0	1	5					
		0.33%	0.72%	0.48%	1.18%	0.0%	0.0%	0.0%	0.10%	0.17%	0.0%	0.0%	0.0%	0.0%	0.54%	0.83%	0.0%	0.0%	0.58%	0.65%	0.0%	0.20%	1.19%					
23	"6. ""Объединенная Российская партия ""Русь"""	28	0	2	6	0	0	0	2	7	0	0	1	0	1	0	0	0	3	2	0	3	1					
		0.33%	0.0%	0.96%	0.79%	0.0%	0.0%	0.0%	0.10%	0.60%	0.0%	0.0%	0.35%	0.0%	0.27%	0.0%	0.0%	0.0%	0.87%	0.65%	0.0%	0.60%	0.23%					
24	"7. ""Новый курс - Автомобильная Россия"""	28	1	1	4	1	2	0	2	2	0	1	0	0	1	0	0	3	0	7	1	2	0					
		0.33%	0.72%	0.48%	0.52%	0.39%	1.32%	0.0%	0.10%	0.17%	0.0%	0.53%	0.0%	0.0%	0.27%	0.0%	0.0%	0.60%	0.0%	2.28%	0.80%	0.40%	0.0%					
25	"8. ""Народно-республиканская партия России"""	19	0	0	0	1	0	2	3	3	0	0	0	1	0	0	0	1	0	0	0	7	1					
		0.22%	0.0%	0.0%	0.0%	0.39%	0.0%	0.63%	0.15%	0.25%	0.0%	0.0%	0.0%	1.19%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	1.40%	0.23%					
26	"9. ""Российская экологическая партия ""Зеленые"""	17	1	1	3	1	0	1	1	3	0	0	0	0	1	1	0	0	0	1	0	2	1					
		0.20%	0.72%	0.48%	0.39%	0.39%	0.0%	0.31%	0.05%	0.25%	0.0%	0.0%	0.0%	0.0%	0.27%	0.83%	0.0%	0.0%	0.0%	0.32%	0.0%	0.40%	0.23%					
