Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Горномарийская районная																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230					
1	"Число избирателей, внесенных в списки избирателей"	18871	546	629	896	473	240	107	302	419	1193	405	290	164	650	222	390	522	791	273	330	364	327	478	195	517	964	148	444	155	577	800	346	131	361	781	635	208	192	439	214	194	357	166	658	378					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19770	550	650	950	470	250	110	300	450	1200	400	300	170	650	250	400	550	800	300	350	400	350	500	200	550	950	150	500	150	650	900	400	150	300	850	600	220	230	450	250	220	400	200	700	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11921	272	401	705	306	171	85	190	330	718	254	180	124	399	126	175	324	519	173	213	178	222	359	120	331	647	89	241	113	329	505	193	97	167	436	398	104	148	292	179	122	180	125	410	271					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	5083	239	220	116	146	65	21	104	78	240	105	88	30	185	79	177	182	122	48	75	118	85	86	64	175	250	59	169	29	136	75	116	30	125	254	196	96	30	85	28	48	114	41	248	106					
6	Число погашенных избирательных бюллетеней	2766	39	29	129	18	14	4	6	42	242	41	32	16	66	45	48	44	159	79	62	104	43	55	16	44	53	2	90	8	185	320	91	23	8	160	6	20	52	73	43	50	106	34	42	23					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5082	239	220	116	146	65	21	104	78	240	105	88	30	185	79	177	182	122	48	75	118	85	86	64	175	250	59	168	29	136	75	116	30	125	254	196	96	30	85	28	48	114	41	248	106					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11921	272	401	705	306	171	85	190	330	718	254	180	124	399	126	175	324	519	173	213	178	222	359	120	331	647	89	241	113	329	505	193	97	167	436	398	104	148	292	179	122	180	125	410	271					
9	Число недействительных избирательных бюллетеней	100	3	9	0	4	3	0	1	6	5	2	4	0	2	1	2	6	2	3	0	1	1	1	0	12	5	0	1	0	6	5	4	0	1	0	1	1	0	1	1	0	1	0	3	2					
10	Число действительных избирательных бюллетеней	16903	508	612	821	448	233	106	293	402	953	357	264	154	582	204	350	500	639	218	288	295	306	444	184	494	892	148	408	142	459	575	305	127	291	690	593	199	178	376	206	170	293	166	655	375					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	779	20	30	41	20	10	3	6	20	45	15	7	8	25	16	13	24	25	10	10	25	12	20	23	20	30	5	15	1	20	34	7	7	13	27	22	10	20	28	10	10	12	15	25	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	738	20	30	41	19	10	3	6	20	45	12	3	8	25	16	13	24	25	10	8	25	8	16	23	15	30	5	13	0	20	32	7	7	11	27	12	10	20	28	10	10	12	15	24	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	291	8	7	38	7	5	2	7	7	12	5	4	2	6	2	2	12	8	5	3	4	5	5	2	3	22	2	2	0	7	12	2	4	5	8	2	3	4	17	4	7	11	0	13	5					
