Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Людиновская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445					
1	"Число избирателей, внесенных в списки избирателей"	36806	1650	1301	1571	2170	1700	2986	1553	2027	2816	2534	1276	770	733	790	1371	1671	1742	2995	922	1171	269	382	360	204	379	359	288	250	123	443					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	33150	1500	1200	1350	1950	1550	2650	1450	1750	2600	2250	1100	700	650	650	1250	1500	1500	2700	850	1050	250	350	350	200	350	350	250	250	150	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18849	899	672	757	1155	978	1588	790	1033	1537	1183	625	344	329	392	764	834	911	1607	472	511	158	150	157	87	168	265	120	52	59	252					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1593	30	31	51	29	21	60	31	43	32	23	75	84	77	54	23	32	10	54	19	211	33	81	63	46	81	8	80	100	29	82					
6	Число погашенных избирательных бюллетеней	12708	571	497	542	766	551	1002	629	674	1031	1044	400	272	244	204	463	634	579	1039	359	328	59	119	130	67	101	77	50	98	62	116					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1593	30	31	51	29	21	60	31	43	32	23	75	84	77	54	23	32	10	54	19	211	33	81	63	46	81	8	80	100	29	82					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18770	899	672	757	1155	978	1528	790	1033	1519	1183	625	344	329	392	763	834	911	1607	472	511	158	150	157	87	168	265	120	52	59	252					
9	Число недействительных избирательных бюллетеней	164	12	8	3	10	5	17	3	6	15	6	6	2	4	5	9	12	2	12	4	11	0	0	1	1	2	1	0	0	0	7					
10	Число действительных избирательных бюллетеней	20199	917	695	805	1174	994	1571	818	1070	1536	1200	694	426	402	441	777	854	919	1649	487	711	191	231	219	132	247	272	200	152	88	327					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	366	20	10	15	19	23	23	12	15	30	19	5	10	5	10	10	15	19	25	10	6	5	5	15	10	5	5	5	5	0	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	299	15	10	14	15	23	23	11	13	30	19	5	6	2	6	10	12	14	25	3	4	1	1	15	10	2	5	2	1	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	177	15	9	2	4	10	5	9	19	5	5	2	7	7	4	8	4	4	1	2	2	6	4	10	10	2	3	3	7	6	2					
14	Число погашенных неиспользованных открепительных удостоверений	67	5	0	1	4	0	0	1	2	0	0	0	4	3	4	0	3	5	0	7	2	4	4	0	0	3	0	3	4	0	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	1	0	4	3	1	1	1	2	3	4	1	1	0	3	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	457	24	18	15	23	30	41	24	15	32	35	8	5	10	7	22	19	22	32	8	10	6	5	11	10	4	5	1	4	0	11					
		2.24%	2.58%	2.56%	1.86%	1.94%	3.00%	2.58%	2.92%	1.39%	2.06%	2.90%	1.14%	1.17%	2.46%	1.57%	2.80%	2.19%	2.39%	1.93%	1.63%	1.39%	3.14%	2.16%	5.00%	7.52%	1.61%	1.83%	0.50%	2.63%	0.00%	3.29%					
19	2.Всероссийская политическая партия «Гражданская Сила»	125	9	4	0	7	4	10	6	7	16	14	3	0	4	1	5	9	4	11	1	7	0	1	0	0	0	1	1	0	0	0					
		0.61%	0.97%	0.57%	0.00%	0.59%	0.40%	0.63%	0.73%	0.65%	1.03%	1.16%	0.43%	0.00%	0.99%	0.22%	0.64%	1.04%	0.43%	0.66%	0.20%	0.97%	0.00%	0.43%	0.00%	0.00%	0.00%	0.37%	0.50%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	22	1	0	1	0	0	2	2	0	4	2	1	0	0	0	2	0	1	2	1	1	0	0	1	1	0	0	0	0	0	0					
