Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Кызылская городская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31					
1	"Число избирателей, внесенных в список"	54675	1501	1806	1202	1680	1207	2546	1376	2024	2369	1557	1635	1132	2535	2282	1745	1862	1700	1795	2293	1727	1600	2371	1871	1790	1421	1636	1919	1547	1993	1868	685					
2	Число полученных избирательных бюллетеней	53450	1400	1700	1300	1900	1200	2300	1500	1900	2200	1350	1500	1100	2300	2400	1700	2000	1600	1800	2200	1700	1800	2000	1900	1600	1700	1500	1800	1600	2000	1900	600					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	33180	1028	1037	636	1226	740	1694	801	1068	2059	874	767	621	1085	1736	1146	1471	1101	1115	1193	1106	1077	1155	1166	1061	972	784	919	804	1174	1191	373					
5	"Число избирательных бюллетеней, выданных вне помещения"	3319	78	77	182	96	137	34	124	72	41	448	200	16	619	27	36	24	89	142	45	56	31	47	29	23	40	286	128	90	32	44	26					
6	Число погашенных избирательных бюллетеней	16951	294	586	482	578	323	572	575	760	100	28	533	463	596	637	518	505	410	543	962	538	692	798	705	516	688	430	753	706	794	665	201					
7	Число избирательных бюллетеней в переносных ящиках	3319	78	77	182	96	137	34	124	72	41	448	200	16	619	27	36	24	89	142	45	56	31	47	29	23	40	286	128	90	32	44	26					
8	Число бюллетеней в стационарных ящиках для голосования	33136	1028	1037	636	1225	737	1694	799	1068	2059	874	767	619	1085	1709	1145	1471	1101	1115	1193	1106	1077	1155	1161	1061	972	784	919	801	1174	1191	373					
9	Число недействительных избирательных бюллетеней	268	5	7	10	5	3	14	16	0	5	7	8	8	35	10	5	0	4	14	7	11	12	21	11	20	7	0	3	11	6	3	0					
10	Число действительных избирательных бюллетеней	36187	1101	1107	808	1316	871	1714	907	1140	2095	1315	959	627	1669	1726	1176	1495	1186	1243	1231	1151	1096	1181	1179	1064	1005	1070	1044	880	1200	1232	399					
11	Число полученных открепительных  удостоверений	484	10	20	10	10	10	85	10	14	10	10	30	10	10	20	10	10	10	10	20	10	10	20	20	20	10	10	10	10	15	20	10					
12	Число выданных открепительных удостоверений	321	7	11	1	10	5	75	5	10	10	5	13	10	6	20	10	8	4	10	12	7	4	12	15	11	5	6	1	2	11	11	4					
