Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Советская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945					
1	"Число избирателей, внесенных в список избирателей"	16812	1132	1078	1845	1312	280	207	148	346	181	384	533	916	251	214	394	204	151	378	391	175	146	473	307	555	227	259	235	270	325	309	208	310	242	298	520	377	444	502	285					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16199	1097	1072	1746	1248	266	204	146	344	179	365	485	901	245	208	395	188	141	377	375	163	138	462	298	528	225	240	224	264	309	290	200	295	236	290	517	368	418	461	291					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7047	470	493	667	535	178	101	72	158	61	210	184	367	126	92	120	86	36	119	128	89	72	223	182	285	76	96	112	87	153	136	106	171	118	93	196	196	104	227	122					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3114	46	61	150	90	46	71	39	57	60	69	189	62	53	39	93	32	65	151	131	38	55	194	76	55	59	91	51	95	84	69	54	64	21	130	109	39	148	84	94					
6	Число погашенных избирательных бюллетеней	6038	581	518	929	623	42	32	35	129	58	86	112	472	66	77	182	70	40	107	116	36	11	45	40	188	90	53	61	82	72	85	40	60	97	67	212	133	166	150	75					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3114	46	61	150	90	46	71	39	57	60	69	189	62	53	39	93	32	65	151	131	38	55	194	76	55	59	91	51	95	84	69	54	64	21	130	109	39	148	84	94					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7047	470	493	667	535	178	101	72	158	61	210	184	367	126	92	120	86	36	119	128	89	72	223	182	285	76	96	112	87	153	136	106	171	118	93	196	196	104	227	122					
9	Число недействительных избирательных бюллетеней	122	4	9	11	12	3	0	2	6	0	3	2	2	4	8	0	0	3	3	1	1	8	2	1	10	1	0	6	0	1	2	0	2	3	0	2	6	0	4	0					
10	Число действительных избирательных бюллетеней	10039	512	545	806	613	221	172	109	209	121	276	371	427	175	123	213	118	98	267	258	126	119	415	257	330	134	187	157	182	236	203	160	233	136	223	303	229	252	307	216					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	330	20	19	31	22	5	4	3	9	3	7	9	16	4	4	9	3	3	7	7	3	2	8	5	9	4	4	6	5	6	5	11	5	4	5	12	7	7	32	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	189	11	11	27	20	0	2	3	8	1	1	2	10	4	1	8	0	2	1	4	0	1	3	0	5	4	2	4	0	5	0	6	4	0	3	12	3	2	17	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	95	6	1	4	3	1	2	3	1	2	0	2	3	0	2	5	1	3	1	0	3	8	2	2	1	1	2	5	1	7	4	2	3	1	0	3	3	2	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	141	9	8	4	2	5	2	0	1	2	6	7	6	0	3	1	3	1	6	3	3	1	5	5	4	0	2	2	5	1	5	5	1	4	2	0	4	5	15	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
