Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Баргузинская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36					
1	"Число избирателей, внесенных в списки"	17921	1320	1441	605	617	212	998	1143	1147	1148	1024	183	101	266	210	179	137	421	151	633	163	147	653	270	245	229	693	278	996	828	274	125	501	176	206	98	103					
2	"Число бюллетеней, полученных участковыми комиссиями"	18465	1280	1420	580	590	215	1000	1150	1115	1150	1050	180	140	265	215	175	140	420	170	620	180	160	680	280	350	240	750	300	1080	920	300	145	540	200	225	120	120					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9705	700	835	296	300	106	471	668	542	446	458	114	37	159	102	133	104	236	94	366	83	85	340	150	212	158	427	166	562	458	187	83	304	94	76	78	75					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1022	34	84	13	6	21	52	29	30	36	20	19	0	24	30	10	19	14	17	53	43	13	68	29	33	21	9	12	87	38	30	2	19	13	67	12	15					
6	Число погашенных бюллетеней	7729	546	501	271	284	88	477	453	543	668	572	47	94	82	83	32	17	170	59	201	54	62	272	101	105	61	314	122	431	424	83	60	217	93	82	30	30					
7	Число бюллетеней в переносных ящиках для голосования	1031	34	84	13	6	21	52	29	30	36	20	19	9	24	30	10	19	14	17	53	43	13	68	29	33	21	9	12	87	38	30	2	19	13	67	12	15					
8	Число бюллетеней в стационарных ящиках для голосования	9704	700	835	296	300	106	471	668	542	446	458	114	37	159	102	133	104	236	94	365	83	85	340	150	212	158	427	166	562	458	187	83	304	94	76	78	75					
9	Число недействительных бюллетеней	389	22	30	7	6	5	18	28	22	13	19	0	0	5	7	5	3	5	9	7	2	6	4	9	18	8	15	12	24	19	8	4	20	7	5	14	3					
10	Число действительных бюллетеней	10346	712	889	302	300	122	505	669	550	469	459	133	46	178	125	138	120	245	102	411	124	92	404	170	227	171	421	166	625	477	209	81	303	100	138	76	87					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	199	14	14	5	5	3	5	10	10	10	5	4	5	3	3	3	3	5	3	5	3	3	5	3	5	5	5	3	14	10	3	3	10	3	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	55	8	9	4	0	0	2	3	3	5	0	0	0	2	0	1	1	2	0	1	0	0	0	0	1	0	4	0	2	5	0	1	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	48	6	2	0	1	1	1	4	2	1	1	0	1	3	1	1	1	1	0	0	0	0	2	0	3	1	0	1	3	2	2	1	1	0	1	1	3					
14	Число погашенных открепительных удостоверений	144	6	5	1	5	3	3	7	7	5	5	4	5	1	3	2	2	3	3	4	3	3	5	3	4	5	1	3	12	5	3	2	9	3	3	3	3					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	347	9	18	7	6	3	12	22	23	13	17	8	1	1	5	1	2	4	3	11	6	6	11	15	10	6	14	12	12	22	18	5	9	13	11	4	7					
		3.23%	1.22%	1.95%	2.26%	1.96%	2.36%	2.29%	3.15%	4.02%	2.69%	3.55%	6.01%	2.17%	0.54%	3.78%	0.69%	1.62%	1.6%	2.70%	2.63%	4.76%	6.12%	2.69%	8.37%	4.08%	3.35%	3.21%	6.74%	1.84%	4.43%	8.29%	5.88%	2.78%	12.14%	7.69%	4.44%	7.77%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	340	35	46	13	10	0	8	13	6	12	19	4	0	1	2	1	1	7	2	8	9	4	12	2	7	18	6	2	19	28	12	2	17	5	3	2	4					
		3.16%	4.76%	5.00%	4.20%	3.26%	0.0%	1.52%	1.86%	1.04%	2.48%	3.97%	3.00%	0.0%	0.54%	1.51%	0.69%	0.81%	2.8%	1.80%	1.91%	7.14%	4.08%	2.94%	1.11%	2.85%	10.05%	1.37%	1.12%	2.92%	5.64%	5.52%	2.35%	5.26%	4.67%	2.09%	2.22%	4.44%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	302	20	27	10	12	6	22	19	27	13	7	2	2	3	2	1	3	4	3	14	2	2	16	2	6	1	12	4	21	12	2	1	13	0	5	4	2					
		2.81%	2.72%	2.93%	3.23%	3.92%	4.72%	4.20%	2.72%	4.72%	2.69%	1.46%	1.50%	4.34%	1.63%	1.51%	0.69%	2.43%	1.6%	2.70%	3.34%	1.58%	2.04%	3.92%	1.11%	2.44%	0.55%	2.75%	2.24%	3.23%	2.41%	0.92%	1.17%	4.02%	0.0%	3.49%	4.44%	2.22%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	177	31	31	5	7	0	9	15	2	10	2	1	0	2	0	2	0	2	0	8	2	0	5	0	0	0	6	2	11	5	10	2	1	1	3	1	1					
		1.64%	4.22%	3.37%	1.61%	2.28%	0.0%	1.72%	2.15%	0.34%	2.07%	0.41%	0.75%	0.0%	1.09%	0.0%	1.39%	0.0%	0.8%	0.0%	1.91%	1.58%	0.0%	1.22%	0.0%	0.0%	0.0%	1.37%	1.12%	1.69%	1.00%	4.60%	2.35%	0.30%	0.93%	2.09%	1.11%	1.11%					
22	"5. ""За Русь Святую"""	74	11	8	1	2	1	4	6	4	1	4	2	0	0	1	4	1	1	3	4	2	0	2	0	2	2	2	0	0	4	0	1	0	1	0	0	0					
		0.68%	1.49%	0.87%	0.32%	0.65%	0.78%	0.76%	0.86%	0.69%	0.20%	0.83%	1.50%	0.0%	0.0%	0.75%	2.79%	0.81%	0.4%	2.70%	0.95%	1.58%	0.0%	0.49%	0.0%	0.81%	1.11%	0.45%	0.0%	0.0%	0.80%	0.0%	1.17%	0.0%	0.93%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	26	0	2	0	1	1	2	2	1	4	1	1	0	0	3	0	1	0	0	1	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	1					
		0.24%	0.0%	0.21%	0.0%	0.32%	0.78%	0.38%	0.28%	0.17%	0.82%	0.20%	0.75%	0.0%	0.0%	2.27%	0.0%	0.81%	0.0%	0.0%	0.23%	0.0%	0.0%	0.49%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.11%					
24	"7. ""Новый курс - Автомобильная Россия"""	62	3	3	3	1	0	3	6	2	7	2	0	0	0	2	1	0	0	0	2	2	1	0	0	2	2	5	1	4	1	1	2	4	1	0	1	0					
		0.57%	0.40%	0.32%	0.97%	0.32%	0.0%	0.57%	0.86%	0.34%	1.45%	0.41%	0.0%	0.0%	0.0%	1.51%	0.69%	0.0%	0.0%	0.0%	0.47%	1.58%	1.02%	0.0%	0.0%	0.81%	1.11%	1.14%	0.56%	0.61%	0.20%	0.46%	2.35%	1.23%	0.93%	0.0%	1.11%	0.0%					
25	"8. ""Народно-республиканская партия России"""	27	2	0	2	1	0	1	1	2	3	1	0	0	0	0	0	0	2	0	1	1	1	1	1	2	0	0	2	0	1	2	0	0	0	0	0	0					
		0.25%	0.27%	0.0%	0.64%	0.32%	0.0%	0.19%	0.14%	0.34%	0.62%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.8%	0.0%	0.23%	0.79%	1.02%	0.24%	0.55%	0.81%	0.0%	0.0%	1.12%	0.0%	0.20%	0.92%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	15	2	2	0	1	0	3	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0					
		0.13%	0.27%	0.21%	0.0%	0.32%	0.0%	0.57%	0.0%	0.0%	0.20%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.15%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	772	37	42	12	8	0	5	17	14	9	9	3	0	7	5	6	1	20	8	24	2	3	29	5	16	25	14	22	168	74	30	15	44	12	61	15	10					
		7.19%	5.04%	4.57%	3.88%	2.61%	0.0%	0.95%	2.43%	2.44%	1.86%	1.88%	2.25%	0.0%	3.82%	3.78%	4.19%	0.81%	8.0%	7.20%	5.74%	1.58%	3.06%	7.10%	2.79%	6.53%	13.96%	3.21%	12.35%	25.88%	14.91%	13.82%	17.64%	13.62%	11.21%	42.65%	16.66%	11.11%					
28	"11. ""Истинные патриоты России"""	20	2	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	1	0	2	0	0	2	0	1	1	1	2	1	0	0	0	0	2	0					
		0.18%	0.27%	0.10%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.69%	0.0%	0.0%	0.0%	0.23%	0.0%	2.04%	0.0%	0.0%	0.81%	0.0%	0.22%	0.56%	0.15%	0.40%	0.46%	0.0%	0.0%	0.0%	0.0%	2.22%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	143	17	15	1	7	3	6	9	7	5	4	1	0	3	3	2	1	3	1	5	0	0	2	1	3	2	10	1	7	8	6	2	1	0	6	1	0					
		1.33%	2.31%	1.63%	0.32%	2.28%	2.36%	1.14%	1.29%	1.22%	1.03%	0.83%	0.75%	0.0%	1.63%	2.27%	1.39%	0.81%	1.2%	0.90%	1.19%	0.0%	0.0%	0.49%	0.55%	1.22%	1.11%	2.29%	0.56%	1.07%	1.61%	2.76%	2.35%	0.30%	0.0%	4.19%	1.11%	0.0%					
30	"13. ""Демократическая партия России"""	37	3	4	1	0	0	3	4	6	2	0	0	0	2	1	0	2	0	0	0	0	0	0	0	2	0	2	0	1	2	1	0	0	0	1	0	0					
