Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Пролетарская районная																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723					
1	"Число избирателей, внесенных в списки избирателей"	26152	1132	2307	2206	1889	2003	2212	2014	2198	844	387	1397	162	143	1300	187	377	767	459	230	960	522	340	1187	929					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23398	862	1854	1773	1519	1595	1798	1588	1773	887	406	1414	166	144	1363	185	426	784	500	244	986	567	336	1273	955					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18575	733	1528	1478	1159	1266	1236	1221	1390	785	345	1200	126	130	1033	144	261	664	404	195	801	414	261	992	809					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2222	75	205	137	108	139	526	91	184	42	25	81	30	7	86	21	62	50	14	10	92	40	30	91	76					
6	Число погашенных избирательных бюллетеней	2601	54	121	158	252	190	36	276	199	60	36	133	10	7	244	20	103	70	82	39	93	113	45	190	70					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2222	75	205	137	108	139	526	91	184	42	25	81	30	7	86	21	62	50	14	10	92	40	30	91	76					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18575	733	1528	1478	1159	1266	1236	1221	1390	785	345	1200	126	130	1033	144	261	664	404	195	801	414	261	992	809					
9	Число недействительных избирательных бюллетеней	100	5	3	14	2	10	12	5	13	5	3	3	0	4	8	0	0	0	2	0	1	1	5	4	0					
10	Число действительных избирательных бюллетеней	20697	803	1730	1601	1265	1395	1750	1307	1561	822	367	1278	156	133	1111	165	323	714	416	205	892	453	286	1079	885					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	770	20	28	28	30	32	40	20	40	50	15	40	2	2	85	10	55	10	45	13	35	45	10	75	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	743	9	28	23	24	32	40	20	40	50	15	35	2	2	85	10	55	10	45	13	35	45	10	75	40					
