Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Даниловская 																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428					
1	"Число избирателей, внесенных в списки"	23619	2225	2470	1449	1174	1211	1554	1116	1465	1389	95	410	381	256	219	254	368	505	341	303	467	841	246	681	334	286	175	365	244	283	181	503	255	452	668	270	183					
2	"Число бюллетеней, полученных участковыми комиссиями"	22122	2010	2230	1300	1100	1100	1400	1100	1300	1200	100	400	360	250	220	250	360	500	330	300	450	800	240	680	320	280	180	350	240	280	180	500	240	460	670	270	172					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12080	1424	1579	781	549	577	809	567	755	730	53	199	203	144	110	174	164	212	89	93	205	441	65	297	105	80	92	142	117	156	127	213	146	189	314	99	80					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3354	68	62	58	81	46	98	42	30	41	18	126	90	53	57	19	91	82	224	157	151	129	107	281	109	102	43	84	48	69	12	178	77	160	152	151	58					
6	Число погашенных бюллетеней	6688	518	589	461	470	477	493	491	515	429	29	75	67	53	53	57	105	206	17	50	94	230	68	102	106	98	45	124	75	55	41	109	17	111	204	20	34					
7	Число бюллетеней в переносных ящиках для голосования	3354	68	62	58	81	46	98	42	30	41	18	126	90	53	57	19	91	82	224	157	151	129	107	281	109	102	43	84	48	69	12	178	77	160	152	151	58					
8	Число бюллетеней в стационарных ящиках для голосования	12076	1424	1578	780	549	577	809	567	753	730	53	199	203	144	110	174	164	212	89	93	205	441	65	297	105	80	92	142	117	156	127	213	146	189	314	99	80					
9	Число недействительных бюллетеней	141	14	19	5	10	0	7	0	11	11	0	1	6	2	2	0	0	3	0	0	8	9	0	0	5	4	0	1	0	4	5	6	2	0	3	3	0					
10	Число действительных бюллетеней	15289	1478	1621	833	620	623	900	609	772	760	71	324	287	195	165	193	255	291	313	250	348	561	172	578	209	178	135	225	165	221	134	385	221	349	463	247	138					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	305	25	30	10	10	10	10	10	10	10	0	15	10	5	5	5	5	10	5	5	10	10	5	10	5	5	5	5	5	5	5	5	5	5	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	172	21	24	4	2	6	6	4	3	2	0	15	6	3	3	0	3	5	0	0	9	6	1	7	0	2	2	4	2	3	0	4	2	4	6	3	10					
