Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Интинская городская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93					
1	"Число избирателей, внесенных в списки"	38453	1697	113	268	462	805	1847	1646	1562	1630	3133	3130	1703	1598	1661	1497	1565	1461	1549	1558	1535	1731	3027	1500	1071	704					
2	"Число бюллетеней, полученных участковыми комиссиями"	37442	1658	107	290	500	806	1780	1654	1607	1672	2767	2777	1669	1596	1665	1497	1586	1489	1570	1520	1546	1742	2713	1473	1056	702					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16605	497	87	97	156	243	691	695	739	593	1388	1448	800	829	804	731	756	670	767	712	709	752	1352	569	297	223					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	566	2	5	64	36	211	5	11	14	11	7	10	9	13	17	16	5	11	9	8	24	11	21	23	5	18					
6	Число погашенных бюллетеней	20271	1159	15	129	308	352	1084	948	854	1068	1372	1319	860	754	844	750	825	808	794	800	813	979	1340	881	754	461					
7	Число бюллетеней в переносных ящиках для голосования	566	2	5	64	36	211	5	11	14	11	7	10	9	13	17	16	5	11	9	8	24	11	21	23	5	18					
8	Число бюллетеней в стационарных ящиках для голосования	16599	497	87	97	156	243	691	695	739	593	1388	1446	798	829	804	731	756	670	767	712	709	751	1351	569	297	223					
9	Число недействительных бюллетеней	209	3	3	3	2	8	10	9	17	13	12	15	10	7	9	10	12	11	7	8	8	7	14	3	2	6					
10	Число действительных бюллетеней	16956	496	89	158	190	446	686	697	736	591	1383	1441	797	835	812	737	749	670	769	712	725	755	1358	589	300	235					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	625	25	10	10	10	10	25	25	25	25	50	50	25	25	25	25	25	25	25	25	25	25	50	25	25	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	156	3	2	10	1	0	4	9	16	12	8	6	8	13	4	6	10	3	4	5	5	6	7	6	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	100	5	8	0	0	1	3	2	2	2	4	4	1	3	5	3	3	2	5	3	1	11	14	15	2	1					
14	Число погашенных открепительных удостоверений	469	22	8	0	9	10	21	16	9	13	42	44	17	12	21	19	15	22	21	20	20	19	43	19	17	10					
15	Число открепительных удостоверений выданных ТИК	13	0	0	0	0	0	0	2	0	0	3	1	2	0	0	0	0	0	1	1	1	1	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	169	8	5	0	3	5	12	4	8	9	11	11	7	4	8	3	5	4	7	8	9	5	13	7	3	10					
		0.98%	1.60%	5.43%	0.0%	1.56%	1.10%	1.72%	0.56%	1.06%	1.49%	0.78%	0.75%	0.86%	0.47%	0.97%	0.40%	0.65%	0.58%	0.90%	1.11%	1.22%	0.65%	0.94%	1.18%	0.99%	4.14%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	612	22	0	4	5	3	15	25	26	18	51	58	44	27	19	30	25	26	28	21	22	37	64	24	12	6					
		3.56%	4.40%	0.0%	2.48%	2.60%	0.66%	2.15%	3.54%	3.45%	2.98%	3.65%	3.98%	5.45%	3.20%	2.31%	4.01%	3.28%	3.81%	3.60%	2.91%	3.00%	4.85%	4.66%	4.05%	3.97%	2.48%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	709	23	1	3	7	22	32	34	35	24	44	61	31	33	56	26	27	33	35	30	40	24	47	19	7	15					
		4.13%	4.60%	1.08%	1.86%	3.64%	4.84%	4.59%	4.81%	4.64%	3.97%	3.15%	4.18%	3.84%	3.91%	6.82%	3.48%	3.54%	4.84%	4.51%	4.16%	5.45%	3.14%	3.42%	3.20%	2.31%	6.22%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	923	32	1	1	0	5	36	25	34	22	79	68	48	46	39	44	54	34	45	45	38	51	112	44	16	4					
		5.37%	6.41%	1.08%	0.62%	0.0%	1.10%	5.17%	3.54%	4.51%	3.64%	5.66%	4.67%	5.94%	5.46%	4.75%	5.89%	7.09%	4.99%	5.79%	6.25%	5.18%	6.69%	8.16%	7.43%	5.29%	1.65%					
22	"5. ""За Русь Святую"""	61	2	1	0	1	3	4	0	2	2	2	4	0	1	0	2	3	3	5	5	6	0	7	3	1	4					
		0.35%	0.40%	1.08%	0.0%	0.52%	0.66%	0.57%	0.0%	0.26%	0.33%	0.14%	0.27%	0.0%	0.11%	0.0%	0.26%	0.39%	0.44%	0.64%	0.69%	0.81%	0.0%	0.51%	0.50%	0.33%	1.65%					
23	"6. ""Объединенная Российская партия ""Русь"""	40	1	1	2	0	0	4	3	3	1	1	3	2	3	0	2	1	1	1	3	5	0	2	0	1	0					
		0.23%	0.20%	1.08%	1.24%	0.0%	0.0%	0.57%	0.42%	0.39%	0.16%	0.07%	0.20%	0.24%	0.35%	0.0%	0.26%	0.13%	0.14%	0.12%	0.41%	0.68%	0.0%	0.14%	0.0%	0.33%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	112	2	1	0	1	1	8	4	8	2	8	7	5	5	8	5	5	2	6	5	3	10	8	5	1	2					
		0.65%	0.40%	1.08%	0.0%	0.52%	0.22%	1.14%	0.56%	1.06%	0.33%	0.57%	0.48%	0.61%	0.59%	0.97%	0.66%	0.65%	0.29%	0.77%	0.69%	0.40%	1.31%	0.58%	0.84%	0.33%	0.82%					
25	"8. ""Народно-республиканская партия России"""	19	1	0	0	0	0	2	2	0	2	1	1	1	0	0	1	1	1	3	1	1	0	1	0	0	0					
		0.11%	0.20%	0.0%	0.0%	0.0%	0.0%	0.28%	0.28%	0.0%	0.33%	0.07%	0.06%	0.12%	0.0%	0.0%	0.13%	0.13%	0.14%	0.38%	0.13%	0.13%	0.0%	0.07%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	68	4	0	1	2	1	1	0	3	4	7	5	3	3	2	2	4	1	3	4	2	3	8	1	1	3					
		0.39%	0.80%	0.0%	0.62%	1.04%	0.22%	0.14%	0.0%	0.39%	0.66%	0.50%	0.34%	0.37%	0.35%	0.24%	0.26%	0.52%	0.14%	0.38%	0.55%	0.27%	0.39%	0.58%	0.16%	0.33%	1.24%					
27	"10. ""Аграрная партия России"""	376	8	4	6	21	31	9	15	15	10	22	34	11	14	24	13	12	16	12	15	15	17	25	12	4	11					
		2.19%	1.60%	4.34%	3.72%	10.93%	6.82%	1.29%	2.12%	1.99%	1.65%	1.57%	2.33%	1.36%	1.66%	2.92%	1.74%	1.57%	2.34%	1.54%	2.08%	2.04%	2.23%	1.82%	2.02%	1.32%	4.56%					
28	"11. ""Истинные патриоты России"""	23	3	0	0	1	1	1	2	2	0	2	2	0	0	1	1	1	0	2	0	1	0	2	1	0	0					
		0.13%	0.60%	0.0%	0.0%	0.52%	0.22%	0.14%	0.28%	0.26%	0.0%	0.14%	0.13%	0.0%	0.0%	0.12%	0.13%	0.13%	0.0%	0.25%	0.0%	0.13%	0.0%	0.14%	0.16%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	390	11	1	8	13	14	8	11	12	19	32	37	16	14	14	21	9	18	29	22	10	13	23	17	6	12					
		2.27%	2.20%	1.08%	4.96%	6.77%	3.08%	1.14%	1.55%	1.59%	3.14%	2.29%	2.54%	1.98%	1.66%	1.70%	2.81%	1.18%	2.64%	3.73%	3.05%	1.36%	1.70%	1.67%	2.87%	1.98%	4.97%					
30	"13. ""Демократическая партия России"""	41	2	0	0	0	1	2	7	0	1	5	5	0	1	1	1	2	1	2	2	0	1	5	1	0	1					
		0.23%	0.40%	0.0%	0.0%	0.0%	0.22%	0.28%	0.99%	0.0%	0.16%	0.35%	0.34%	0.0%	0.11%	0.12%	0.13%	0.26%	0.14%	0.25%	0.27%	0.0%	0.13%	0.36%	0.16%	0.0%	0.41%					
31	"14. ""Великая Россия - Евразийский Союз"""	46	3	1	0	0	1	3	0	2	4	4	2	1	1	3	4	0	1	3	6	0	1	3	0	0	3					
		0.26%	0.60%	1.08%	0.0%	0.0%	0.22%	0.43%	0.0%	0.26%	0.66%	0.28%	0.13%	0.12%	0.11%	0.36%	0.53%	0.0%	0.14%	0.38%	0.83%	0.0%	0.13%	0.21%	0.0%	0.0%	1.24%					
32	"15. ""Партия СЛОН"""	421	7	0	9	1	2	8	11	9	23	49	46	24	21	23	24	20	19	22	23	18	11	29	15	4	3					
