Выборы Президента Российской Федерации																																																																																						
Дата голосования: 04.03.2012																																																																																						
																																																																																						
Наименование Избирательной комиссии:    Тула, Пролетарская																																																																																						
																																																																																						
Сводная таблица итогов голосования																																																																																						
																																																																																						
	Число участковых избирательных комиссий	75																																																																																				
	Число участковых избирательных комиссий, приступивших к передаче сведений	75																																																																																				
																																																																																						
		Сумма	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054									
1	Число избирателей, включенных в список избирателей	128856	93	129	50	119	151	356	1037	149	167	243	1020	1679	1599	1646	2270	731	1743	2010	1252	2492	2667	2394	2067	1997	2221	2676	2675	2288	2355	1805	1803	2562	2211	2460	1931	1906	1661	2227	1262	2376	1769	1694	2534	2332	2568	2370	2446	2068	2079	1514	1523	1210	1985	2182	1997	1378	1638	2265	2550	1082	1585	2632	2550	1159	952	1406	1824	2066	2262	1868	1608	1380	1838	2395	1667									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	128035	150	135	50	150	250	380	1200	200	220	500	1000	1700	1600	1600	2400	700	1500	2000	1200	2300	2700	2400	2100	2000	2300	2800	2700	2300	2300	1800	1800	2600	2200	2500	1900	1900	1700	2200	1200	2400	1800	1600	2400	2300	2400	2400	2500	2100	2100	1500	1500	1200	2000	2200	2000	1400	1600	2300	2500	1100	1600	2600	2500	1200	900	1400	1700	1900	2100	1800	1500	1300	1700	2400	1500									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	78892	70	129	47	117	151	272	782	149	164	157	570	901	910	1055	1371	400	1281	1060	557	1731	2366	1811	1237	1606	1360	1546	1344	1634	1262	1291	983	2119	1742	1600	964	1389	1146	1365	933	1695	1088	1015	1749	1329	1756	1264	1323	1200	1096	753	931	704	1092	1271	923	846	969	1224	1363	718	838	1391	1266	618	390	735	940	1016	1233	1137	1041	860	1140	1713	693									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	5714	22	0	3	2	0	84	255	0	0	86	63	177	272	125	144	18	78	43	11	107	29	14	32	20	71	42	84	62	63	31	27	56	61	158	82	125	136	128	31	45	225	223	63	42	59	75	36	57	90	146	18	11	56	41	284	67	44	69	41	106	42	128	112	154	136	28	26	105	98	39	37	54	26	49	140									
6	Число погашенных избирательных бюллетеней	43429	58	6	0	31	99	24	163	51	56	257	367	622	418	420	885	282	141	897	632	462	305	575	831	374	869	1212	1272	604	975	478	790	425	397	742	854	386	418	707	236	660	487	362	588	929	585	1061	1141	843	914	601	551	485	852	888	793	487	587	1007	1096	276	720	1081	1122	428	374	637	734	779	769	624	422	386	534	638	667									
