Выборы Президента Российской Федерации																																																																																	
Дата голосования: 02.03.2008																																																																																	
																																																																																	
"Наименование Избирательной комиссии:    Тула, Пролетарская"																																																																																	
																																																																																	
Сводная таблица результатов выборов																																																																																	
																																																																																	
	Число участковых избирательных комиссий	74																																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	74																																																																															
																																																																																	
		Сумма	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1147					
1	"Число избирателей, включенных в списки избирателей"	128036	920	1741	122	1500	2349	1711	724	152	1615	1213	2052	2642	2498	2624	2307	78	2585	2374	93	2474	2467	2007	2360	1763	1815	2282	2370	1853	1405	1662	2415	1775	2286	1506	1907	2346	2498	2520	142	231	904	81	2742	122	1010	2712	2342	2378	1658	2295	1875	1839	1840	2295	2670	1716	2310	1676	2189	2163	2446	1179	151	728	1448	1872	2026	1699	2389	1841	1387	1995	1675	999					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	128200	1000	1700	130	1500	2400	1700	750	170	1400	1300	2000	2700	2500	2600	2300	100	2700	2400	100	2500	2600	2000	2500	1800	1900	2400	2400	2000	1500	1700	2500	1800	2300	1500	2000	2300	2600	2500	200	250	1000	200	2700	250	1000	2700	2300	2300	1600	2300	1800	1800	1950	2300	2600	1800	2300	1600	2200	2000	2300	1100	200	900	1400	1800	1800	1500	2200	1800	1300	2000	1500	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	79595	625	1062	100	1179	1267	952	425	152	1073	572	1643	2259	2086	1400	1263	74	1857	1938	88	1757	1901	1355	1281	1286	1306	1529	1861	934	789	874	1627	999	1249	1333	1322	1195	1634	1316	142	177	737	81	1488	122	878	2044	1180	1255	816	1718	965	879	1399	1334	1540	1193	1131	843	1697	936	1394	496	84	339	722	1033	1011	749	1263	954	727	1032	854	819					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	4459	67	52	21	51	45	52	31	0	39	95	31	51	26	23	28	4	72	24	5	99	98	90	102	42	47	59	73	173	56	57	126	114	100	73	71	17	56	31	0	54	167	0	69	0	32	50	21	33	64	47	54	56	88	51	55	131	90	38	73	64	62	100	67	180	34	39	66	117	74	89	65	29	52	47					
6	Число погашенных избирательных бюллетеней	44146	308	586	9	270	1088	696	294	18	288	633	326	390	388	1177	1009	22	771	438	7	644	601	555	1117	472	547	812	466	893	655	769	747	687	951	94	607	1088	910	1153	58	19	96	119	1143	128	90	606	1099	1012	720	535	781	865	463	915	1005	476	1079	719	430	1000	844	504	49	381	644	728	723	634	863	757	508	939	594	134					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4459	67	52	21	51	45	52	31	0	39	95	31	51	26	23	28	4	72	24	5	99	98	90	102	42	47	59	73	173	56	57	126	114	100	73	71	17	56	31	0	54	167	0	69	0	32	50	21	33	64	47	54	56	88	51	55	131	90	38	73	64	62	100	67	180	34	39	66	117	74	89	65	29	52	47					
8	Число бюллетеней в стационарных ящиках для голосования	79564	625	1062	100	1179	1267	952	425	151	1071	572	1643	2259	2086	1400	1263	74	1857	1938	88	1757	1901	1355	1281	1286	1306	1527	1857	933	787	874	1618	999	1249	1333	1322	1193	1634	1314	142	177	737	81	1487	122	878	2044	1180	1255	816	1718	965	879	1399	1334	1540	1191	1131	843	1697	936	1391	496	84	339	722	1033	1011	749	1263	954	727	1032	854	819					
