Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Фроловская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653					
1	"Число избирателей, внесенных в списки избирателей"	11225	410	848	416	315	291	239	460	87	88	558	77	506	1232	802	559	903	771	77	143	159	860	355	1069					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11740	450	860	420	330	280	220	500	120	110	550	80	480	1240	830	520	930	820	110	180	190	880	550	1090					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7423	269	578	304	246	169	144	355	70	49	386	52	346	733	391	286	695	500	74	120	121	599	282	654					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1301	72	41	38	24	54	43	50	10	28	68	10	76	141	154	122	66	57	3	10	16	84	73	61					
6	Число погашенных избирательных бюллетеней	3016	109	241	78	60	57	33	95	40	33	96	18	58	366	285	112	169	263	33	50	53	197	195	375					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1301	72	41	38	24	54	43	50	10	28	68	10	76	141	154	122	66	57	3	10	16	84	73	61					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7423	269	578	304	246	169	144	355	70	49	386	52	346	733	391	286	695	500	74	120	121	599	282	654					
9	Число недействительных избирательных бюллетеней	77	2	2	4	1	0	2	3	0	0	3	0	4	6	4	1	9	5	0	4	4	11	6	6					
10	Число действительных избирательных бюллетеней	8647	339	617	338	269	223	185	402	80	77	451	62	418	868	541	407	752	552	77	126	133	672	349	709					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	380	41	15	25	15	5	10	25	7	5	20	10	7	8	20	15	25	20	5	5	5	30	27	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	376	41	15	25	15	5	10	25	7	5	20	10	3	8	20	15	25	20	5	5	5	30	27	35					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	121	7	9	3	10	6	8	6	2	1	4	0	3	24	3	2	3	15	2	1	2	4	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	748	36	58	35	17	13	7	37	7	2	68	2	29	76	48	26	24	126	6	14	9	34	18	56					
		8.57%	10.56%	9.37%	10.23%	6.30%	5.83%	3.74%	9.14%	8.75%	2.60%	14.98%	3.23%	6.87%	8.70%	8.81%	6.37%	3.15%	22.62%	7.79%	10.77%	6.57%	4.98%	5.07%	7.83%					
19	2.Всероссийская политическая партия «Гражданская Сила»	33	0	3	4	1	0	1	1	0	0	2	0	1	5	4	2	3	1	0	1	0	2	1	1					
		0.38%	0.00%	0.48%	1.17%	0.37%	0.00%	0.53%	0.25%	0.00%	0.00%	0.44%	0.00%	0.24%	0.57%	0.73%	0.49%	0.39%	0.18%	0.00%	0.77%	0.00%	0.29%	0.28%	0.14%					
20	3.Политическая партия «Демократическая партия России»	7	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1					
		0.08%	0.29%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.25%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1254	37	115	60	31	53	11	50	4	29	28	4	26	145	109	77	92	74	13	8	34	134	37	83					
		14.37%	10.85%	18.58%	17.54%	11.48%	23.77%	5.88%	12.35%	5.00%	37.66%	6.17%	6.45%	6.16%	16.59%	20.00%	18.87%	12.09%	13.29%	16.88%	6.15%	24.82%	19.62%	10.42%	11.61%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	17	0	0	0	0	1	2	2	0	0	1	0	0	2	3	1	0	0	0	0	0	1	0	4					
		0.19%	0.00%	0.00%	0.00%	0.00%	0.45%	1.07%	0.49%	0.00%	0.00%	0.22%	0.00%	0.00%	0.23%	0.55%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.56%					
23	6.Политическая партия «Партия социальной справедливости»	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0					
		0.07%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.13%	0.00%	0.00%	0.00%	0.73%	0.15%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	752	25	50	29	24	17	19	27	5	13	26	4	36	76	41	23	84	53	8	22	8	77	26	59					
		8.62%	7.33%	8.08%	8.48%	8.89%	7.62%	10.16%	6.67%	6.25%	16.88%	5.73%	6.45%	8.53%	8.70%	7.52%	5.64%	11.04%	9.52%	10.39%	16.92%	5.84%	11.27%	7.32%	8.25%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	324	10	35	13	11	10	5	13	3	2	15	0	5	31	23	10	39	29	1	6	2	20	14	27					
		3.71%	2.93%	5.65%	3.80%	4.07%	4.48%	2.67%	3.21%	3.75%	2.60%	3.30%	0.00%	1.18%	3.55%	4.22%	2.45%	5.12%	5.21%	1.30%	4.62%	1.46%	2.93%	3.94%	3.78%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	59	3	5	6	4	1	0	1	0	1	1	1	2	14	5	1	5	4	0	2	0	2	1	0					
		0.68%	0.88%	0.81%	1.75%	1.48%	0.45%	0.00%	0.25%	0.00%	1.30%	0.22%	1.61%	0.47%	1.60%	0.92%	0.25%	0.66%	0.72%	0.00%	1.54%	0.00%	0.29%	0.28%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5421	226	349	191	179	126	138	270	61	28	309	50	319	518	306	264	501	264	48	73	79	394	250	478					
