Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Белевская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719					
1	"Число избирателей, внесенных в список"	20266	240	526	121	208	191	256	167	486	93	641	125	357	265	252	420	182	220	173	76	287	89	578	223	583	1087	999	2399	1901	1155	1160	2216	2590					
2	Число полученных избирательных бюллетеней	20681	242	541	114	208	198	251	161	499	94	677	154	356	273	254	420	192	224	179	78	328	89	591	223	597	1102	1026	2413	1980	1178	1196	2289	2554					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9366	124	279	28	102	60	119	65	259	33	329	91	115	128	131	148	90	138	97	35	143	43	324	70	233	461	373	1026	890	553	564	1092	1223					
5	"Число избирательных бюллетеней, выданных вне помещения"	2826	68	138	68	62	84	76	62	132	44	160	34	150	89	91	120	47	41	39	22	70	38	101	100	170	65	144	106	101	38	49	202	115					
6	Число погашенных избирательных бюллетеней	8489	50	124	18	44	54	56	34	108	17	188	29	91	56	32	152	55	45	43	21	115	8	166	53	194	576	509	1281	989	587	583	995	1216					
7	Число избирательных бюллетеней в переносных ящиках	2826	68	138	68	62	84	76	62	132	44	160	34	150	89	91	120	47	41	39	22	70	38	101	100	170	65	144	106	101	38	49	202	115					
8	Число бюллетеней в стационарных ящиках для голосования	9366	124	279	28	102	60	119	65	259	33	329	91	115	128	131	148	90	138	97	35	143	43	324	70	233	461	373	1026	890	553	564	1092	1223					
9	Число недействительных избирательных бюллетеней	57	1	3	0	0	0	1	0	0	0	0	1	3	0	0	5	0	2	0	0	0	0	0	0	1	3	2	6	6	7	4	4	8					
10	Число действительных избирательных бюллетеней	12135	191	414	96	164	144	194	127	391	77	489	124	262	217	222	263	137	177	136	57	213	81	425	170	402	523	515	1126	985	584	609	1290	1330					
11	Число полученных открепительных  удостоверений	308	2	8	2	2	8	2	2	3	2	17	2	3	3	2	2	6	2	2	1	2	1	5	2	12	20	20	30	30	25	20	30	40					
12	Число выданных открепительных удостоверений	161	0	5	0	2	8	1	0	2	0	13	0	0	1	0	2	3	0	2	0	1	1	0	0	12	6	6	22	19	9	2	18	26					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	162	1	1	6	3	5	1	0	4	1	0	3	2	0	0	0	0	2	0	0	0	1	4	1	5	11	13	7	8	5	12	6	60					
14	Число неиспользованных открепительных удостоверений	147	2	3	2	0	0	1	2	1	2	4	2	3	2	2	0	3	2	0	1	1	0	5	2	0	14	14	8	11	16	18	12	14					
