Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
Наименование Избирательной комиссии:    Сергачская																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161					
1	"Число избирателей, внесенных в списки"	28623	1453	1328	1856	1600	1542	1507	1415	1331	1404	1497	1336	1625	1205	210	651	688	422	106	139	124	155	460	409	251	472	241	138	130	435	129	739	650	446	467	153	248	173	226	147	375	597	143					
2	"Число бюллетеней, полученных участковыми комиссиями"	26033	1290	1170	1610	1410	1420	1390	1270	1200	1270	1350	1220	1370	1050	200	630	630	370	118	140	130	192	440	400	230	430	220	155	146	400	138	665	575	430	420	139	230	183	200	157	350	540	155					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11413	513	525	748	433	669	638	404	419	485	584	440	618	463	89	288	210	155	52	61	46	58	138	209	138	252	100	77	68	225	67	414	327	211	200	92	171	86	130	70	159	304	77					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1015	18	14	11	29	11	31	32	10	26	50	13	36	16	47	42	91	36	4	0	12	59	129	14	6	24	19	3	8	40	17	14	12	15	47	17	12	0	15	16	3	0	16					
6	Число погашенных бюллетеней	13605	759	631	851	948	740	721	834	771	759	716	767	716	571	64	300	329	179	62	79	72	75	173	177	86	154	101	75	70	135	54	237	236	204	173	30	47	97	55	71	188	236	62					
7	Число бюллетеней в переносных ящиках для голосования	1015	18	14	11	29	11	31	32	10	26	50	13	36	16	47	42	91	36	4	0	12	59	129	14	6	24	19	3	8	40	17	14	12	15	47	17	12	0	15	16	3	0	16					
8	Число бюллетеней в стационарных ящиках для голосования	11409	513	525	744	433	669	638	404	419	485	584	440	618	463	89	288	210	155	52	61	46	58	138	209	138	252	100	77	68	225	67	414	327	211	200	92	171	86	130	70	159	304	77					
9	Число недействительных бюллетеней	261	7	16	15	11	9	3	9	17	6	7	18	7	3	0	6	0	2	2	0	2	0	6	11	2	6	6	3	2	13	1	19	5	7	6	0	13	1	4	0	6	9	1					
10	Число действительных бюллетеней	12163	524	523	740	451	671	666	427	412	505	627	435	647	476	136	324	301	189	54	61	56	117	261	212	142	270	113	77	74	252	83	409	334	219	241	109	170	85	141	86	156	295	92					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	380	15	10	15	15	15	15	15	10	15	15	10	15	10	5	10	10	10	5	5	5	5	10	10	5	10	5	5	5	10	5	10	10	10	10	5	5	5	5	5	5	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	65	10	3	6	1	9	8	3	2	3	4	1	8	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	60	1	1	1	3	1	3	3	4	2	4	3	2	2	1	6	0	0	1	0	0	0	1	0	2	2	0	0	0	1	1	2	1	0	3	2	5	0	2	0	0	0	0					
14	Число погашенных открепительных удостоверений	315	5	7	9	14	6	7	12	8	12	11	9	7	9	5	10	10	10	5	5	5	5	10	9	5	10	5	5	5	10	4	10	10	9	10	5	2	5	5	5	5	10	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	"1. ""ЕДИНЕНИЕ"""	240	5	7	8	9	14	9	6	5	9	13	9	10	5	3	7	2	2	2	2	1	0	3	9	4	1	3	2	1	4	0	11	15	6	8	6	4	5	4	0	4	17	5					
		1.93%	0.94%	1.29%	1.05%	1.94%	2.05%	1.34%	1.37%	1.16%	1.76%	2.05%	1.98%	1.52%	1.04%	2.20%	2.12%	0.66%	1.04%	3.57%	3.27%	1.72%	0.0%	1.12%	4.03%	2.77%	0.36%	2.52%	2.5%	1.31%	1.50%	0.0%	2.57%	4.42%	2.65%	3.23%	5.50%	2.18%	5.81%	2.75%	0.0%	2.46%	5.59%	5.37%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	458	33	27	43	27	31	29	20	24	13	18	19	35	21	4	6	4	2	1	1	0	2	2	6	4	2	6	0	3	0	10	18	11	7	2	2	4	0	2	1	7	9	2					
		3.68%	6.21%	5.00%	5.69%	5.84%	4.55%	4.33%	4.58%	5.59%	2.54%	2.83%	4.19%	5.35%	4.38%	2.94%	1.81%	1.32%	1.04%	1.78%	1.63%	0.0%	1.70%	0.74%	2.69%	2.77%	0.72%	5.04%	0.0%	3.94%	0.0%	11.90%	4.20%	3.24%	3.09%	0.80%	1.83%	2.18%	0.0%	1.37%	1.16%	4.32%	2.96%	2.15%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	238	9	9	7	7	9	12	8	13	11	9	13	9	15	2	5	6	5	0	1	3	0	5	2	1	7	7	2	4	5	0	12	5	4	5	6	3	1	1	2	4	8	1					
		1.91%	1.69%	1.66%	0.92%	1.51%	1.32%	1.79%	1.83%	3.03%	2.15%	1.41%	2.86%	1.37%	3.13%	1.47%	1.51%	1.99%	2.61%	0.0%	1.63%	5.17%	0.0%	1.87%	0.89%	0.69%	2.53%	5.88%	2.5%	5.26%	1.88%	0.0%	2.80%	1.47%	1.76%	2.02%	5.50%	1.63%	1.16%	0.68%	2.32%	2.46%	2.63%	1.07%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	142	14	6	6	8	4	7	6	4	4	12	7	7	7	1	4	0	2	2	0	0	0	3	5	2	1	1	2	0	1	4	2	5	1	1	3	0	1	0	2	4	1	2					
		1.14%	2.63%	1.11%	0.79%	1.73%	0.58%	1.04%	1.37%	0.93%	0.78%	1.89%	1.54%	1.07%	1.46%	0.73%	1.21%	0.0%	1.04%	3.57%	0.0%	0.0%	0.0%	1.12%	2.24%	1.38%	0.36%	0.84%	2.5%	0.0%	0.37%	4.76%	0.46%	1.47%	0.44%	0.40%	2.75%	0.0%	1.16%	0.0%	2.32%	2.46%	0.32%	2.15%					
22	"5. ""За Русь Святую"""	70	3	4	5	3	1	3	2	4	4	0	3	2	5	0	0	0	1	0	0	3	0	2	3	1	1	0	0	1	3	0	4	1	5	0	0	0	0	1	4	1	0	0					
		0.56%	0.56%	0.74%	0.66%	0.64%	0.14%	0.44%	0.45%	0.93%	0.78%	0.0%	0.66%	0.30%	1.04%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	5.17%	0.0%	0.74%	1.34%	0.69%	0.36%	0.0%	0.0%	1.31%	1.13%	0.0%	0.93%	0.29%	2.21%	0.0%	0.0%	0.0%	0.0%	0.68%	4.65%	0.61%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	31	1	0	1	0	2	1	4	0	0	2	1	0	1	0	1	0	1	0	0	0	0	1	3	1	1	0	0	0	0	0	1	3	2	0	0	1	0	1	0	1	0	1					
		0.24%	0.18%	0.0%	0.13%	0.0%	0.29%	0.14%	0.91%	0.0%	0.0%	0.31%	0.22%	0.0%	0.20%	0.0%	0.30%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.37%	1.34%	0.69%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.88%	0.88%	0.0%	0.0%	0.54%	0.0%	0.68%	0.0%	0.61%	0.0%	1.07%					
24	"7. ""Новый курс - Автомобильная Россия"""	53	6	5	2	9	1	1	0	3	3	1	4	3	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	2	1					
		0.42%	1.12%	0.92%	0.26%	1.94%	0.14%	0.14%	0.0%	0.69%	0.58%	0.15%	0.88%	0.45%	1.04%	0.0%	0.0%	0.33%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.31%	0.0%	1.19%	0.0%	0.0%	0.44%	0.0%	0.0%	0.54%	0.0%	0.68%	0.0%	0.0%	0.65%	1.07%					
25	"8. ""Народно-республиканская партия России"""	22	0	0	1	2	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	2	0	1	2	0	1	0	0	0	2	1	1	1	1	1	0	0	0	0	1	0					
