Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Ирбитская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №2606	УИК №2608	УИК №2609					
1	"Число избирателей, внесенных в списки избирателей"	25218	472	530	584	317	249	670	810	195	790	397	475	988	236	219	554	159	143	584	253	552	1256	385	795	382	151	703	226	876	978	455	802	248	446	257	358	476	304	368	933	335	324	745	159	188	136	122	543	380	115	529	1390	209	78	389					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24050	450	500	550	300	240	600	800	180	750	350	450	1000	230	200	550	150	130	550	250	550	1200	350	750	350	130	700	220	850	950	450	750	230	400	250	350	450	300	350	900	300	300	750	150	190	130	100	550	350	100	500	1300	200	70	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14730	283	311	417	172	120	389	404	143	381	251	263	485	120	113	315	83	93	312	151	376	792	244	451	213	98	460	128	530	585	264	428	143	193	135	216	263	219	238	602	202	220	380	106	126	84	95	255	174	55	225	1004	90	65	265					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2343	53	47	23	57	24	85	136	0	56	28	70	80	10	17	28	21	8	117	16	18	48	13	91	63	20	42	65	67	72	27	36	20	50	49	47	69	20	22	60	15	0	168	6	8	3	0	126	80	31	52	13	48	2	16					
6	Число погашенных избирательных бюллетеней	6977	114	142	110	71	96	126	260	37	313	71	117	435	100	70	207	46	29	121	83	156	360	93	208	74	12	198	27	253	293	159	286	67	157	66	87	118	61	90	238	83	80	202	38	56	43	5	169	96	14	223	283	62	3	69					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2343	53	47	23	57	24	85	136	0	56	28	70	80	10	17	28	21	8	117	16	18	48	13	91	63	20	42	65	67	72	27	36	20	50	49	47	69	20	22	60	15	0	168	6	8	3	0	126	80	31	52	13	48	2	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14730	283	311	417	172	120	389	404	143	381	251	263	485	120	113	315	83	93	312	151	376	792	244	451	213	98	460	128	530	585	264	428	143	193	135	216	263	219	238	602	202	220	380	106	126	84	95	255	174	55	225	1004	90	65	265					
9	Число недействительных избирательных бюллетеней	72	0	5	2	2	0	1	1	0	4	4	1	3	0	3	1	0	0	0	2	0	2	1	0	2	0	3	0	1	4	1	0	0	3	2	0	0	2	0	6	1	2	2	0	1	0	0	1	0	2	2	5	0	0	0					
10	Число действительных избирательных бюллетеней	17001	336	353	438	227	144	473	539	143	433	275	332	562	130	127	342	104	101	429	165	394	838	256	542	274	118	499	193	596	653	290	464	163	240	182	263	332	237	260	656	216	218	546	112	133	87	95	380	254	84	275	1012	138	67	281					
