Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Щербиновская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №5701	УИК №5702	УИК №5703	УИК №5704	УИК №5705	УИК №5706	УИК №5707	УИК №5708	УИК №5709	УИК №5710	УИК №5711	УИК №5712	УИК №5713	УИК №5714	УИК №5715	УИК №5716	УИК №5717	УИК №5718									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	29223	2132	2175	2439	1775	1869	2284	1833	2363	2368	1879	1829	1108	1622	1012	1138	927	347	123									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26500	1980	1980	2220	1590	1690	2020	1680	2160	2140	1720	1630	1000	1490	915	1030	830	315	110									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11933	772	777	901	701	631	1058	566	751	895	733	744	611	810	462	770	507	163	81									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2329	116	218	88	89	88	177	182	337	225	352	112	62	56	86	41	57	34	9									
6	Число погашенных избирательных бюллетеней	12238	1092	985	1231	800	971	785	932	1072	1020	635	774	327	624	367	219	266	118	20									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2329	116	218	88	89	88	177	182	337	225	352	112	62	56	86	41	57	34	9									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11932	772	777	900	701	631	1058	566	751	895	733	744	611	810	462	770	507	163	81									
9	Число недействительных избирательных бюллетеней	217	12	12	27	7	21	19	13	10	8	0	24	8	19	6	15	5	10	1									
10	Число действительных избирательных бюллетеней	14044	876	983	961	783	698	1216	735	1078	1112	1085	832	665	847	542	796	559	187	89									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	273	20	20	35	20	25	20	15	20	20	15	5	5	15	5	15	8	8	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	194	17	20	27	16	20	20	8	20	5	8	2	2	5	1	7	8	8	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	105	7	9	14	30	3	3	10	1	1	3	3	9	2	3	0	2	3	2									
14	Число погашенных неиспользованных открепительных удостоверений	79	3	0	8	4	5	0	7	0	15	7	3	3	10	4	8	0	0	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	1	4	4	1	6	1	1	1	1	0	0	0	2	1	1	1	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	179	9	14	11	15	9	17	15	17	12	11	18	3	6	4	13	4	1	0									
