Выборы Президента Российской Федерации																																		
																																		
"Наименование Избирательной комиссии:    Брянск, Володарская"																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123					
1	"Число избирателей, внесенных в список"	65294	2746	1968	2684	2835	2863	2750	2408	2011	2655	2810	2750	2730	2790	2701	2594	1673	2916	1284	2697	2656	2842	2447	1561	2914	695	2274	2040					
2	Число полученных избирательных бюллетеней	63400	2600	2000	2600	2700	2700	2600	2300	2000	2500	2700	2600	2600	2900	2800	2400	1600	2800	1200	3000	2500	2700	2300	1500	2700	700	2400	2000					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	34783	1628	1108	1549	1642	1371	1229	1406	1167	1542	1414	1476	1455	1665	1437	1299	672	1586	677	1419	1358	1565	1248	588	1357	347	1410	1168					
5	"Число избирательных бюллетеней, выданных вне помещения"	1628	45	41	30	49	99	159	31	27	50	80	31	47	40	66	72	101	15	12	159	32	10	65	214	100	28	22	3					
6	Число погашенных избирательных бюллетеней	26989	927	851	1021	1009	1230	1212	863	806	908	1206	1093	1098	1195	1297	1029	827	1199	511	1422	1110	1125	987	698	1243	325	968	829					
7	Число избирательных бюллетеней в переносных ящиках	1628	45	41	30	49	99	159	31	27	50	80	31	47	40	66	72	101	15	12	159	32	10	65	214	100	28	22	3					
8	Число бюллетеней в стационарных ящиках для голосования	34736	1583	1108	1549	1641	1371	1229	1406	1167	1542	1414	1476	1455	1665	1437	1299	671	1586	677	1419	1358	1565	1248	588	1357	347	1410	1168					
9	Число недействительных избирательных бюллетеней	299	31	9	6	10	7	50	7	19	9	3	14	18	17	7	2	5	14	9	5	9	6	5	0	13	3	10	11					
10	Число действительных избирательных бюллетеней	36065	1597	1140	1573	1680	1463	1338	1430	1175	1583	1491	1493	1484	1688	1496	1369	767	1587	680	1573	1381	1569	1308	802	1444	372	1422	1160					
11	Число полученных открепительных  удостоверений	565	20	20	20	20	20	20	25	20	20	20	20	20	20	20	20	20	20	20	30	20	20	20	20	20	20	30	20					
