Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Минусинская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626					
1	"Число избирателей, внесенных в список"	20368	1775	499	564	859	923	1162	300	1920	771	229	684	294	1220	190	429	1492	297	235	178	492	1949	112	521	208	277	698	379	77	102	431	268	833					
2	Число полученных избирательных бюллетеней	20421	1790	502	564	857	927	1164	299	1929	776	227	694	303	1227	193	384	1496	300	236	174	492	1968	111	526	206	279	697	384	78	102	431	263	842					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10966	952	260	263	441	473	644	158	1046	335	91	386	162	706	113	196	909	200	136	112	260	913	68	264	127	157	437	239	49	62	212	141	454					
5	"Число избирательных бюллетеней, выданных вне помещения"	500	34	6	34	25	18	21	1	26	38	4	6	0	30	2	69	31	5	0	2	9	45	0	19	4	4	24	15	8	3	4	4	9					
6	Число погашенных избирательных бюллетеней	8955	804	236	267	391	436	499	140	857	403	132	302	141	491	78	119	556	95	100	60	223	1010	43	243	75	118	236	130	21	37	215	118	379					
7	Число избирательных бюллетеней в переносных ящиках	500	34	6	34	25	18	21	1	26	38	4	6	0	30	2	69	31	5	0	2	9	45	0	19	4	4	24	15	8	3	4	4	9					
8	Число бюллетеней в стационарных ящиках для голосования	10963	952	260	263	440	473	644	158	1046	335	91	386	162	706	113	196	909	200	136	112	260	911	68	264	127	157	437	239	49	62	212	141	454					
9	Число недействительных избирательных бюллетеней	139	19	1	1	7	8	4	1	14	1	1	6	2	8	2	3	5	1	1	3	4	6	0	2	3	1	5	6	0	1	8	4	11					
10	Число действительных избирательных бюллетеней	11324	967	265	296	458	483	661	158	1058	372	94	386	160	728	113	262	935	204	135	111	265	950	68	281	128	160	456	248	57	64	208	141	452					
