Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Кошкинская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15023	1226	832	1476	722	1527	995	809	229	574	268	335	299	479	174	267	138	266	289	209	170	146	260	347	422	201	474	123	297	221	113	282	148	127	199	379									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16010	1245	915	1515	800	1550	1070	825	235	600	265	380	340	520	190	300	150	300	310	225	190	155	275	365	450	210	535	145	300	275	145	335	155	125	205	410									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11031	769	546	1005	458	1053	690	617	167	435	193	305	242	355	139	217	112	226	229	176	149	119	216	301	335	166	388	109	194	169	75	213	126	106	171	260									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1513	71	50	59	65	36	110	92	41	86	55	23	32	50	27	39	23	28	51	23	18	19	36	35	63	22	40	10	45	34	37	42	18	19	28	86									
6	Число погашенных избирательных бюллетеней	3466	405	319	451	277	461	270	116	27	79	17	52	66	115	24	44	15	46	30	26	23	17	23	29	52	22	107	26	61	72	33	80	11	0	6	64									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1513	71	50	59	65	36	110	92	41	86	55	23	32	50	27	39	23	28	51	23	18	19	36	35	63	22	40	10	45	34	37	42	18	19	28	86									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11029	769	546	1005	458	1052	689	617	167	435	193	305	242	355	139	217	112	226	229	176	149	119	216	301	335	166	388	109	194	169	75	213	126	106	171	260									
9	Число недействительных избирательных бюллетеней	459	27	13	43	20	33	29	15	15	14	1	10	11	16	2	5	5	13	3	6	1	8	7	5	27	12	12	8	54	15	0	11	2	5	3	8									
10	Число действительных избирательных бюллетеней	12083	813	583	1021	503	1055	770	694	193	507	247	318	263	389	164	251	130	241	277	193	166	130	245	331	371	176	416	111	185	188	112	244	142	120	196	338									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	264	13	12	16	4	26	7	9	4	10	5	3	3	6	5	6	3	12	3	4	4	3	4	0	11	3	33	16	13	3	3	5	7	0	4	4									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	262	13	12	16	4	26	7	9	4	10	5	3	3	5	5	6	3	12	3	4	4	3	4	0	11	3	33	16	13	3	3	4	7	0	4	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	85	7	3	6	4	4	1	0	0	4	0	3	2	1	2	3	1	0	0	0	0	2	1	3	11	4	2	1	1	3	4	4	4	1	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	5	3	19	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	129	9	5	10	12	10	8	5	1	6	4	2	4	5	3	2	1	2	0	3	2	2	1	3	3	5	3	1	4	2	3	1	0	1	2	4									
		1.03%	1.07%	0.84%	0.94%	2.29%	0.92%	1.00%	0.71%	0.48%	1.15%	1.61%	0.61%	1.46%	1.23%	1.81%	0.78%	0.74%	0.79%	0.00%	1.51%	1.20%	1.45%	0.40%	0.89%	0.75%	2.66%	0.70%	0.84%	1.67%	0.99%	2.68%	0.39%	0.00%	0.80%	1.01%	1.16%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	442	28	18	35	20	47	41	18	5	30	1	11	13	7	1	11	2	5	5	4	18	5	7	15	11	10	14	4	4	10	2	9	3	3	9	16									
		3.52%	3.33%	3.02%	3.29%	3.82%	4.32%	5.13%	2.54%	2.40%	5.76%	0.40%	3.35%	4.74%	1.73%	0.60%	4.30%	1.48%	1.97%	1.79%	2.01%	10.78%	3.62%	2.78%	4.46%	2.76%	5.32%	3.27%	3.36%	1.67%	4.93%	1.79%	3.53%	2.08%	2.40%	4.52%	4.62%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	151	6	9	12	12	15	10	10	2	4	4	5	5	1	1	5	0	3	2	1	0	2	1	5	2	5	4	0	6	2	3	2	2	1	3	6									
		1.20%	0.71%	1.51%	1.13%	2.29%	1.38%	1.25%	1.41%	0.96%	0.77%	1.61%	1.52%	1.82%	0.25%	0.60%	1.95%	0.00%	1.18%	0.71%	0.50%	0.00%	1.45%	0.40%	1.49%	0.50%	2.66%	0.93%	0.00%	2.51%	0.99%	2.68%	0.78%	1.39%	0.80%	1.51%	1.73%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7041	416	319	540	278	562	374	469	133	264	145	203	142	256	106	155	70	156	201	137	87	69	161	208	224	107	245	74	101	129	65	165	83	76	110	211									
		56.14%	49.52%	53.52%	50.75%	53.15%	51.65%	46.81%	66.15%	63.94%	50.67%	58.47%	61.89%	51.82%	63.21%	63.86%	60.55%	51.85%	61.42%	71.79%	68.84%	52.10%	50.00%	63.89%	61.90%	56.28%	56.91%	57.24%	62.18%	42.26%	63.55%	58.04%	64.71%	57.64%	60.80%	55.28%	60.98%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	65	1	3	3	4	9	1	2	0	3	0	4	5	2	0	0	0	2	0	1	5	2	0	6	3	1	2	0	0	0	0	1	1	1	2	1									
		0.52%	0.12%	0.50%	0.28%	0.76%	0.83%	0.13%	0.28%	0.00%	0.58%	0.00%	1.22%	1.82%	0.49%	0.00%	0.00%	0.00%	0.79%	0.00%	0.50%	2.99%	1.45%	0.00%	1.79%	0.75%	0.53%	0.47%	0.00%	0.00%	0.00%	0.00%	0.39%	0.69%	0.80%	1.01%	0.29%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	4	1	3	0	1	2	1	0	1	0	1	2	0	0	3	0	1	0	1	2	0	1	1	4	0	3	1	3	0	0	0	1	1	0	1									
		0.31%	0.48%	0.17%	0.28%	0.00%	0.09%	0.25%	0.14%	0.00%	0.19%	0.00%	0.30%	0.73%	0.00%	0.00%	1.17%	0.00%	0.39%	0.00%	0.50%	1.20%	0.00%	0.40%	0.30%	1.01%	0.00%	0.70%	0.84%	1.26%	0.00%	0.00%	0.00%	0.69%	0.80%	0.00%	0.29%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1729	134	93	163	74	174	138	95	35	72	38	48	40	66	34	38	20	39	35	24	7	18	28	43	44	19	31	5	20	15	11	22	31	17	13	45									
