Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Краснокамская городская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740					
1	"Число избирателей, внесенных в списки"	55492	570	2157	1889	1926	1429	1844	1541	1885	1912	1652	1984	1948	1727	1997	1956	1353	1095	1310	1779	1922	1667	1707	2365	1148	405	1720	1573	2121	2107	409	447	762	300	287	176	1163	1129	115	338	1677					
2	"Число бюллетеней, полученных участковыми комиссиями"	51247	580	2000	1690	1800	1280	1690	1410	1770	1750	1520	1690	1770	1560	1840	1800	1240	1020	1140	1520	1770	1530	1580	2100	1060	380	1640	1520	1980	1990	420	440	790	290	270	178	1140	1140	109	330	1520					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	31329	305	1151	1151	1146	890	1119	978	1192	1171	937	1141	1008	1069	1078	1169	720	461	797	1090	1053	879	704	1140	502	206	1105	775	1467	1359	237	202	434	170	135	102	552	639	57	145	893					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1729	14	34	46	29	27	36	38	45	43	36	142	14	52	37	60	23	36	19	32	22	27	43	65	16	5	87	131	42	64	27	24	71	14	38	19	67	104	14	50	36					
6	Число погашенных бюллетеней	18189	261	815	493	625	363	535	394	533	536	547	407	748	439	725	571	497	523	324	398	695	624	833	895	542	169	448	614	471	567	156	214	285	106	97	57	521	397	38	135	591					
7	Число бюллетеней в переносных ящиках для голосования	1728	14	34	46	29	27	35	38	45	43	36	142	14	52	37	60	23	36	19	32	22	27	43	65	16	5	87	131	42	64	27	24	71	14	38	19	67	104	14	50	36					
8	Число бюллетеней в стационарных ящиках для голосования	31323	305	1151	1151	1145	890	1119	978	1192	1171	937	1141	1008	1069	1078	1167	720	461	797	1090	1051	879	704	1140	502	206	1105	775	1466	1359	237	202	434	170	135	102	552	639	57	145	893					
9	Число недействительных бюллетеней	658	12	42	29	37	22	24	15	26	19	15	29	15	6	24	12	14	11	7	15	18	29	15	37	16	8	8	20	28	16	10	4	13	5	5	3	15	14	1	5	14					
10	Число действительных бюллетеней	32393	307	1143	1168	1137	895	1130	1001	1211	1195	958	1254	1007	1115	1091	1215	729	486	809	1107	1055	877	732	1168	502	203	1184	886	1480	1407	254	222	492	179	168	118	604	729	70	190	915					
