Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																					
Дата голосования: 04.12.2011																					
																					
Наименование Избирательной комиссии:    Лабытнангская городская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27					
1	"Число избирателей, внесенных в список избирателей"	17010	854	1078	1582	815	1280	1362	1480	1102	1063	1092	1266	775	1519	1742					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15850	700	1000	1450	1050	1150	1200	1600	1000	1000	1150	1000	750	1250	1550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10718	443	631	950	625	773	1028	1067	679	683	690	789	417	894	1049					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1063	130	56	100	42	59	16	25	58	89	65	141	129	82	71					
6	Число погашенных избирательных бюллетеней	4069	127	313	400	383	318	156	508	263	228	395	70	204	274	430					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1063	130	56	100	42	59	16	25	58	89	65	141	129	82	71					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10716	443	630	950	625	773	1027	1067	679	683	690	789	417	894	1049					
9	Число недействительных избирательных бюллетеней	179	20	12	14	9	10	18	12	15	4	9	15	17	9	15					
10	Число действительных избирательных бюллетеней	11600	553	674	1036	658	822	1025	1080	722	768	746	915	529	967	1105					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	500	25	32	46	31	37	38	50	31	30	36	35	24	43	42					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	246	8	11	20	8	14	29	13	14	17	11	33	12	31	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	126	7	0	11	3	2	17	46	7	8	3	2	0	11	9					
14	Число погашенных неиспользованных открепительных удостоверений	254	17	21	26	23	23	9	37	17	13	25	2	12	12	17					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	56	0	3	6	1	4	10	2	4	5	2	2	4	6	7					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1395	47	83	125	82	105	154	124	103	87	86	108	66	112	113					
		11.84%	8.20%	12.10%	11.90%	12.29%	12.62%	14.77%	11.36%	13.98%	11.27%	11.39%	11.61%	12.09%	11.48%	10.09%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1652	115	100	120	93	128	123	156	107	86	115	121	69	134	185					
		14.02%	20.07%	14.58%	11.43%	13.94%	15.38%	11.79%	14.29%	14.52%	11.14%	15.23%	13.01%	12.64%	13.73%	16.52%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	132	10	10	2	7	10	11	8	8	13	10	9	7	15	12					
		1.12%	1.75%	1.46%	0.19%	1.05%	1.20%	1.05%	0.73%	1.09%	1.68%	1.32%	0.97%	1.28%	1.54%	1.07%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1139	50	75	49	74	98	104	114	56	106	70	70	56	100	117					
		9.67%	8.73%	10.93%	4.67%	11.09%	11.78%	9.97%	10.44%	7.60%	13.73%	9.27%	7.53%	10.26%	10.25%	10.45%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	233	6	11	1	8	1	44	27	10	28	20	15	11	20	31					
		1.98%	1.05%	1.60%	0.10%	1.20%	0.12%	4.22%	2.47%	1.36%	3.63%	2.65%	1.61%	2.01%	2.05%	2.77%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6978	320	390	738	393	477	579	645	432	443	439	586	316	582	638					
		59.24%	55.85%	56.85%	70.29%	58.92%	57.33%	55.51%	59.07%	58.62%	57.38%	58.15%	63.01%	57.88%	59.63%	56.96%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	71	5	5	1	1	3	10	6	6	5	6	6	4	4	9					
		0.60%	0.87%	0.73%	0.10%	0.15%	0.36%	0.96%	0.55%	0.81%	0.65%	0.79%	0.65%	0.73%	0.41%	0.80%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
