Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    район Сокольники																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №3688	УИК №3690	УИК №3691	УИК №3692	УИК №3693	УИК №3694	УИК №3695	УИК №3696	УИК №3697									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	35814	2095	2371	2052	2079	2449	2036	1273	2331	2533	2240	2494	2618	2537	2327	2235	137	58	187	48	28	238	124	638	686									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25438	1450	1650	1440	1450	1700	1410	890	1620	1750	1580	1680	1720	1750	1610	1600	166	51	177	48	28	228	123	630	687									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	14168	703	905	793	807	991	697	466	884	1027	897	990	896	970	667	846	125	47	99	38	27	214	87	371	621									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	683	9	20	35	19	33	25	15	33	24	20	10	26	34	9	10	7	0	19	5	0	2	12	252	64									
6	Число погашенных избирательных бюллетеней	10587	738	725	612	624	676	688	409	703	699	663	680	798	746	934	744	34	4	59	5	1	12	24	7	2									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	683	9	20	35	19	33	25	15	33	24	20	10	26	34	9	10	7	0	19	5	0	2	12	252	64									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	14139	700	904	793	806	988	697	464	884	1024	895	981	892	970	666	846	125	47	99	38	27	214	87	371	621									
9	Число недействительных избирательных бюллетеней	382	14	15	11	15	15	14	2	17	16	20	16	13	18	14	15	0	3	3	3	0	3	3	40	112									
10	Число действительных избирательных бюллетеней	14440	695	909	817	810	1006	708	477	900	1032	895	975	905	986	661	841	132	44	115	40	27	213	96	583	573									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	420	15	15	25	15	15	15	20	20	30	15	110	30	25	15	55	0	0	0	0	0	0	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	345	6	10	20	12	13	11	15	14	24	14	109	19	18	13	47	0	0	0	0	0	0	0	0	0									
