Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Лоухская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №268	УИК №269	УИК №270	УИК №271	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285					
1	"Число избирателей, внесенных в списки избирателей"	15094	2167	1699	546	763	1996	401	371	1440	644	128	352	319	592	1721	1460	380	115					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14720	2050	1700	550	750	1950	400	350	1450	600	120	350	300	550	1700	1450	350	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	69	0	0	0	0	14	3	0	28	0	0	0	16	0	0	0	8	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7410	1147	844	336	355	1119	217	161	627	323	71	195	116	285	806	592	172	44					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	382	68	18	20	38	21	8	67	34	7	3	13	2	6	35	21	17	4					
6	Число погашенных избирательных бюллетеней	6859	835	838	194	357	796	172	122	761	270	46	142	166	259	859	837	153	52					
7	Число избирательных бюллетеней в переносных ящиках для голосования	451	68	18	20	38	35	11	67	62	7	3	13	18	6	35	21	25	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7407	1146	844	336	355	1118	217	161	627	323	71	195	116	285	805	592	172	44					
9	Число недействительных избирательных бюллетеней	89	18	10	1	1	17	7	1	10	7	0	5	1	4	1	5	1	0					
10	Число действительных избирательных бюллетеней	7769	1196	852	355	392	1136	221	227	679	323	74	203	133	287	839	608	196	48					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	280	25	25	15	15	25	10	10	25	15	10	10	10	15	25	25	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	106	14	15	10	8	5	1	5	12	0	1	3	2	1	11	8	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	68	17	7	3	8	10	0	2	1	0	3	0	1	3	5	3	5	0					
14	Число погашенных неиспользованных открепительных удостоверений	174	11	10	5	7	20	9	5	13	15	9	7	8	14	14	17	0	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
