Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Лоухская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №268	УИК №269	УИК №270	УИК №271	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285					
1	"Число избирателей, внесенных в список избирателей"	14243	1998	1664	516	726	1917	411	349	1362	586	97	333	304	585	1482	1435	372	106					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13900	1850	1600	500	700	1900	400	350	1350	600	100	300	300	550	1500	1450	350	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	42	0	0	0	0	0	3	0	17	0	0	0	11	0	0	0	11	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6487	1000	729	325	264	1015	163	144	530	253	44	176	77	229	693	664	147	34					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	274	37	15	20	6	23	12	26	16	11	2	11	3	8	30	15	34	5					
6	Число погашенных избирательных бюллетеней	7097	813	856	155	430	862	222	180	787	336	54	113	209	313	777	771	158	61					
7	Число избирательных бюллетеней в переносных ящиках для голосования	316	37	15	20	6	23	15	26	33	11	2	11	14	8	30	15	45	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6480	1000	729	325	264	1015	163	144	523	253	44	176	77	229	693	664	147	34					
9	Число недействительных избирательных бюллетеней	128	20	20	1	6	24	4	2	6	12	0	5	3	4	11	8	2	0					
10	Число действительных избирательных бюллетеней	6668	1017	724	344	264	1014	174	168	550	252	46	182	88	233	712	671	190	39					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	275	25	20	15	15	25	10	10	25	15	10	10	10	15	25	25	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	105	20	1	11	4	17	3	1	3	7	1	3	3	1	3	19	5	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	77	30	9	4	1	8	2	2	3	0	0	2	4	1	4	3	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	170	5	19	4	11	8	7	9	22	8	9	7	7	14	22	6	5	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	4	0	0	2	0	0	0	1	0	0	0	0	0	3	1	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1199	207	141	49	30	177	35	13	72	36	5	31	15	34	159	141	50	4					
		17.64%	19.96%	18.95%	14.20%	11.11%	17.05%	19.66%	7.65%	12.95%	13.64%	10.87%	16.58%	16.48%	14.35%	21.99%	20.77%	26.04%	10.26%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1144	169	116	92	47	145	36	23	112	39	2	31	8	42	119	122	29	12					
		16.83%	16.30%	15.59%	26.67%	17.41%	13.97%	20.22%	13.53%	20.14%	14.77%	4.35%	16.58%	8.79%	17.72%	16.46%	17.97%	15.10%	30.77%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	4	5	1	1	3	0	1	1	0	1	1	0	2	2	4	6	1					
		0.49%	0.39%	0.67%	0.29%	0.37%	0.29%	0.00%	0.59%	0.18%	0.00%	2.17%	0.53%	0.00%	0.84%	0.28%	0.59%	3.13%	2.56%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1533	246	163	30	23	302	22	36	129	74	12	41	26	51	167	171	33	7					
		22.56%	23.72%	21.91%	8.70%	8.52%	29.09%	12.36%	21.18%	23.20%	28.03%	26.09%	21.93%	28.57%	21.52%	23.10%	25.18%	17.19%	17.95%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	191	24	16	5	4	34	10	4	11	5	1	1	0	6	38	30	1	1					
		2.81%	2.31%	2.15%	1.45%	1.48%	3.28%	5.62%	2.35%	1.98%	1.89%	2.17%	0.53%	0.00%	2.53%	5.26%	4.42%	0.52%	2.56%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2516	358	279	164	159	341	70	91	222	97	24	76	37	96	222	196	71	13					
		37.02%	34.52%	37.50%	47.54%	58.89%	32.85%	39.33%	53.53%	39.93%	36.74%	52.17%	40.64%	40.66%	40.51%	30.71%	28.87%	36.98%	33.33%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	52	9	4	3	0	12	1	0	3	1	1	1	2	2	5	7	0	1					
		0.77%	0.87%	0.54%	0.87%	0.00%	1.16%	0.56%	0.00%	0.54%	0.38%	2.17%	0.53%	2.20%	0.84%	0.69%	1.03%	0.00%	2.56%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
