Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Темниковская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675					
1	"Число избирателей, внесенных в списки"	15268	1021	1646	937	497	1555	434	443	202	208	187	623	332	230	808	138	317	373	547	252	483	205	948	363	243	212	124	340	444	159	395	602					
2	"Число бюллетеней, полученных участковыми комиссиями"	15599	1113	1648	981	520	1533	434	453	201	217	197	651	332	230	871	139	325	383	547	257	483	204	961	364	246	219	126	355	445	161	400	603					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11605	651	1322	672	443	1082	309	330	97	178	129	590	254	227	672	138	242	331	316	151	325	167	725	348	225	151	123	190	379	159	175	504					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2107	152	55	163	17	64	80	50	100	30	25	33	78	0	79	0	70	42	213	91	140	37	131	12	14	61	0	118	53	0	146	53					
6	Число погашенных бюллетеней	1887	310	271	146	60	387	45	73	4	9	43	28	0	3	120	1	13	10	18	15	18	0	105	4	7	7	3	47	13	2	79	46					
7	Число бюллетеней в переносных ящиках для голосования	2107	152	55	163	17	64	80	50	100	30	25	33	78	0	79	0	70	42	213	91	140	37	131	12	14	61	0	118	53	0	146	53					
8	Число бюллетеней в стационарных ящиках для голосования	11603	650	1321	672	443	1082	309	330	97	178	129	590	254	227	672	138	242	331	316	151	325	167	725	348	225	151	123	190	379	159	175	504					
9	Число недействительных бюллетеней	274	8	2	0	1	29	5	2	0	0	1	6	22	0	14	0	2	10	0	0	25	0	104	2	0	7	9	5	3	0	2	15					
10	Число действительных бюллетеней	13436	794	1374	835	459	1117	384	378	197	208	153	617	310	227	737	138	310	363	529	242	440	204	752	358	239	205	114	303	429	159	319	542					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	198	3	18	7	5	25	5	5	3	5	3	5	5	5	10	2	5	5	10	5	5	3	10	5	3	5	3	5	10	3	5	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	55	0	13	2	2	21	0	3	1	0	0	2	0	1	0	0	0	0	2	0	0	0	1	2	0	0	0	0	1	0	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	43	3	5	3	0	2	3	3	0	0	1	1	1	1	2	2	2	0	1	0	1	0	1	1	0	3	1	0	3	1	2	0					
14	Число погашенных открепительных удостоверений	143	3	5	5	3	4	5	2	2	5	3	3	5	4	10	2	5	5	8	5	5	3	9	3	3	5	3	5	9	3	3	8					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	60	5	0	0	3	3	0	5	0	0	10	0	0	2	12	0	1	0	0	0	4	0	1	0	0	0	0	3	0	0	8	3					
		0.43%	0.62%	0.0%	0.0%	0.65%	0.26%	0.0%	1.31%	0.0%	0.0%	6.49%	0.0%	0.0%	0.88%	1.59%	0.0%	0.32%	0.0%	0.0%	0.0%	0.86%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.97%	0.0%	0.0%	2.49%	0.53%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	120	6	12	5	12	3	4	1	0	0	15	0	0	0	5	0	1	2	2	5	6	0	9	0	2	0	1	4	10	1	12	2					
		0.87%	0.74%	0.87%	0.59%	2.60%	0.26%	1.02%	0.26%	0.0%	0.0%	9.74%	0.0%	0.0%	0.0%	0.66%	0.0%	0.32%	0.53%	0.37%	2.06%	1.29%	0.0%	1.05%	0.0%	0.83%	0.0%	0.81%	1.29%	2.31%	0.62%	3.73%	0.35%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	42	14	0	0	4	2	4	1	0	0	1	0	3	0	6	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	2					
		0.30%	1.74%	0.0%	0.0%	0.86%	0.17%	1.02%	0.26%	0.0%	0.0%	0.64%	0.0%	0.90%	0.0%	0.79%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.62%	0.35%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	34	12	0	0	7	3	2	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2					
		0.24%	1.49%	0.0%	0.0%	1.52%	0.26%	0.51%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.35%					
22	"5. ""За Русь Святую"""	38	12	0	0	1	1	10	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	3	0					
		0.27%	1.49%	0.0%	0.0%	0.21%	0.08%	2.57%	1.05%	0.0%	0.0%	2.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.93%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	12	6	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
