Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																								
Дата голосования: 18.09.2016																								
																								
Наименование Избирательной комиссии:    Советская																								
																								
Сводная таблица итогов голосования по федеральному избирательному округу																								
																								
		Сумма	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	5036	534	222	308	194	85	1760	159	403	234	137	299	178	523									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	4915	520	225	300	190	85	1700	155	400	230	130	290	180	510									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3599	445	182	287	142	69	1149	131	236	129	94	225	134	376									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	445	44	24	7	11	5	83	4	30	68	33	61	23	52									
6	Число погашенных избирательных бюллетеней	871	31	19	6	37	11	468	20	134	33	3	4	23	82									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	443	44	24	7	11	5	83	4	28	68	33	61	23	52									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3599	445	182	287	142	69	1149	131	236	129	94	225	134	376									
9	Число недействительных избирательных бюллетеней	27	0	0	0	2	0	13	0	9	1	0	0	0	2									
10	Число действительных избирательных бюллетеней	4015	489	206	294	151	74	1219	135	255	196	127	286	157	426									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	188	15	10	10	10	10	33	10	15	10	10	15	10	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	31	1	0	2	0	0	21	2	2	0	0	0	3	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	19	2	0	2	0	1	1	1	3	4	1	2	0	2									
14	Число погашенных неиспользованных открепительных удостоверений	157	14	10	8	10	10	12	8	13	10	10	15	7	30									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	0	0	1	0	9	0	0	1	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	3	0	0	0	0	0	0	0	0	1	0	0	0	2									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.47%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	35	0	2	0	5	1	1	3	8	5	0	0	2	8									
		0.87%	0.00%	0.97%	0.00%	3.27%	1.35%	0.08%	2.22%	3.03%	2.54%	0.00%	0.00%	1.27%	1.87%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	14	0	0	0	1	0	0	0	4	1	1	2	1	4									
		0.35%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	1.52%	0.51%	0.79%	0.70%	0.64%	0.93%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3256	422	169	241	102	69	1019	99	199	150	115	249	110	312									
		80.55%	86.30%	82.04%	81.97%	66.67%	93.24%	82.71%	73.33%	75.38%	76.14%	90.55%	87.06%	70.06%	72.90%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	2	0	0	0	1	0	0	0	0	0	1	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	1	0	0	0	0	0	0	0	1	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	188	31	14	16	15	0	4	6	9	21	4	6	29	33									
		4.65%	6.34%	6.80%	5.44%	9.80%	0.00%	0.32%	4.44%	3.41%	10.66%	3.15%	2.10%	18.47%	7.71%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	1	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
