Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Тепло-Огаревская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016					
1	"Число избирателей, внесенных в список"	10902	577	338	392	233	426	271	219	426	260	110	91	264	408	582	176	354	339	196	174	569	1029	877	1040	1551					
2	Число полученных избирательных бюллетеней	11230	601	343	397	238	431	268	235	444	259	114	100	301	422	587	276	359	351	200	183	581	1032	894	1055	1559					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	5572	264	103	222	98	241	137	108	229	169	62	58	131	192	310	133	173	174	88	102	308	524	447	518	781					
5	"Число избирательных бюллетеней, выданных вне помещения"	1413	88	122	88	63	46	51	48	81	24	22	9	56	111	104	43	66	65	47	31	93	19	63	43	30					
6	Число погашенных избирательных бюллетеней	4245	249	118	87	77	144	80	79	134	66	30	33	114	119	173	100	120	112	65	50	180	489	384	494	748					
7	Число избирательных бюллетеней в переносных ящиках	1413	88	122	88	63	46	51	48	81	24	22	9	56	111	104	43	66	65	47	31	93	19	63	43	30					
8	Число бюллетеней в стационарных ящиках для голосования	5572	264	103	222	98	241	137	108	229	169	62	58	131	192	310	133	173	174	88	102	308	524	447	518	781					
9	Число недействительных избирательных бюллетеней	44	3	2	2	1	3	1	0	4	0	0	0	1	4	0	3	3	0	1	0	4	1	5	0	6					
10	Число действительных избирательных бюллетеней	6941	349	223	308	160	284	187	156	306	193	84	67	186	299	414	173	236	239	134	133	397	542	505	561	805					
11	Число полученных открепительных  удостоверений	196	14	2	5	2	8	2	16	7	2	2	8	22	7	10	4	2	14	2	12	10	7	8	10	20					
12	Число выданных открепительных удостоверений	165	14	2	3	1	8	1	16	7	2	2	8	22	4	10	4	2	14	2	11	9	2	8	6	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	58	2	4	2	1	3	9	2	1	4	1	1	0	1	2	1	1	3	0	6	2	2	1	6	3					
